Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca13266_treat_pileup.filtered.bw	1
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca13848_treat_pileup.filtered.bw	0.874576
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca14121_treat_pileup.filtered.bw	0.883358
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca19121_treat_pileup.filtered.bw	0.86793
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca3023_treat_pileup.filtered.bw	0.848448
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca33173_treat_pileup.filtered.bw	0.870934
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca40507_treat_pileup.filtered.bw	0.87966
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca51852_treat_pileup.filtered.bw	0.854746
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca53687_treat_pileup.filtered.bw	0.881919
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca56413_treat_pileup.filtered.bw	0.854884
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca57054_treat_pileup.filtered.bw	0.850561
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca57294_treat_pileup.filtered.bw	0.837494
Peaks/Pca13266_treat_pileup.filtered.bw	Peaks/Pca58215_treat_pileup.filtered.bw	0.861457
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca13266_treat_pileup.filtered.bw	0.874576
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca13848_treat_pileup.filtered.bw	1
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca14121_treat_pileup.filtered.bw	0.861142
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca19121_treat_pileup.filtered.bw	0.874783
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca3023_treat_pileup.filtered.bw	0.900618
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca33173_treat_pileup.filtered.bw	0.848642
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca40507_treat_pileup.filtered.bw	0.892528
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca51852_treat_pileup.filtered.bw	0.849796
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca53687_treat_pileup.filtered.bw	0.860223
Peaks/Pca13848_treat_pileup.filtered.bw	Peaks/Pca56413_treat_pileup.filtered.bw	0.899363
