chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	3000000	3010000	chr1	3260000	3270000	0.12755010038896403	2.111212657236631
chr1	3910000	3920000	chr1	4650000	4660000	0.027893183748860295	2.111212657236631
chr1	5510000	5520000	chr1	5740000	5750000	0.009769460317627723	2.111212657236631
chr1	5630000	5640000	chr1	5740000	5750000	0.06284958833249843	2.111212657236631
chr1	6250000	6260000	chr1	6340000	6350000	0.03627920325489875	2.111212657236631
chr1	6710000	6720000	chr1	7210000	7220000	0.12432624130369235	2.111212657236631
chr1	6720000	6730000	chr1	7060000	7070000	0.010147971996738298	2.111212657236631
chr1	6790000	6800000	chr1	7060000	7070000	0.1526393614404589	2.111212657236631
chr1	7660000	7670000	chr1	7750000	7760000	0.027893183748860295	2.111212657236631
chr1	7980000	7990000	chr1	8320000	8330000	0.005925422567034655	2.599207668339954
chr1	7980000	7990000	chr1	8730000	8740000	0.1516609749235532	2.599207668339954
chr1	8000000	8010000	chr1	8250000	8260000	0.16604612512640138	2.111212657236631
chr1	8030000	8040000	chr1	8210000	8220000	0.06284958833249843	3.6758347359905126
chr1	8470000	8480000	chr1	8850000	8860000	0.13427870461681823	2.111212657236631
chr1	8560000	8570000	chr1	8710000	8720000	0.16604612512640138	3.2
chr1	9280000	9290000	chr1	9470000	9480000	0.009769460317627723	2.599207668339954
chr1	9280000	9290000	chr1	9580000	9590000	0.1976478002230123	3.2
chr1	10500000	10510000	chr1	10780000	10790000	0.01505959108611445	2.111212657236631
chr1	10510000	10520000	chr1	10660000	10670000	0.07711731293848119	2.111212657236631
chr1	10510000	10520000	chr1	10860000	10870000	0.009769460317627723	2.111212657236631
chr1	11030000	11040000	chr1	11640000	11650000	0.04499919606912086	2.111212657236631
chr1	11240000	11250000	chr1	11640000	11650000	0.009941791904549555	2.111212657236631
chr1	12120000	12130000	chr1	12210000	12220000	0.010147971996738298	2.111212657236631
chr1	12310000	12320000	chr1	12630000	12640000	0.04226274836361779	5.198415336679908
chr1	12390000	12400000	chr1	12610000	12620000	0.049596636296719405	2.111212657236631
chr1	12470000	12480000	chr1	12610000	12620000	0.06284958833249843	2.599207668339954
chr1	13660000	13670000	chr1	13810000	13820000	0.12100697693622552	2.111212657236631
chr1	13660000	13670000	chr1	13950000	13960000	0.01898724698344709	2.111212657236631
chr1	13820000	13830000	chr1	13950000	13960000	0.13427870461681823	2.111212657236631
chr1	14000000	14010000	chr1	14540000	14550000	0.16604612512640138	2.111212657236631
chr1	14110000	14120000	chr1	14590000	14600000	0.1927357969467122	2.111212657236631
chr1	15130000	15140000	chr1	15290000	15300000	0.012889867954889823	2.111212657236631
chr1	15320000	15330000	chr1	15430000	15440000	0.1304981115661662	2.111212657236631
chr1	15590000	15600000	chr1	15730000	15740000	0.1409948824482155	2.111212657236631
chr1	15800000	15810000	chr1	16000000	16010000	0.009769460317627723	2.111212657236631
chr1	17500000	17510000	chr1	17600000	17610000	0.010147971996738298	2.111212657236631
chr1	17650000	17660000	chr1	18110000	18120000	0.04992262198305781	2.111212657236631
chr1	18590000	18600000	chr1	18820000	18830000	0.027893183748860295	2.111212657236631
chr1	18900000	18910000	chr1	19090000	19100000	0.009769460317627723	2.111212657236631
chr1	19240000	19250000	chr1	19650000	19660000	0.18665677186139962	2.111212657236631
chr1	19340000	19350000	chr1	19650000	19660000	0.012889867954889823	3.2
chr1	19760000	19770000	chr1	19870000	19880000	0.13427870461681823	2.111212657236631
chr1	19910000	19920000	chr1	20160000	20170000	0.18607168837757862	2.111212657236631
chr1	20210000	20220000	chr1	20490000	20500000	0.16419263221603972	2.111212657236631
chr1	20520000	20530000	chr1	20630000	20640000	0.18607168837757862	2.111212657236631
chr1	20700000	20710000	chr1	21190000	21200000	0.01150928088584561	3.6758347359905126
chr1	20990000	21000000	chr1	21170000	21180000	0.06685893529843381	3.2
chr1	21240000	21250000	chr1	21350000	21360000	0.005652787597298925	2.111212657236631
chr1	22120000	22130000	chr1	22400000	22410000	0.18607168837757862	3.6758347359905126
chr1	22420000	22430000	chr1	22630000	22640000	0.0180649634598935	2.599207668339954
chr1	22680000	22690000	chr1	22930000	22940000	0.19868574653406973	2.111212657236631
chr1	22700000	22710000	chr1	22880000	22890000	0.027512462213224644	2.599207668339954
chr1	23090000	23100000	chr1	23180000	23190000	0.03902900128463402	2.111212657236631
chr1	23530000	23540000	chr1	23640000	23650000	0.01895900436223341	2.599207668339954
chr1	24190000	24200000	chr1	24390000	24400000	0.02024974280101517	2.599207668339954
chr1	24190000	24200000	chr1	24610000	24620000	0.13817470738302046	4.222425314473262
chr1	24680000	24690000	chr1	24830000	24840000	0.00817651930959773	2.111212657236631
chr1	24850000	24860000	chr1	25200000	25210000	0.03980618643948047	2.111212657236631
chr1	25600000	25610000	chr1	25790000	25800000	0.022547743178245424	3.2
chr1	25830000	25840000	chr1	25990000	26000000	0.18607168837757862	2.111212657236631
chr1	25890000	25900000	chr1	26000000	26010000	0.11545862160901448	2.111212657236631
chr1	26600000	26610000	chr1	26780000	26790000	0.01150928088584561	2.111212657236631
chr1	27040000	27050000	chr1	27280000	27290000	0.18607168837757862	2.111212657236631
chr1	27100000	27110000	chr1	27280000	27290000	0.0942080995704783	2.111212657236631
chr1	27300000	27310000	chr1	27380000	27390000	0.15974674517805923	2.111212657236631
chr1	27310000	27320000	chr1	27660000	27670000	0.0300135054381271	2.111212657236631
chr1	27390000	27400000	chr1	27600000	27610000	0.13665847078429957	2.111212657236631
chr1	28400000	28410000	chr1	28590000	28600000	0.16146758999971547	2.599207668339954
chr1	28510000	28520000	chr1	28590000	28600000	0.19303934180143603	2.111212657236631
chr1	28790000	28800000	chr1	29030000	29040000	0.18607168837757862	2.111212657236631
chr1	28880000	28890000	chr1	29030000	29040000	0.009062469202765122	2.111212657236631
chr1	28880000	28890000	chr1	29190000	29200000	0.001253840865945155	2.111212657236631
chr1	29240000	29250000	chr1	30700000	30710000	0.03980618643948047	2.111212657236631
chr1	29320000	29330000	chr1	30370000	30380000	0.18607168837757862	2.111212657236631
chr1	30790000	30800000	chr1	30910000	30920000	0.0008720472565326709	2.111212657236631
chr1	31170000	31180000	chr1	31420000	31430000	0.11545862160901448	2.111212657236631
chr1	31180000	31190000	chr1	31330000	31340000	0.05364851612333255	2.111212657236631
chr1	31200000	31210000	chr1	31540000	31550000	0.14484067012796892	2.599207668339954
chr1	31660000	31670000	chr1	31960000	31970000	0.15974674517805923	2.111212657236631
