chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	2190000	2200000	chr1	2380000	2390000	0.02570495325277862	2.111212657236631
chr1	2810000	2820000	chr1	3420000	3430000	0.02799967883244115	2.111212657236631
chr1	3010000	3020000	chr1	3410000	3420000	0.01924513760175589	2.111212657236631
chr1	3050000	3060000	chr1	3280000	3290000	0.16235542522849666	3.2
chr1	3480000	3490000	chr1	3620000	3630000	0.049206214418038324	2.599207668339954
chr1	5630000	5640000	chr1	5750000	5760000	0.16235542522849666	2.111212657236631
chr1	6040000	6050000	chr1	6220000	6230000	0.18584233122118174	3.2
chr1	6250000	6260000	chr1	6340000	6350000	0.08411892942039306	2.111212657236631
chr1	6480000	6490000	chr1	6650000	6660000	0.18584233122118174	2.111212657236631
chr1	6720000	6730000	chr1	7070000	7080000	0.19997166156360346	2.599207668339954
chr1	6720000	6730000	chr1	7210000	7220000	0.03699435498278259	2.111212657236631
chr1	8000000	8010000	chr1	8310000	8320000	0.01924513760175589	4.222425314473262
chr1	8030000	8040000	chr1	8240000	8250000	0.12927829359394694	2.599207668339954
chr1	8920000	8930000	chr1	9090000	9100000	0.10154930109668413	2.111212657236631
chr1	9270000	9280000	chr1	9480000	9490000	0.02570495325277862	2.111212657236631
chr1	10500000	10510000	chr1	10940000	10950000	0.04311620710203999	2.111212657236631
chr1	10510000	10520000	chr1	10860000	10870000	0.01924513760175589	2.111212657236631
chr1	10520000	10530000	chr1	10680000	10690000	0.07418980613466639	2.111212657236631
chr1	11040000	11050000	chr1	11640000	11650000	0.10111020695510695	3.2
chr1	11240000	11250000	chr1	11640000	11650000	0.04758776414747272	2.111212657236631
chr1	11360000	11370000	chr1	11620000	11630000	0.16235542522849666	2.111212657236631
chr1	12110000	12120000	chr1	12660000	12670000	0.09550522113371035	2.111212657236631
chr1	12120000	12130000	chr1	12200000	12210000	0.02799967883244115	2.111212657236631
chr1	12290000	12300000	chr1	12640000	12650000	0.02108594676316898	4.222425314473262
