target_id	gene_name	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval
ENSG00000160408.14	ST6GALNAC6	13	37.1112110757293	1.80495740771789e-54	3.52796974912539e-50
ENSG00000144802.11	NFKBIZ	9	50.7824331787432	2.99812184978982e-25	2.93006448379959e-21
ENSG00000168675.18	LDLRAD4	17	71.7400105795231	2.5919392910929e-23	1.68873484612339e-19
ENSG00000130675.15	MNX1	3	9.95575763121715	6.44942461728771e-18	3.15151133923764e-14
ENSG00000127863.15	TNFRSF19	5	26.7522425226704	1.88992949102722e-16	7.38811236632362e-13
ENSG00000115641.19	FHL2	10	47.7333514626722	1.0946519575209e-15	3.56601119361724e-12
ENSG00000160789.20	LMNA	20	92.8056015500287	6.72838222220591e-15	1.87875655593195e-11
ENSG00000052749.14	RRP12	11	31.5664742428467	2.62062204352039e-14	6.4028348078312e-11
ENSG00000187210.14	GCNT1	6	30.4975165992448	7.80795534348019e-14	1.69571439048515e-10
ENSG00000135063.19	FAM189A2	8	43.2279792793866	2.60023852593797e-13	5.08242622279835e-10
ENSG00000004799.8	PDK4	5	26.51125096539	4.96551859448405e-12	8.82327513161685e-09
ENSG00000080298.15	RFX3	11	51.4225973424953	2.7556855829545e-11	4.48855253370239e-08
ENSG00000182718.16	ANXA2	23	96.4760404607798	4.70650330853943e-11	7.07640874374705e-08
ENSG00000135480.16	KRT7	11	24.3793251433837	5.67148806042605e-10	7.91820754493482e-07
ENSG00000121440.15	PDZRN3	12	62.3746161330067	7.33490682152792e-10	8.96050554584905e-07
ENSG00000142178.9	SIK1	5	23.9828061807175	7.09079045977811e-10	8.96050554584905e-07
ENSG00000170345.10	FOS	7	54.6804030843547	2.4292349999561e-09	2.79304866524364e-06
ENSG00000175356.13	SCUBE2	11	43.5732685318144	7.97093152433402e-09	8.65554597636848e-06
ENSG00000187678.9	SPRY4	5	22.2831938203873	1.03101433861661e-08	1.0606424348737e-05
ENSG00000135678.12	CPM	9	33.7108288396499	1.39805276021197e-08	1.36631696255516e-05
ENSG00000168824.14	NSG1	6	15.4724506598665	6.15013327723011e-08	5.72430976365427e-05
ENSG00000118515.11	SGK1	14	49.6135050790687	6.93845690511701e-08	6.16450357579168e-05
ENSG00000182985.17	CADM1	18	81.5583462384275	9.17913902570211e-08	7.80067179984232e-05
ENSG00000134294.14	SLC38A2	11	58.5273214129144	1.27577058251419e-07	0.00010390088252426
ENSG00000176597.12	B3GNT5	7	25.6863066953379	2.78931396337821e-07	0.000218079722912762
ENSG00000025423.11	HSD17B6	6	19.1082828347824	3.07463684456064e-07	0.000231141737553009
ENSG00000115738.10	ID2	4	22.6377437144863	3.30327839344835e-07	0.000239132886956821
ENSG00000141576.16	RNF157	8	26.1834010218474	4.4812153736313e-07	0.000312820841760705
ENSG00000205710.4	C17orf107	2	9.88751912118219	5.76861873718794e-07	0.000388804902886467
ENSG00000166927.13	MS4A7	8	36.2376276689114	6.45857493845753e-07	0.000420797685823637
ENSG00000184588.18	PDE4B	10	40.5498320153557	7.88620433141378e-07	0.000497237902780045
ENSG00000013588.8	GPRC5A	6	22.3034023667583	8.59181634778801e-07	0.000520855927226164
ENSG00000042753.11	AP2S1	8	30.6789528559474	8.79374071342649e-07	0.000520855927226164
ENSG00000144331.20	ZNF385B	9	34.4531047351497	9.22241485962487e-07	0.000530180355430081
ENSG00000108375.12	RNF43	8	36.304855488806	1.31268346679143e-06	0.000733077458340152
ENSG00000198542.14	ITGBL1	5	20.5614633164655	1.37616365050484e-06	0.00074718040868799
ENSG00000012660.14	ELOVL5	5	29.3910555058073	1.67259381520131e-06	0.000860329439787495
ENSG00000135596.18	MICAL1	7	29.118196525521	1.6556511727769e-06	0.000860329439787495
ENSG00000105835.12	NAMPT	12	69.1955835461013	1.74675651265592e-06	0.000875438533240325
ENSG00000181666.18	ZNF875	23	105.898736036219	1.93359281953229e-06	0.000944850131264456
ENSG00000154122.14	ANKH	9	56.670621180169	2.51634491284325e-06	0.0011996214064984
