target_id	gene_name	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval
ENSG00000042753.11	AP2S1	8	30.6789528559474	8.79374071342649e-07	0.00117572313338512
ENSG00000181666.18	ZNF875	23	105.898736036219	1.93359281953229e-06	0.00129260679985734
ENSG00000179820.16	MYADM	7	28.5178160958745	0.000202006803206671	0.0721677758900021
ENSG00000186526.13	CYP4F8	7	22.0056501948854	0.000215909576335085	0.0721677758900021
ENSG00000171223.6	JUNB	1	9.61561791263315	0.000456968241426301	0.122193307757393
ENSG00000087074.8	PPP1R15A	2	13.1516022480061	0.000645120993915314	0.143754461477462
ENSG00000129451.12	KLK10	4	9.78454332342232	0.00250768125410145	0.436037711669041
ENSG00000125740.14	FOSB	12	57.7137754020136	0.00260905137872276	0.436037711669041
ENSG00000064666.15	CNN2	12	45.8243701925064	0.00298206331819851	0.443002072936823
ENSG00000131401.11	NAPSB	3	8.5032695591895	0.00333542193114828	0.445945912194525
ENSG00000129946.10	SHC2	6	30.0234788859835	0.00469155586505017	0.522717515964339
ENSG00000269711.1	AC008763.3	1	1.98144110115684	0.00458277753666237	0.522717515964339
ENSG00000167772.12	ANGPTL4	3	8.80845213079951	0.00564427628305952	0.538327197899062
ENSG00000065989.16	PDE4A	5	15.384649794471	0.00616444515916423	0.538327197899062
ENSG00000062822.14	POLD1	6	16.2936982661962	0.00651108270439665	0.538327197899062
ENSG00000198093.11	ZNF649	7	40.8542597486093	0.00681882626050165	0.538327197899062
ENSG00000269374.1	AC011497.2	1	4.43645554619919	0.00732283079827363	0.538327197899062
ENSG00000105371.10	ICAM4	3	6.58431226917351	0.0074145639741493	0.538327197899062
ENSG00000128016.7	ZFP36	3	22.5707262700678	0.00765012472706221	0.538327197899062
ENSG00000237440.9	ZNF737	5	27.8738873541442	0.00943890732487098	0.579749578122955
ENSG00000256683.7	ZNF350	9	42.9721865076359	0.00958975731786432	0.579749578122955
ENSG00000007047.15	MARK4	10	40.2777090422932	0.00992670156694824	0.579749578122955
ENSG00000176293.19	ZNF135	6	23.3664526836662	0.00997325377474044	0.579749578122955
ENSG00000105398.4	SULT2A1	1	3.8127781310153	0.0147593034172145	0.760957836115581
ENSG00000141934.10	PLPP2	5	20.0663028901008	0.0152667378888577	0.760957836115581
ENSG00000065717.15	TLE2	11	34.8316528405914	0.0153259716764413	0.760957836115581
ENSG00000074181.9	NOTCH3	5	25.04750905583	0.015367136555812	0.760957836115581
ENSG00000105643.10	ARRDC2	5	21.4760000754777	0.0174299224951395	0.781566820601818
ENSG00000105357.18	MYH14	5	19.3732982917449	0.0174361499139065	0.781566820601818
ENSG00000173976.15	RAX2	1	1.84102415208079	0.0178408138232257	0.781566820601818
ENSG00000198858.10	R3HDM4	8	29.3620038308163	0.0181215941949561	0.781566820601818
ENSG00000198182.13	ZNF607	3	15.9312593564926	0.0187078824737192	0.78163871460508
ENSG00000006638.12	TBXA2R	1	3.00305034860513	0.0202555224629574	0.792092493196912
ENSG00000039650.12	PNKP	18	59.7165116307564	0.0206869900472428	0.792092493196912
ENSG00000123870.10	ZNF137P	2	9.09455715964234	0.020735405581071	0.792092493196912
ENSG00000183186.8	C2CD4C	1	3.74815024676285	0.0224523144344791	0.812496136931903
ENSG00000171051.8	FPR1	4	10.9678485504167	0.0224849342307258	0.812496136931903
ENSG00000105656.13	ELL	5	17.9391618762796	0.0264719651854714	0.90792223532918
ENSG00000204920.11	ZNF155	5	20.0905367039336	0.028311694280812	0.90792223532918
ENSG00000167565.13	SERTAD3	4	16.8933293180159	0.0286497530534162	0.90792223532918
ENSG00000169035.12	KLK7	1	2.08535140134879	0.0293417686491313	0.90792223532918
ENSG00000104879.5	CKM	1	4.34853956832017	0.0297649891995413	0.90792223532918
ENSG00000105552.15	BCAT2	9	33.5866447693203	0.0306138820591431	0.90792223532918
ENSG00000105376.5	ICAM5	1	2.23458731277979	0.031045275700668	0.90792223532918
ENSG00000279966.2	AC008626.2	1	2.32362307447605	0.0313225745036798	0.90792223532918
ENSG00000161551.14	ZNF577	14	66.6031748919216	0.031451155283302	0.90792223532918
ENSG00000177025.3	C19orf18	1	4.92473845778702	0.0319164884521103	0.90792223532918
ENSG00000167470.12	MIDN	5	20.2475816785062	0.0338933639361003	0.944071407970128
ENSG00000269332.5	GOLGA2P9	1	1.9244328756272	0.0368747558442244	0.992874633530699
ENSG00000105641.4	SLC5A5	1	4.00134972830149	0.0372663527933301	0.992874633530699
ENSG00000168661.14	ZNF30	5	19.6341703084403	0.0399259570657523	0.992874633530699
ENSG00000198597.9	ZNF536	4	12.5788862937452	0.0405772473882077	0.992874633530699
ENSG00000142552.8	RCN3	2	8.0284468123396	0.0411410757926057	0.992874633530699
ENSG00000196961.12	AP2A1	6	25.0377902996352	0.0423263607112686	0.992874633530699
ENSG00000130479.11	MAP1S	11	27.0960335460685	0.0439360417377369	0.992874633530699
ENSG00000105664.11	COMP	3	9.79578244662912	0.0438676817905364	0.992874633530699
ENSG00000090924.15	PLEKHG2	9	35.1232859410901	0.0439372952237191	0.992874633530699
ENSG00000099622.14	CIRBP	22	82.3214244429406	0.0448649372449005	0.992874633530699
ENSG00000099860.9	GADD45B	5	23.6922184246034	0.0460045648666492	0.992874633530699
ENSG00000130734.10	ATG4D	9	29.9539482643573	0.0457632946556633	0.992874633530699
ENSG00000160888.7	IER2	2	14.9803016440002	0.0460420548084543	0.992874633530699
ENSG00000127528.5	KLF2	2	10.4173300691132	0.0459470557517328	0.992874633530699
ENSG00000105609.17	LILRB5	1	4.84249603075238	0.0477432437503974	0.999828459195453
ENSG00000167604.14	NFKBID	8	21.4009134088636	0.0510817178957796	0.999828459195453
ENSG00000197019.5	SERTAD1	1	6.63966343660363	0.0521334577259358	0.999828459195453
ENSG00000161298.18	ZNF382	7	26.8838097698723	0.0529941849850395	0.999828459195453
ENSG00000177464.5	GPR4	1	4.75860530385578	0.052692929050652	0.999828459195453
ENSG00000127616.18	SMARCA4	32	128.642912309089	0.0533525798641587	0.999828459195453
ENSG00000179954.16	SSC5D	3	13.3235599920167	0.0556688740012324	0.999828459195453
ENSG00000171049.9	FPR2	2	3.45871301117225	0.0584029104454578	0.999828459195453
ENSG00000282416.1	AC092299.1	1	2.76683988505871	0.0589703744995826	0.999828459195453
ENSG00000130300.9	PLVAP	1	6.90088979890388	0.060128027851206	0.999828459195453
ENSG00000118046.16	STK11	7	28.3087983193364	0.061062923073948	0.999828459195453
ENSG00000171017.11	LRRC8E	5	15.0668034178931	0.060767711698538	0.999828459195453
ENSG00000188223.9	AD000671.1	1	1.40763559750836	0.0617812854161618	0.999828459195453
ENSG00000282458.1	WASH5P	6	34.5756890468754	0.860135375756439	0.999828459195453
ENSG00000267310.2	OR4G1P	1	1.78947573484043	0.112756154559426	0.999828459195453
ENSG00000176695.8	OR4F17	1	7.50720277174643	0.620858295826721	0.999828459195453
ENSG00000281379.2	SEPTIN14P19	3	9.3780438873214	0.114689494515948	0.999828459195453
ENSG00000282339.1	AC010507.2	1	3.32996825652805	0.503070103875582	0.999828459195453
ENSG00000105556.11	MIER2	7	26.5963831926912	0.547241196189363	0.999828459195453
ENSG00000105549.11	THEG	2	6.20195914343194	0.719908399746369	0.999828459195453
ENSG00000141933.9	TPGS1	2	9.6165104285956	0.922615655431823	0.999828459195453
ENSG00000099804.9	CDC34	6	25.292611384663	0.38169164043992	0.999828459195453
ENSG00000197540.8	GZMM	1	2.74082396097179	0.568135216913814	0.999828459195453
ENSG00000172270.20	BSG	11	40.3804435600477	0.493685219801498	0.999828459195453
ENSG00000099822.3	HCN2	1	3.26322845555607	0.0800559664079571	0.999828459195453
ENSG00000099821.14	POLRMT	6	23.1428667320052	0.526799575143586	0.999828459195453
ENSG00000070388.11	FGF22	2	3.94175255455581	0.812286036859951	0.999828459195453
ENSG00000070423.18	RNF126	7	27.5243920544537	0.59973899943619	0.999828459195453
ENSG00000070404.10	FSTL3	3	12.5552927095102	0.292165828195842	0.999828459195453
ENSG00000099864.18	PALM	9	32.0089498100883	0.764991480880399	0.999828459195453
ENSG00000099812.9	MISP	2	8.05584428999527	0.769072565326549	0.999828459195453
ENSG00000011304.20	PTBP1	18	72.4892135843964	0.888613984597726	0.999828459195453
ENSG00000175221.15	MED16	10	35.2608529627222	0.880623236803581	0.999828459195453
ENSG00000116017.11	ARID3A	4	13.8064816055613	0.66152267221989	0.999828459195453
ENSG00000065268.10	WDR18	8	21.8724478466206	0.0921546821136976	0.999828459195453
ENSG00000182087.14	TMEM259	11	44.8176180842714	0.635432219234603	0.999828459195453
ENSG00000064687.13	ABCA7	4	7.96827279105166	0.989682935161193	0.999828459195453
ENSG00000180448.10	AC004151.1	10	28.7747369998989	0.134798323544938	0.999828459195453
ENSG00000099817.12	POLR2E	13	44.1466747631654	0.584764197913095	0.999828459195453
ENSG00000167468.17	GPX4	10	37.0741609006248	0.955127132516059	0.999828459195453
ENSG00000064932.16	SBNO2	9	31.3368071597578	0.243837196419798	0.999828459195453
ENSG00000099625.13	CBARP	2	4.15932885798026	0.525654857432893	0.999828459195453
ENSG00000099624.8	ATP5F1D	6	26.4605942074885	0.625828933291059	0.999828459195453
ENSG00000228300.14	FAM174C	5	16.6792722313846	0.678838111597808	0.999828459195453
ENSG00000099617.4	EFNA2	1	2.88621196374571	0.153039155347416	0.999828459195453
ENSG00000160953.16	PWWP3A	12	49.9117391458326	0.728732573711699	0.999828459195453
ENSG00000115286.20	NDUFS7	12	36.528328614504	0.266900856085848	0.999828459195453
ENSG00000130005.13	GAMT	4	10.8920126207605	0.937980278109569	0.999828459195453
ENSG00000071626.16	DAZAP1	11	51.7658211012722	0.807083035204049	0.999828459195453
ENSG00000115268.9	RPS15	11	41.0074233782846	0.558467401201241	0.999828459195453
ENSG00000115266.11	APC2	2	4.53789410033863	0.657623565195376	0.999828459195453
ENSG00000119559.16	C19orf25	11	37.1230455667282	0.0824844864567156	0.999828459195453
ENSG00000115257.15	PCSK4	2	4.44218410478322	0.8438039289544	0.999828459195453
ENSG00000115255.11	REEP6	3	12.4617081839317	0.900394887803498	0.999828459195453
ENSG00000185761.11	ADAMTSL5	1	4.16597317939042	0.558116804830342	0.999828459195453
ENSG00000185988.15	PLK5	1	4.54851526322219	0.801693346024443	0.999828459195453
ENSG00000181588.16	MEX3D	2	13.1243939058608	0.642526677498003	0.999828459195453
ENSG00000071655.18	MBD3	9	37.8186305965761	0.645236173163815	0.999828459195453
ENSG00000267059.2	AC005943.1	1	6.69333061642976	0.961398906388835	0.999828459195453
ENSG00000127540.12	UQCR11	5	23.9650653833848	0.608616926372613	0.999828459195453
ENSG00000071564.16	TCF3	13	47.0005696014695	0.952824650154033	0.999828459195453
ENSG00000130270.16	ATP8B3	3	8.70914918619513	0.638477051070623	0.999828459195453
ENSG00000079313.15	REXO1	5	21.0075948653716	0.499779298733732	0.999828459195453
ENSG00000129911.9	KLF16	1	6.2023062798032	0.213359219364654	0.999828459195453
ENSG00000129968.15	ABHD17A	6	28.5307565465235	0.511888463218443	0.999828459195453
ENSG00000227500.10	SCAMP4	12	43.7686301436336	0.953721377817778	0.999828459195453
ENSG00000213638.6	ADAT3	2	7.27809894042792	0.196264744773588	0.999828459195453
ENSG00000133275.16	CSNK1G2	9	33.8365293166941	0.702887228170056	0.999828459195453
ENSG00000133243.10	BTBD2	7	23.3973212996821	0.737762660755265	0.999828459195453
ENSG00000275468.1	AC004678.1	1	1.99645969497261	0.867284371373071	0.999828459195453
ENSG00000099875.14	MKNK2	11	41.7139006536971	0.422052725234099	0.999828459195453
ENSG00000172081.14	MOB3A	6	19.9543463196594	0.979728436718106	0.999828459195453
ENSG00000099840.13	IZUMO4	6	16.1110932623351	0.58412940186692	0.999828459195453
ENSG00000065000.18	AP3D1	11	44.5007050877872	0.815483790130175	0.999828459195453
ENSG00000104885.18	DOT1L	8	28.8802173450448	0.980716956420264	0.999828459195453
ENSG00000104886.12	PLEKHJ1	4	14.7320119445623	0.804015969380675	0.999828459195453
ENSG00000104897.10	SF3A2	7	26.9868134488597	0.895522493305347	0.999828459195453
ENSG00000104899.8	AMH	2	4.84943035555645	0.760770444361331	0.999828459195453
ENSG00000167476.10	JSRP1	1	1.3604796125903	0.10363745057946	0.999828459195453
ENSG00000104904.12	OAZ1	10	50.0415592850584	0.21019972573257	0.999828459195453
ENSG00000188305.6	PEAK3	1	2.82752530555734	0.947861591239428	0.999828459195453
ENSG00000220008.3	LINGO3	1	2.57911824830917	0.654363797807048	0.999828459195453
ENSG00000130332.15	LSM7	7	28.309870922206	0.820628458713559	0.999828459195453
ENSG00000005206.17	SPPL2B	11	43.0701711832866	0.788836611002221	0.999828459195453
ENSG00000099800.8	TIMM13	2	12.7292305536438	0.995798826958653	0.999828459195453
ENSG00000176619.13	LMNB2	4	14.6143122986522	0.652409514103024	0.999828459195453
ENSG00000176533.13	GNG7	2	8.5362881327076	0.732068427432742	0.999828459195453
ENSG00000176490.5	DIRAS1	1	5.54935654365069	0.27879858714473	0.999828459195453
ENSG00000267001.1	AC006538.2	1	3.31979976696332	0.581561102882879	0.999828459195453
ENSG00000141873.11	SLC39A3	6	23.5087884180182	0.807311611072656	0.999828459195453
ENSG00000104969.10	SGTA	5	21.1691979258118	0.912403603819676	0.999828459195453
ENSG00000172009.15	THOP1	8	36.6374678426952	0.904387003650695	0.999828459195453
ENSG00000172006.12	ZNF554	3	12.4766786545076	0.836811893647834	0.999828459195453
ENSG00000186300.12	ZNF555	3	13.6929557363365	0.833121428850539	0.999828459195453
ENSG00000172000.7	ZNF556	1	5.2803079259097	0.570505103157507	0.999828459195453
ENSG00000171970.13	ZNF57	4	11.6192642805235	0.868813009525585	0.999828459195453
ENSG00000175691.9	ZNF77	2	8.34826384224922	0.81547870209279	0.999828459195453
ENSG00000104953.20	TLE6	1	1.17316758897451	0.0974637292798206	0.999828459195453
ENSG00000104964.14	TLE5	9	47.5248894536495	0.398414352961409	0.999828459195453
ENSG00000088256.9	GNA11	6	25.0907507858915	0.232587819764186	0.999828459195453
ENSG00000125912.11	NCLN	5	25.2540977102697	0.82248739166403	0.999828459195453
ENSG00000161082.13	CELF5	3	8.044461761674	0.582379606885712	0.999828459195453
ENSG00000141905.19	NFIC	11	54.2036168069805	0.816647588141534	0.999828459195453
ENSG00000105325.14	FZR1	9	37.962568416882	0.516198980883094	0.999828459195453
ENSG00000161091.13	MFSD12	11	41.0274601592414	0.970370433666016	0.999828459195453
ENSG00000183397.5	C19orf71	1	3.68733816229381	0.643208215740548	0.999828459195453
ENSG00000064961.19	HMG20B	11	39.7728839082848	0.542477036606036	0.999828459195453
ENSG00000105298.14	CACTIN	8	26.0520382039676	0.47628560653974	0.999828459195453
ENSG00000186111.9	PIP5K1C	6	28.1474390449077	0.537359966390311	0.999828459195453
ENSG00000105289.15	TJP3	6	18.2059720274381	0.494444902144231	0.999828459195453
ENSG00000011132.12	APBA3	6	22.6131820997436	0.689639894203594	0.999828459195453
ENSG00000183617.5	MRPL54	1	6.92838202168339	0.638560025518141	0.999828459195453
ENSG00000007264.15	MATK	6	16.5191602823086	0.961611325412362	0.999828459195453
ENSG00000105278.11	ZFR2	1	4.1809308295528	0.713891715755072	0.999828459195453
ENSG00000167654.18	ATCAY	1	5.46136263107987	0.225182752683613	0.999828459195453
ENSG00000167657.14	DAPK3	6	25.448920204568	0.129871323310376	0.999828459195453
ENSG00000167658.16	EEF2	7	39.9055084612208	0.209180211554848	0.999828459195453
ENSG00000105229.7	PIAS4	6	20.9945186031065	0.256580867618407	0.999828459195453
ENSG00000178951.9	ZBTB7A	2	13.0867386985141	0.504580860546765	0.999828459195453
