chr	pos	w	left_type	right_type	Persistence
chr1	40000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32		gap	30
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	1080000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1320000	3	domain	domain	1
chr1	1480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1920000	3	domain	domain	1
chr1	2080000	6,7	domain	boundary,domain	2
chr1	2160000	3,4,5,6,9	boundary,domain	domain	5
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	3040000	3,4,5	domain	domain	3
chr1	3280000	3	domain	domain	1
chr1	3440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16	domain	boundary,domain	14
chr1	3880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	domain	domain	25
chr1	4200000	3	domain	domain	1
chr1	4640000	3,4,5,6,7,8,9,10,11	domain	domain	9
chr1	4840000	3	domain	domain	1
chr1	5160000	3,4	domain	domain	2
chr1	5480000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	5760000	3	domain	domain	1
chr1	6000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	6240000	3,4,5,6,8,9,14,15,16	boundary,domain	boundary,domain	9
chr1	6360000	7	domain	boundary	1
chr1	6480000	3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,25,26,27	boundary	domain	23
chr1	7240000	3,4	domain	domain	2
chr1	7680000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	boundary	13
chr1	7800000	13,17,18	boundary,domain	boundary	3
chr1	7960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8560000	13	boundary	domain	1
chr1	8720000	3	domain	domain	1
chr1	8880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	9120000	9,13,14,17,18,23,24,27,28,29,32	boundary,domain	boundary,domain	11
chr1	9240000	3,4,5,6,7,8,13,16,17,20,30,31	boundary,domain	boundary,domain	12
chr1	9600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	9880000	3,6,7,8,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	25
chr1	10200000	19,20,22,23,25,26,27,28	boundary,domain	boundary	8
chr1	10440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	11000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	11240000	3,4,5,6,7,8,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	23
chr1	11640000	3,4,5,6,7	domain	boundary,domain	5
chr1	11760000	3,5,6,8,9,10,11,18,19	boundary,domain	boundary,domain	9
chr1	12040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	boundary,domain	18
chr1	12240000	3,4,5,6,7,8,9,10	boundary,domain	domain	8
chr1	12840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	13360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	13640000	3,4,6	domain	domain	3
chr1	13840000	3	domain	domain	1
chr1	14000000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	domain	13
chr1	15120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	15320000	3,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	boundary,domain	boundary,domain	23
chr1	15520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	15760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	boundary,domain	domain	15
chr1	16040000	3,4,5,6,7,8,9,10	domain	domain	8
chr1	16240000	3,4,5	domain	domain	3
chr1	16480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	16880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	17120000	3	domain	domain	1
chr1	17440000	3,4,5,6,7,8,9,10,11,12,13	domain	domain	11
chr1	17680000	3,4,5,6,7,8,9,10,11,12,14	domain	domain	11
chr1	18600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23,31	domain	boundary,domain	19
chr1	18880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	19120000	3,4,5,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	28
chr1	19240000	3,4,5,6,7,8,9,20,30	boundary	domain	9
chr1	19720000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	19880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	27
chr1	20200000	3,4,5,6,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	16
chr1	20520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	28
chr1	20640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26	boundary,domain	domain	23
chr1	21200000	3,4,5,6,7,8,9,10,11,12,13	domain	domain	11
chr1	21400000	3,4	domain	domain	2
chr1	21680000	3,4,5,6	domain	domain	4
chr1	21960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	22000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	22400000	3,4,5,6	domain	domain	4
chr1	22640000	3,4,5,6,7	domain	domain	5
chr1	22960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	domain	domain	22
chr1	23320000	3,4,5,7,8,9,10,12,13,14,15,17,18	boundary,domain	boundary,domain	13
chr1	23520000	3,4,5,6,7,8,10,11,12,13,19,20,22,24,26,27,28,29,30,31,32	boundary	boundary	21
chr1	23720000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	24040000	3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	boundary,domain	boundary,domain	23
chr1	24160000	5	domain	domain	1
chr1	24400000	3,4,5,6,13,14,15,16,17,18,19,20	boundary,domain	domain	12
chr1	24640000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	domain	13
chr1	24840000	3,4,5,6,7,8,9	domain	domain	7
chr1	25280000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	25400000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	25840000	3,4,5,6,7,8,9,10	domain	boundary,domain	8
chr1	25920000	10	boundary	boundary	1
chr1	26040000	3,4,5,6,7,8,9,10,11,12,13,14,15	boundary,domain	boundary,domain	13
chr1	26160000	12,14,18	boundary,domain	boundary	3
chr1	26240000	3,13,14,16	boundary,domain	boundary,domain	4
chr1	26480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	boundary,domain	boundary,domain	24
chr1	26800000	3	domain	domain	1
chr1	26920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	27280000	3,4,5,6,7,8,17,18,22	boundary,domain	boundary,domain	9
chr1	27400000	20,21,22,24,25,26,27,28,29,32	boundary	boundary,domain	10
chr1	27800000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary	30
chr1	28000000	3,12,13,14	boundary,domain	boundary,domain	4
chr1	28240000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	28520000	17,18	boundary	boundary	2
chr1	28640000	4,5,6,7,8,9,10,11,12,15,16,17,18,19,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	24
chr1	28760000	9,20,21,22,23,24	boundary,domain	boundary,domain	6
chr1	28880000	3,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	boundary,domain	boundary,domain	19
chr1	29240000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	30720000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	30920000	3,4,5,10,11,12,13,14,15,16,17,19,20,21,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	24
chr1	31120000	4,5,6,7,8,9,10,11,12,14,15,16,19	domain	domain	13
chr1	31440000	9,10,12,14	domain	boundary	4
chr1	31560000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	27
chr1	31640000	5,6,9,10,12,13,14,16,18,21,22	boundary	boundary,domain	11
chr1	31800000	3,4,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	19
chr1	32040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,23,24,25,26,29,30,32	domain	domain	24
chr1	32160000	4,11,12,13,20,21,22,23,27,28,29,30,31	boundary,domain	boundary,domain	13
chr1	32400000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	32640000	3	domain	domain	1
chr1	32880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	33160000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32	domain	domain	29
chr1	33480000	3,4,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	24
chr1	33600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	boundary	domain	15
chr1	34160000	4,5,6	domain	domain	3
chr1	34440000	3	domain	domain	1
chr1	34800000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	domain	30
chr1	35320000	27,28,29,30,31	boundary	domain	5
chr1	35400000	4,5	domain	domain	2
chr1	35600000	3	domain	domain	1
chr1	35840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24	domain	boundary,domain	20
chr1	36080000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	36320000	3	domain	domain	1
chr1	36480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	37080000	3	domain	domain	1
chr1	37440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	domain	21
chr1	37760000	3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	domain	domain	27
chr1	37880000	8,12	domain	boundary	2
chr1	38000000	3,4,5,6,7,8,9,10,11,12,13,14,15	boundary,domain	domain	13
chr1	38880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,26,28,29,30,31,32	domain	boundary,domain	27
chr1	39000000	3,4,5,7,10,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	15
chr1	39280000	4	domain	domain	1
chr1	39600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary	30
chr1	39760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	40040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	40440000	4,5,6	domain	boundary,domain	3
chr1	40560000	3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	40840000	3,10,11,12,13,14,15,28,29,30	boundary,domain	boundary,domain	10
