chr	pos	w	left_type	right_type	Persistence
chr1	40000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32		gap	30
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1080000	3,4	domain	domain	2
chr1	1320000	3,4,5	domain	domain	3
chr1	1640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1920000	3	domain	domain	1
chr1	2160000	3,4,5,6,7,8	domain	domain	6
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	3040000	3,4,5	domain	domain	3
chr1	3440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16	domain	boundary,domain	14
chr1	3920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	boundary,domain	domain	26
chr1	4600000	3,4,5,6,7,8,9,10,11	domain	domain	9
chr1	4880000	3,4,5	domain	domain	3
chr1	5120000	3,4	domain	domain	2
chr1	5480000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	domain	13
chr1	5640000	20	domain	boundary	1
chr1	5760000	3,4	domain	domain	2
chr1	6000000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	6200000	3,5,10,11,13,21,22,24,27,28,29,30,31,32	boundary,domain	boundary,domain	14
chr1	6440000	4,5,6,7,10,11,13,15,16,17,18,19,20,21,22,23,24,25,26	boundary,domain	boundary,domain	19
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,17,18,25,27	boundary,domain	domain	16
chr1	7040000	3	domain	domain	1
chr1	7240000	3,4,5	domain	domain	3
chr1	7640000	3,4,5,6,7,8,9,10,11,12	domain	boundary,domain	10
chr1	7800000	9	boundary	boundary	1
chr1	7960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8560000	12,13,14,17	boundary	boundary,domain	4
chr1	8880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	9080000	11,12,13,14,21,22,23,24,25,26,30,31	boundary	boundary,domain	12
chr1	9200000	3,4,5,6,7,8,9,12,14,15,16,17,18,19,20,21,22,23,25,27,28,29,32	boundary	boundary	23
chr1	9520000	3,4,31	boundary,domain	boundary,domain	3
chr1	9600000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	9760000	3	domain	domain	1
chr1	10160000	4,5	domain	domain	2
chr1	10280000	32	boundary	boundary	1
chr1	10440000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	29
chr1	11000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	11280000	3,4,5,6,7,8,9,10,17,18,20,21,22,29,30,31,32	domain	domain	17
chr1	11640000	3,4,5,6,7,9	domain	boundary,domain	6
chr1	11840000	3,5,6,8,9,13,14,15,17	domain	boundary	9
chr1	12040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	boundary,domain	18
chr1	12240000	3,4,5,6,7,8,9,10	boundary	domain	8
chr1	12640000	3	domain	domain	1
chr1	12800000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	13360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	13640000	3,4,5,6	domain	domain	4
chr1	13840000	3,4	domain	domain	2
chr1	14000000	3,4,5,6,7,8,9,10,11,12,13,14	domain	domain	12
chr1	14600000	3,4	domain	domain	2
chr1	15080000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,32	domain	boundary,domain	25
chr1	15320000	3,4,9,10,11,12,13,14,15,16,17,18,20,21,22,23,25,28	boundary,domain	boundary,domain	18
chr1	15520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	15760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	boundary,domain	domain	15
chr1	16040000	4,5,6,7,8,9,10	domain	domain	7
chr1	16240000	3,4,5	domain	domain	3
chr1	16480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	16880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	17080000	3	domain	domain	1
chr1	17400000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	17680000	4,5,6	domain	domain	3
chr1	18080000	3,4	domain	domain	2
chr1	18600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16	domain	boundary,domain	14
chr1	18680000	10	boundary	domain	1
chr1	18880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	19120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	19760000	3,4,5,6,10,16,18,19,21,24,25,27,28,30,31	boundary,domain	boundary	15
chr1	19880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	20200000	4,5,6,7,20,21,22,23	boundary,domain	domain	8
chr1	20520000	3,4,5,6,7,11,12,13,17,18,19,20	domain	boundary,domain	12
chr1	20640000	3,4,5,6,7,8,9,10,11,12,13,14,15,17	boundary,domain	domain	14
chr1	21200000	3,4	domain	domain	2
chr1	21400000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	21440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	21680000	5	domain	domain	1
chr1	21960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	22000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	22400000	3,4,5,6,7	domain	domain	5
chr1	22680000	3,4,5,6	domain	domain	4
chr1	22960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	21
chr1	23280000	4,5,8,9,10,11,12,17	boundary,domain	boundary,domain	8
chr1	23360000	7,14,15,16	boundary,domain	boundary	4
chr1	23480000	4,5,6,7,8,9,10,11,12,13,17,18,19,20,22,23,24,25,26,32	boundary,domain	boundary,domain	20
chr1	23720000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary	boundary	30
chr1	23920000	29	boundary	domain	1
chr1	24040000	3,5,7,9,12,13,14,15,17,18,19,20,22,23,25,26	boundary,domain	boundary,domain	16
chr1	24120000	6,7,8,10,11,13,16	boundary,domain	domain	7
chr1	24200000	3,4,5	domain	domain	3
chr1	24400000	3,4,5,6,8,9,10,11,12,13,14,15,16,17,18	boundary,domain	domain	15
chr1	24640000	3,4,5,6,7,8,9,10,11,12,13,14	domain	domain	12
chr1	24840000	3,4,5,6,7,8,9	domain	domain	7
chr1	25280000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	25440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	25840000	3,4,5,6,7,8	domain	boundary,domain	6
chr1	26040000	3,4,6,7,8,9,10,11,12,13,14	domain	boundary,domain	11
chr1	26200000	12,13,15,16,18	domain	boundary	5
chr1	26480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	boundary,domain	boundary,domain	23
chr1	26800000	4	domain	domain	1
chr1	26920000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	27320000	3,4,5,6,7,8,9,14,15,16,17,18,20,21,22,27,28,32	boundary,domain	boundary,domain	18
chr1	27400000	3,4,5,6,8,9,10,11,12,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	25
chr1	27680000	3,4,5,6,7,8,9,10,11,12,13,14,15,21,23,24,25,26,27,29,30,31,32	boundary,domain	boundary,domain	23
chr1	27760000	16,17,18,19,20,21,22,25,26,27,29,30,31,32	boundary	boundary	14
chr1	27840000	15,17,20,22,25,27,28,29,30,31,32	boundary	boundary	11
chr1	28000000	3,13,14,16,19,21,24	boundary,domain	boundary,domain	7
chr1	28240000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	28520000	13,14,15,17	boundary,domain	boundary,domain	4
chr1	28680000	4,5,6,7,8,9,11,12,13,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	26
chr1	28760000	9,18,20	boundary	boundary,domain	3
chr1	28880000	3,27	boundary,domain	boundary,domain	2
chr1	29200000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary	domain	30
chr1	30720000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	30920000	3,4,5,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	26
chr1	31120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	domain	30
chr1	31400000	11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	22
chr1	31560000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,29,30	boundary,domain	boundary,domain	25
chr1	31840000	3,4,15,18	boundary,domain	boundary	4
chr1	32120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	32280000	13	boundary	boundary	1
chr1	32360000	3,4,5,6,7,8,9,10,11,13,14,15,17,18,19,20,21,22,24,25,26,28,29,30,31,32	boundary,domain	boundary,domain	26
chr1	32880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	33120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	33360000	30,31	boundary	domain	2
chr1	33480000	11,12,13,14,17,18,19,20,21,22,23,24,25,26,27,28,29,32	boundary	domain	18
chr1	33640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18	boundary,domain	domain	16
chr1	34160000	5,6,8	domain	domain	3
chr1	34840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	boundary,domain	boundary,domain	26
chr1	35000000	29,30,31,32	domain	domain	4
chr1	35320000	23,24,25,26	boundary	domain	4
chr1	35880000	4,5,6,7,8,9,10,11,12,13,14,15,17,23,25	boundary,domain	boundary,domain	15
chr1	36080000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,22	boundary,domain	boundary,domain	18
chr1	36320000	3,4	domain	domain	2
chr1	36480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	37200000	4	domain	domain	1
chr1	37440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24	domain	boundary,domain	21
chr1	37720000	3,4,5,6,7,8,9,10,13,14,17,18,19,20,21,22,23,24,25,26,27,28,29	boundary,domain	boundary,domain	23
chr1	38000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32	boundary,domain	domain	29
chr1	38240000	3,4	domain	domain	2
chr1	38880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	39000000	23,24	boundary	domain	2
chr1	39080000	3,4,5,28,31	boundary,domain	boundary,domain	5
chr1	39600000	3,4,5,6,7,8,9,10,11,20,21	domain	boundary	11
chr1	39760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	39920000	14	boundary	boundary	1
chr1	40040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	40360000	4	domain	domain	1
chr1	40440000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	40640000	4	boundary	domain	1
chr1	41000000	3,4,5,6,8,9,10,12,18,20,21,22,26,27,28,29,30,31,32	boundary,domain	boundary,domain	19
chr1	41240000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	41480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	boundary	domain	29
chr1	41800000	3	domain	domain	1
