chr	pos	w	left_type	right_type	Persistence
chr1	40000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32		gap	30
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1080000	4	domain	domain	1
chr1	1320000	3,4,5,6,7	domain	domain	5
chr1	1640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1920000	3	domain	domain	1
chr1	2160000	3,4	domain	domain	2
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	3440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16	domain	boundary,domain	14
chr1	3880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	boundary,domain	domain	25
chr1	4240000	3	domain	domain	1
chr1	4640000	3,4,5,6,7,8,9,10,11,12,13	domain	domain	11
chr1	4840000	3,4	domain	domain	2
chr1	5640000	18	domain	domain	1
chr1	5840000	3,4,5,6	domain	domain	4
chr1	6000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	6200000	4,17	boundary	boundary	2
chr1	6440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,28,30,31	boundary,domain	domain	25
chr1	7640000	3,4,5,6,7	domain	boundary,domain	5
chr1	7800000	3,4,5,6,7,8,9,13,15	boundary,domain	boundary,domain	9
chr1	7960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	9080000	17,18	boundary	boundary,domain	2
chr1	9240000	3,4,5,7,17,21,22,32	boundary,domain	boundary,domain	8
chr1	9480000	3	domain	domain	1
chr1	9600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	9920000	3,16,17,18,19,20,21,22,28	boundary,domain	boundary,domain	9
chr1	10160000	23,32	boundary	boundary,domain	2
chr1	10360000	3	domain	domain	1
chr1	10480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	11000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	11240000	3,4,5,6,7,8,9,10,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	26
chr1	11400000	32	boundary	domain	1
chr1	11680000	3,4,5,7	domain	domain	4
chr1	11800000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,21,22,24,25	boundary,domain	boundary,domain	19
chr1	11960000	4,5,6,9,11,12,13,14,15,16,17,18,19,20	boundary	domain	14
chr1	12080000	3,8,9,10,12,13	boundary,domain	boundary,domain	6
chr1	12240000	3,4,5,6,7,8,9,10,11,13	boundary,domain	domain	10
chr1	12840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	13360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	14000000	6,7,8,9,10,11,12,13,14	domain	domain	9
chr1	14280000	3	domain	domain	1
chr1	14440000	3,4	domain	domain	2
chr1	14840000	3,4,5	domain	domain	3
chr1	15120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	27
chr1	15320000	3,4,5,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	17
chr1	15520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	15760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16	boundary,domain	domain	14
chr1	16040000	3,4,5,6,7,8,9	domain	domain	7
chr1	16240000	3,4	domain	domain	2
chr1	16480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	16880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	17080000	3,4	domain	domain	2
chr1	17280000	3	domain	domain	1
chr1	17400000	3,4,5,6,7,8,10,11	domain	domain	8
chr1	17680000	3,4,5,6,7,8,9	domain	domain	7
chr1	18080000	3	domain	domain	1
chr1	18600000	3,4,5,6,7,8,9,10,11,12,13,14,16,17,18	domain	boundary,domain	15
chr1	18880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	19080000	3,4,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	23
chr1	19240000	4,5,6,7,8,9,10,12	boundary,domain	domain	8
chr1	19720000	3,6,7,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,28,29,30,31,32	boundary,domain	boundary,domain	23
chr1	19880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	20200000	3,4,5,6,7,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	17
chr1	20520000	3,4,5,6,11,13,14,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	19
chr1	20680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,30	boundary,domain	domain	21
chr1	21200000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	21680000	3,4,5,6	domain	domain	4
chr1	21960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	22000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	22400000	3,4,5,6	domain	domain	4
chr1	22680000	5,6	domain	domain	2
chr1	22960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	domain	boundary,domain	20
chr1	23080000	23	domain	boundary	1
chr1	23320000	4,5,6,7,8,10	domain	boundary,domain	6
chr1	23480000	9,10,11,14,15,16,17,18,22,30,31	boundary,domain	boundary,domain	11
chr1	23760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	24040000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27	boundary	boundary,domain	23
chr1	24400000	3,4,5,13,14,15,16,17,18,19	boundary,domain	boundary,domain	10
chr1	24520000	16	boundary	domain	1
chr1	24640000	3,4,5,6,7,8,9,10,11,12,13,14,15	boundary,domain	domain	13
chr1	24840000	3,4,5,6,7,8,9,10	domain	domain	8
chr1	25280000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	25400000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	25840000	3,4,5,6,7,8,9,10	domain	boundary,domain	8
chr1	26040000	3,4,7,8,9,10,11,13,14	boundary,domain	boundary,domain	9
chr1	26160000	3,6,7,8,9,10,11,12,13,14,15,16,17,18	boundary,domain	boundary,domain	14
chr1	26480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	boundary,domain	boundary,domain	24
chr1	26920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	27280000	3,4,5,6,7,8,9,10,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	26
chr1	27400000	22,23,26,27,29,30	boundary	boundary,domain	6
chr1	27600000	3,4	domain	boundary,domain	2
chr1	27800000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	28040000	3,4,14,15,16,18,20,21,22,23,24,27	boundary,domain	boundary,domain	12
chr1	28240000	3,4,5,6,7,8,9,10,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	28
chr1	28320000	4,6,7,9,11,12	boundary,domain	domain	6
chr1	28520000	3	domain	domain	1
chr1	28640000	3,4,5,6,7,15,17,18,19,21,23,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	19
chr1	28760000	22,23,24,25,26,29,32	boundary,domain	boundary,domain	7
chr1	28880000	22,23,24,25,26,27,28,29,30,32	boundary,domain	boundary	10
chr1	29240000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	29760000	3	domain	domain	1
chr1	30720000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	30920000	3,4,5,9,10,11,12,13,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	25
chr1	31120000	3,4,5,7,8,9,10,17,18,20,22,27,30,31	boundary,domain	domain	14
chr1	31440000	9,10,11,12,13,14	domain	boundary,domain	6
chr1	31560000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	31640000	15,17,24,25	boundary	boundary	4
chr1	31800000	3,4,5,12,13,14,27,28,30,32	boundary,domain	boundary,domain	10
chr1	32040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	domain	30
chr1	32200000	4,7,13,15,23,25,28	boundary,domain	boundary,domain	7
chr1	32400000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	32680000	12,13,14,16,17,18,19,20,21,22,23,24,25,28,29,30	boundary,domain	boundary,domain	16
chr1	32840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	33120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	33480000	3,4,5,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	26
chr1	33600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,24	boundary,domain	domain	20
chr1	34440000	3,4	domain	domain	2
chr1	34760000	4,5,6,9,12	domain	boundary,domain	5
chr1	34880000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	boundary,domain	boundary,domain	27
chr1	34960000	26,27,30,31,32	boundary,domain	domain	5
chr1	35400000	4	domain	domain	1
chr1	35600000	3	domain	domain	1
chr1	35880000	3,4,5,6,7,8,9,10,11,14,16,18	domain	boundary,domain	12
chr1	36080000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,27,30,31	boundary,domain	boundary,domain	25
chr1	36200000	5,6,12,16,17,20,21,25,26,29	domain	boundary	10
chr1	36320000	3	domain	domain	1
chr1	36480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	37440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	domain	21
chr1	37600000	3	domain	domain	1
chr1	37720000	21,22,24,25	domain	boundary	4
chr1	37840000	6,9,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	18
chr1	38000000	3,4,5,6,7,8,9,10,11,12,13,14,17	boundary,domain	domain	13
chr1	38840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32	domain	boundary,domain	29
chr1	39040000	3,4,5,7,8,9,10,11,12,13,15,16,19,20,22,23,24,25,26,27,28,29,30,31,32	boundary	boundary	25
chr1	39240000	23,24,25,26,28,29	boundary	boundary,domain	6
chr1	39600000	3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	39760000	3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	28
chr1	40040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	40480000	3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	40560000	9,10,11,12,13,14,17,18,19	boundary,domain	boundary,domain	9
chr1	40840000	13,15,16,17,18,19,20,21,22,25,26,27,28,29,30	boundary	boundary	15
chr1	41000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	41240000	3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
