chr21	37670000	37680000	chr21	38350000	38360000	C0,680000,0
chr21	37680000	37690000	chr21	38050000	38060000	C0,370000,0
chr21	37680000	37690000	chr21	38220000	38230000	C0,540000,0
chr21	37700000	37710000	chr21	38340000	38350000	C0,640000,0
chr21	37710000	37720000	chr21	37910000	37920000	C0,200000,0
chr21	37710000	37720000	chr21	38120000	38130000	C0,410000,0
chr21	37710000	37720000	chr21	38160000	38170000	C0,450000,0
chr21	37710000	37720000	chr21	38280000	38290000	C0,570000,0
chr21	37750000	37760000	chr21	38350000	38360000	C0,600000,0
chr21	37760000	37770000	chr21	38160000	38170000	C0,400000,0
chr21	37800000	37810000	chr21	38280000	38290000	C0,480000,0
chr21	37830000	37840000	chr21	38170000	38180000	C0,340000,0
chr21	37870000	37880000	chr21	38340000	38350000	C0,470000,0
chr21	37890000	37900000	chr21	38160000	38170000	C0,270000,0
chr21	37890000	37900000	chr21	38170000	38180000	C0,280000,0
chr21	37900000	37910000	chr21	38360000	38370000	C0,460000,0
chr21	37950000	37960000	chr21	38050000	38060000	C0,100000,0
chr21	37960000	37970000	chr21	38130000	38140000	C0,170000,0
chr21	37980000	37990000	chr21	38260000	38270000	C0,280000,0
chr21	38030000	38040000	chr21	38350000	38360000	C0,320000,0
chr21	38050000	38060000	chr21	38140000	38150000	C0,90000,0
chr21	38050000	38060000	chr21	38260000	38270000	C0,210000,0
chr21	38060000	38070000	chr21	38270000	38280000	C0,210000,0
chr21	38070000	38080000	chr21	38290000	38300000	C0,220000,0
chr21	38080000	38090000	chr21	38330000	38340000	C0,250000,0
chr21	38140000	38150000	chr21	38240000	38250000	C0,100000,0
chr21	38160000	38170000	chr21	38340000	38350000	C0,180000,0
chr21	38220000	38230000	chr21	38350000	38360000	C0,130000,0
chr21	41540000	41550000	chr21	41770000	41780000	C0,230000,0
chr21	41610000	41620000	chr21	41770000	41780000	C0,160000,0
chr21	41610000	41620000	chr21	41830000	41840000	C0,220000,0
chr21	41610000	41620000	chr21	42100000	42110000	C0,490000,0
chr21	41620000	41630000	chr21	41730000	41740000	C0,110000,0
chr21	41630000	41640000	chr21	42250000	42260000	C0,620000,0
chr21	41640000	41650000	chr21	41930000	41940000	C0,290000,0
chr21	41640000	41650000	chr21	42010000	42020000	C0,370000,0
chr21	41640000	41650000	chr21	42390000	42400000	C0,750000,0
chr21	41740000	41750000	chr21	41850000	41860000	C0,110000,0
chr21	41770000	41780000	chr21	41870000	41880000	C0,100000,0
chr21	41780000	41790000	chr21	42090000	42100000	C0,310000,0
chr21	41800000	41810000	chr21	42090000	42100000	C0,290000,0
chr21	41830000	41840000	chr21	42070000	42080000	C0,240000,0
chr21	41850000	41860000	chr21	42110000	42120000	C0,260000,0
chr21	41890000	41900000	chr21	42070000	42080000	C0,180000,0
chr21	41900000	41910000	chr21	42110000	42120000	C0,210000,0
chr21	41900000	41910000	chr21	42250000	42260000	C0,350000,0
chr21	41950000	41960000	chr21	42080000	42090000	C0,130000,0
chr21	42010000	42020000	chr21	42110000	42120000	C0,100000,0
chr21	42140000	42150000	chr21	42310000	42320000	C0,170000,0
chr21	42150000	42160000	chr21	42250000	42260000	C0,100000,0
chr21	42150000	42160000	chr21	42360000	42370000	C0,210000,0
chr21	42150000	42160000	chr21	42400000	42410000	C0,250000,0
chr21	42150000	42160000	chr21	42440000	42450000	C0,290000,0
chr21	42210000	42220000	chr21	42440000	42450000	C0,230000,0
chr21	42230000	42240000	chr21	42360000	42370000	C0,130000,0
chr21	42290000	42300000	chr21	42440000	42450000	C0,150000,0
chr21	42300000	42310000	chr21	42440000	42450000	C0,140000,0
chr21	42310000	42320000	chr21	42440000	42450000	C0,130000,0
