chr21	37010000	37020000	chr21	37520000	37530000	C0,510000,0
chr21	37120000	37130000	chr21	37580000	37590000	C0,460000,0
chr21	37140000	37150000	chr21	37650000	37660000	C0,510000,0
chr21	37220000	37230000	chr21	37570000	37580000	C0,350000,0
chr21	37230000	37240000	chr21	37360000	37370000	C0,130000,0
chr21	37240000	37250000	chr21	37510000	37520000	C0,270000,0
chr21	37340000	37350000	chr21	37570000	37580000	C0,230000,0
chr21	37340000	37350000	chr21	37970000	37980000	C0,630000,0
chr21	37360000	37370000	chr21	37910000	37920000	C0,550000,0
chr21	37540000	37550000	chr21	37630000	37640000	C0,90000,0
chr21	37670000	37680000	chr21	38130000	38140000	C0,460000,0
chr21	37700000	37710000	chr21	38340000	38350000	C0,640000,0
chr21	37710000	37720000	chr21	38070000	38080000	C0,360000,0
chr21	37710000	37720000	chr21	38220000	38230000	C0,510000,0
chr21	37730000	37740000	chr21	37910000	37920000	C0,180000,0
chr21	37730000	37740000	chr21	38050000	38060000	C0,320000,0
chr21	37920000	37930000	chr21	38330000	38340000	C0,410000,0
chr21	37940000	37950000	chr21	38280000	38290000	C0,340000,0
chr21	38000000	38010000	chr21	38330000	38340000	C0,330000,0
chr21	38030000	38040000	chr21	38190000	38200000	C0,160000,0
chr21	38030000	38040000	chr21	38340000	38350000	C0,310000,0
chr21	38060000	38070000	chr21	38330000	38340000	C0,270000,0
chr21	38090000	38100000	chr21	38330000	38340000	C0,240000,0
chr21	38160000	38170000	chr21	38340000	38350000	C0,180000,0
chr21	38210000	38220000	chr21	38350000	38360000	C0,140000,0
chr21	41500000	41510000	chr21	41600000	41610000	C0,100000,0
chr21	41500000	41510000	chr21	41760000	41770000	C0,260000,0
chr21	41520000	41530000	chr21	41670000	41680000	C0,150000,0
chr21	41520000	41530000	chr21	41770000	41780000	C0,250000,0
chr21	41610000	41620000	chr21	41770000	41780000	C0,160000,0
chr21	41610000	41620000	chr21	41930000	41940000	C0,320000,0
chr21	41630000	41640000	chr21	41830000	41840000	C0,200000,0
chr21	41640000	41650000	chr21	42100000	42110000	C0,460000,0
chr21	41660000	41670000	chr21	42130000	42140000	C0,470000,0
chr21	41670000	41680000	chr21	42110000	42120000	C0,440000,0
chr21	41760000	41770000	chr21	42120000	42130000	C0,360000,0
chr21	41780000	41790000	chr21	41960000	41970000	C0,180000,0
chr21	41810000	41820000	chr21	41920000	41930000	C0,110000,0
chr21	41820000	41830000	chr21	42120000	42130000	C0,300000,0
chr21	41850000	41860000	chr21	42050000	42060000	C0,200000,0
chr21	41880000	41890000	chr21	42020000	42030000	C0,140000,0
chr21	41940000	41950000	chr21	42050000	42060000	C0,110000,0
chr21	41950000	41960000	chr21	42080000	42090000	C0,130000,0
chr21	41960000	41970000	chr21	42120000	42130000	C0,160000,0
chr21	42020000	42030000	chr21	42100000	42110000	C0,80000,0
chr21	42030000	42040000	chr21	42260000	42270000	C0,230000,0
chr21	42140000	42150000	chr21	42280000	42290000	C0,140000,0
chr21	42150000	42160000	chr21	42360000	42370000	C0,210000,0
chr21	42150000	42160000	chr21	42440000	42450000	C0,290000,0
chr21	42190000	42200000	chr21	42440000	42450000	C0,250000,0
chr21	42240000	42250000	chr21	42430000	42440000	C0,190000,0
chr21	42300000	42310000	chr21	42440000	42450000	C0,140000,0
