chr19	15020000	15030000	chr19	15580000	15590000	C0,560000,0
chr19	15060000	15070000	chr19	15570000	15580000	C0,510000,0
chr19	15070000	15080000	chr19	15150000	15160000	C0,80000,0
chr19	15070000	15080000	chr19	15220000	15230000	C0,150000,0
chr19	15080000	15090000	chr19	15530000	15540000	C0,450000,0
chr19	15090000	15100000	chr19	15450000	15460000	C0,360000,0
chr19	15110000	15120000	chr19	15360000	15370000	C0,250000,0
chr19	15140000	15150000	chr19	15560000	15570000	C0,420000,0
chr19	15250000	15260000	chr19	15500000	15510000	C0,250000,0
chr19	15250000	15260000	chr19	15520000	15530000	C0,270000,0
chr19	15260000	15270000	chr19	15430000	15440000	C0,170000,0
chr19	15350000	15360000	chr19	15540000	15550000	C0,190000,0
chr19	15360000	15370000	chr19	15460000	15470000	C0,100000,0
chr19	15440000	15450000	chr19	15540000	15550000	C0,100000,0
chr19	15460000	15470000	chr19	15550000	15560000	C0,90000,0
chr19	15630000	15640000	chr19	15780000	15790000	C0,150000,0
chr19	15640000	15650000	chr19	15800000	15810000	C0,160000,0
chr19	15990000	16000000	chr19	16160000	16170000	C1,170000,0
chr19	16010000	16020000	chr19	16130000	16140000	C1,120000,0
chr19	16040000	16050000	chr19	16180000	16190000	C1,140000,0
chr19	16040000	16050000	chr19	16340000	16350000	C1,300000,0
chr19	16220000	16230000	chr19	16430000	16440000	C1,210000,0
chr19	16220000	16230000	chr19	16440000	16450000	C1,220000,0
chr19	16240000	16250000	chr19	16390000	16400000	C1,150000,0
chr19	16250000	16260000	chr19	16430000	16440000	C1,180000,0
chr19	16290000	16300000	chr19	16390000	16400000	C1,100000,0
chr19	16310000	16320000	chr19	16450000	16460000	C1,140000,0
chr19	16410000	16420000	chr19	16500000	16510000	C1,90000,0
chr19	16450000	16460000	chr19	16840000	16850000	C1,390000,0
chr19	16500000	16510000	chr19	16870000	16880000	C1,370000,0
chr19	16530000	16540000	chr19	16720000	16730000	C1,190000,0
chr19	16540000	16550000	chr19	16640000	16650000	C1,100000,0
chr19	16540000	16550000	chr19	16650000	16660000	C1,110000,0
chr19	16680000	16690000	chr19	16950000	16960000	C1,270000,0
chr19	16700000	16710000	chr19	17040000	17050000	C1,340000,0
chr19	16740000	16750000	chr19	16950000	16960000	C1,210000,0
chr19	16760000	16770000	chr19	16940000	16950000	C1,180000,0
chr19	16810000	16820000	chr19	16900000	16910000	C1,90000,0
chr19	16880000	16890000	chr19	17020000	17030000	C1,140000,0
chr7	140030000	140040000	chr7	140440000	140450000	C0,410000,0
chr7	140080000	140090000	chr7	140310000	140320000	C0,230000,0
chr7	140080000	140090000	chr7	140400000	140410000	C0,320000,0
chr7	140110000	140120000	chr7	140410000	140420000	C0,300000,0
chr7	140120000	140130000	chr7	140370000	140380000	C0,250000,0
chr7	140130000	140140000	chr7	140320000	140330000	C0,190000,0
chr7	140150000	140160000	chr7	140320000	140330000	C0,170000,0
chr7	140370000	140380000	chr7	140500000	140510000	C0,130000,0
chr7	140520000	140530000	chr7	140620000	140630000	C0,100000,0
chr7	140810000	140820000	chr7	140950000	140960000	C1,140000,0
chr7	140810000	140820000	chr7	141010000	141020000	C1,200000,0
chr7	140840000	140850000	chr7	141000000	141010000	C1,160000,0
chr7	141010000	141020000	chr7	141550000	141560000	C1,540000,0
chr7	141070000	141080000	chr7	141510000	141520000	C1,440000,0
chr7	141080000	141090000	chr7	141530000	141540000	C1,450000,0
chr7	141080000	141090000	chr7	141630000	141640000	C1,550000,0
chr7	141110000	141120000	chr7	141230000	141240000	C1,120000,0
chr7	141120000	141130000	chr7	141250000	141260000	C1,130000,0
chr7	141140000	141150000	chr7	141350000	141360000	C1,210000,0
chr7	141200000	141210000	chr7	141510000	141520000	C1,310000,0
chr7	141230000	141240000	chr7	141530000	141540000	C1,300000,0
chr7	141300000	141310000	chr7	141520000	141530000	C1,220000,0
chr7	141320000	141330000	chr7	141430000	141440000	C1,110000,0
chr7	141370000	141380000	chr7	141660000	141670000	C1,290000,0
chr7	141410000	141420000	chr7	141500000	141510000	C1,90000,0
chr7	141580000	141590000	chr7	141650000	141660000	C1,70000,0
