chr	pos	w	Order
chr1	0	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1080000	3|4	2
chr1	1320000	7	1
chr1	1520000	3	1
chr1	1680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1920000	3	1
chr1	2080000	7	1
chr1	2120000	6|8	2
chr1	2160000	3|4|5	3
chr1	2400000	3|4|5	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3040000	3|4|5	3
chr1	3280000	3	1
chr1	3440000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	3480000	15|16	2
chr1	3640000	3	1
chr1	3880000	19|21	2
chr1	3920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|25|26|27|28	24
chr1	4400000	3	1
chr1	4600000	6|7|10|11|12	5
chr1	4640000	3|4|5|8|9|13	6
chr1	4960000	4	1
chr1	5440000	6|7	2
chr1	5480000	4|5	2
chr1	5760000	3	1
chr1	5800000	4	1
chr1	5920000	6	1
chr1	5960000	3|4|5|7|8|9|10|11|12|13|16|18|19|20|21|22|24|25|26|27|28|29|30|31|32|33|37	27
chr1	6000000	14|15|17|23|34|35|36|38|39|40	10
chr1	6240000	3|4|5|9|10|11|12|13|16|17|18|19|20|21|40	15
chr1	6440000	4|5|13|14|15|16|17|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr1	6480000	3|6|7|8|9|10|11|12	8
chr1	6640000	25|26|27|28|31|32	6
chr1	6680000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|30|33|34|35|36|37|38|39|40	26
chr1	6720000	3|4|5|6|7	5
chr1	7240000	3	1
chr1	7640000	3|4|5|6|7|8|9	7
chr1	7680000	10|11|12	3
chr1	7800000	3|6|7	3
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	8320000	34	1
