chr	pos	w	Order
chr1	40000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1920000	3	1
chr1	2280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	2320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3880000	4|5|6	3
chr1	4640000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	5360000	4	1
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	6240000	3|4|5|6|7|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr1	6440000	3|4|19|20|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr1	6480000	18	1
chr1	6520000	5|6|11|14|15|16|17|21|23|24|25	11
chr1	6640000	14|15|17|19|20|21|22	7
chr1	6680000	7|8|9|10|11|12|13|16|18	9
chr1	6720000	3|4|5|6	4
chr1	6960000	3|4|5	3
chr1	7200000	3|4|5	3
chr1	7640000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	7680000	15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	26
chr1	7760000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28|29|31|32|33|34|36|37|38|39|40	31
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	8320000	3	1
chr1	8360000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	8560000	3	1
chr1	8720000	3	1
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	9120000	3|4	2
chr1	9240000	5|6|7|9|15|16|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr1	9280000	3|4	2
chr1	9480000	3|4	2
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	9880000	3|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr1	9920000	4|5|7	3
chr1	10160000	3|4|5	3
chr1	10440000	11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr1	10480000	3|4|5|6|7|8|9|10	8
chr1	10640000	3	1
chr1	11000000	3|4|5|6|7|8|9|10|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr1	11040000	11|12|13|14|15|16|17	7
chr1	11240000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	30
chr1	11280000	3|4|5|6|7	5
chr1	11640000	3|4|5|6|7|8	6
chr1	11760000	4|5|6|7|8|10	6
chr1	11800000	3|9|11|12|13|17|18|19	8
chr1	11920000	3|4|5|6|7|8|9|10|11|12|13|17|18	13
chr1	12000000	16	1
chr1	12040000	3|4|5|6|7|8|9|10|11|12|13|14|15|17|18	15
chr1	12240000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	12640000	3	1
chr1	12800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13640000	4|5	2
chr1	13680000	3	1
chr1	14000000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	15080000	5|6|8	3
chr1	15120000	3|4|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	28
chr1	15320000	3|4|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	22
chr1	15520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	16000000	3|4|5|6|7|8|9|10|11	9
chr1	16240000	3|4|5	3
chr1	16480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	16880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	17040000	3	1
chr1	17400000	3|4|5|6	4
chr1	17440000	7|8|9|10|11|12|13	7
chr1	17640000	6|7|8|9|10|11|12|13|14|15|16|17|18	13
chr1	17680000	3|4|5	3
chr1	18560000	6|7	2
chr1	18600000	3|4|5|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34	30
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	19080000	3|4|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|40	35
chr1	19240000	10|11|12|23|25	5
chr1	19280000	7|8|9|13|14|15|16|17|18|19|20|21|22|24|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr1	19320000	3|4|5|6	4
chr1	19480000	34	1
