chr	pos	w	Order
chr1	40000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1920000	3	1
chr1	2080000	3|4|5|6|7|8	6
chr1	2400000	3|4|5	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2960000	3|4	2
chr1	3280000	3	1
chr1	3440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr1	3640000	3	1
chr1	3920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	26
chr1	4200000	3	1
chr1	4600000	3|4|5|6|7|8|9|10	8
chr1	5320000	5	1
chr1	5400000	6	1
chr1	5760000	3	1
chr1	5960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	6240000	3|4|5|13|14|17	6
chr1	6360000	28	1
chr1	6480000	3|4|5|6|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	26
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|26	23
chr1	7040000	3	1
chr1	7200000	3	1
chr1	7640000	3|4|5|6|7|8	6
chr1	7800000	3|7|9	3
chr1	7920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8560000	13	1
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9120000	3|4|5|6|9|13|17|21|24|25|28|29	12
chr1	9240000	3|4|5|8	4
chr1	9480000	3	1
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9880000	16|17|18|19|20|21|22|23	8
chr1	10160000	3|4|21|29|30	5
chr1	10360000	3|21	2
chr1	10440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11240000	3|4|5|6|7|8|9|16|18|19|20|21|22|23|24|25|26|27|28|29|30	21
chr1	11640000	3|4|5|6|7	5
chr1	11800000	3|4|5|6|7|8|9|10|11|12|13|15|22|23|24	15
chr1	12040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr1	12240000	3|4|5|6|7|8|9|10|11|12	10
chr1	12680000	3	1
chr1	12840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13640000	3|4	2
chr1	13840000	3	1
chr1	14000000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	14800000	3	1
chr1	15120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	15320000	3|4|5|9|10|11|12|13|15|16|17|18|19|20|21|22|23|24|25|26|27|28	22
chr1	15520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	15760000	3|4|5|6|7|9|10|14	8
chr1	16040000	3|4|5|6|7|8|9	7
chr1	16240000	3	1
chr1	16480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	16880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	17080000	3	1
chr1	17400000	3|4|5|6|7|8|9|10|11|12	10
chr1	17680000	3|4|5|6|7|8|9|10	8
chr1	17920000	3	1
chr1	18600000	3|4|5|6|7|8|9|10|11|12|13|14|15|19|21	15
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	19120000	3|4|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	24
chr1	19280000	3|4|5|6|7|8	6
chr1	19720000	3|4|5|7|10|15|16	7
chr1	19880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	20200000	3|4|5|6|7|21|22|23|24|25|26	11
chr1	20520000	3|4|5|6|8|11|12|13|14|15|19|20	12
chr1	20680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr1	21200000	3|4	2
chr1	21400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	21440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	21680000	3|4|5	3
chr1	21960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	22000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	22400000	3|4|5|6	4
chr1	22680000	3|4|5|6|7	5
chr1	22960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	23280000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	26
chr1	23480000	9|10|11|12|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	20
chr1	23720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	24040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	25
chr1	24400000	3|4|5|6|7|14|15|16|17|18|19|20	12
chr1	24640000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	24840000	3|4|5|6|7|8|9|10	8
chr1	25280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	25440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	25840000	3|4|5|6|7|8|9	7
chr1	26000000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	26160000	3|16	2
chr1	26480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25	23
chr1	26800000	3	1
chr1	26920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	27280000	3|4|5|6|7|8|9|10|11|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	24
chr1	27400000	20|21|22|24|25|26|27|28|30	9
chr1	27800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	28080000	11|12|13|15|16|17|19|20|21|22|25|26|27|28	14
chr1	28240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	28520000	21|22|23	3
chr1	28640000	5|6|17|18	4
chr1	28760000	9|10|19|20|21|22|23|24|25|26|27|28|29|30	14
chr1	28880000	3|4|19|20|26	5
chr1	29040000	3	1
chr1	29240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	29480000	5	1
chr1	30080000	3|4	2
chr1	30280000	4	1
chr1	30720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	30920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	31080000	12|13|27|28|29|30	6
chr1	31160000	3|4|5|6|7|8|9|10|11	9
chr1	31360000	3|4|5|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	25
chr1	31560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|22|23|24|26|27|28|29	24
chr1	31640000	5|7|16|19|20|21|22|23|25	9
chr1	31800000	3|4|29|30	4
chr1	32080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	32400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
