chr	pos	w	Order
chr1	0	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1080000	3|4	2
chr1	1280000	3|4|5	3
chr1	1360000	5|6|7|8|9|10|11	7
chr1	1520000	3|4|5|7|8|9|10|11|12|13|14|15	12
chr1	1640000	6|7|12|15|16|18	6
chr1	1720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr1	1920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25	23
chr1	2160000	8|9|10|11|12	5
chr1	2400000	3|4|5|6|7	5
chr1	2680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	3640000	3|4|7|8|9|10|11|12|13|14|15|16|17|20	14
chr1	3840000	20|22|25|26	4
chr1	3880000	8|9|10|11|12|13|14|15|16|17|18|19|21|23|24	15
chr1	3920000	3|4|5|6|7	5
chr1	4520000	9	1
chr1	4600000	7	1
chr1	4640000	3|4|5|6|8	5
chr1	4840000	4	1
chr1	5280000	3|4|5	3
chr1	5480000	3|4	2
chr1	5640000	16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36|37|38|39|40	23
chr1	5760000	3	1
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	6240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	6440000	3|4|5|6|18|25|26|28|29|30|31|32|33|35|36|37|39|40	18
chr1	6640000	26|28|29|30|31|32|33|34|35|36|37|38|39|40	14
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|27	24
chr1	6920000	3	1
chr1	7200000	3|6	2
chr1	7240000	4|5	2
chr1	7640000	3|4|5|6|7|8|9	7
chr1	7680000	12|13|14|16	4
chr1	7760000	5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
