chr	pos	w	Order
chr1	40000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1320000	3|4|5|6	4
chr1	1640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1920000	3	1
chr1	2120000	3|4|5|6|7|8	6
chr1	2400000	3|4|5	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3040000	3|4	2
chr1	3440000	3|4|5|6|7|8|9|10|11|12|13|15	12
chr1	3720000	4	1
chr1	3920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	26
chr1	4600000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	4840000	3	1
chr1	5440000	4|5|6|7|8|9	6
chr1	5760000	3|4	2
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	37
chr1	6200000	10|17|18|19|20|21|25|31|32|35|37|38	12
chr1	6480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|22|23|24|26|27|28|29|30|33	25
chr1	7040000	3	1
chr1	7640000	3|4|5|6|7|11|12|13|14	9
chr1	7800000	3	1
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	8320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	9120000	3|4|7|8|9|12|14|15|16|17|18|21|22|25|26|27|28|31	18
chr1	9200000	4|5|6|19|20	5
chr1	9480000	3|4	2
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	9880000	3|4|5|6|29|32|33|35|37|38	10
chr1	10440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	11040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|29|31|32|33|34|35	30
chr1	11280000	4|5|6|7|30|31|32|33|34|36|37|38	12
chr1	11360000	34	1
chr1	11640000	3|4|5|6	4
chr1	11760000	4	1
chr1	11920000	12|13|14|15|16|17|18|19	8
chr1	12040000	3|4|5|6|7|8|9|10|11|12|14|15|16	13
chr1	12240000	3|4|5|6|7|8|9	7
chr1	12680000	3	1
chr1	12840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13640000	3|4	2
chr1	14000000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	14800000	3|4	2
chr1	15120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	31
chr1	15320000	3|4|9|10|11|17|18|19|20|22|23|24|28	13
chr1	15480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	16040000	3|4|5|6|7|8|9|10	8
chr1	16200000	3|4|5	3
chr1	16480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	16880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	17080000	3|4	2
chr1	17400000	3|4|5|6|7|10|11	7
chr1	17480000	7|8|9	3
chr1	17680000	3|4|5|6|7|8|9|10|11	9
chr1	18600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	19160000	3|4|5|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	19240000	3|5|6|7|8|9|38|39|40	9
chr1	19680000	3|4	2
chr1	19760000	7|8|14|15|16|20|21|22|25|26|27|28|31|32|34|35|36|37|38|39|40	21
chr1	19880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|36	33
chr1	20200000	3|4|5|6|7|21|22	7
chr1	20520000	3|4|5|6|7|8|11|12|17|18|19|20|21	13
chr1	20640000	3|4|5|6|7|8|9|10|11|12|13|14|15|17	14
chr1	21200000	3|4	2
chr1	21400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	21440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	21720000	3|4|5	3
chr1	22040000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	22400000	3|4|5|6	4
chr1	22680000	3|4|5|6|7|8	6
chr1	23000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	35
chr1	23280000	4|5|6|7|12|13|17	7
chr1	23480000	3|4|5|8|9|14|15|16|23|25|26|29|30	13
chr1	23680000	3	1
chr1	23760000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	34
chr1	24080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26	24
chr1	24200000	3	1
chr1	24400000	3|4|5	3
chr1	24640000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	24840000	3|4|5|6|7|8|9	7
chr1	25280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	25440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	25840000	3|4|5|6|7|8|9	7
chr1	26040000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	26160000	3|6	2
chr1	26440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr1	26920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36	34
chr1	27280000	3|4|5|6|7|8|30	7
chr1	27400000	30|38	2
chr1	27720000	3|5|6|7|8|9|10|11|12|16|25|28|34|35	14
chr1	27840000	7|8|12|13|14|15|18|26|27|28|31|32|34|35	14
chr1	28040000	3|4|13|14|18|25|27|35	8
chr1	28240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	28320000	26|32|33|34|37|40	6
chr1	28520000	3	1
chr1	28640000	3|4|5|6|8|9|10|11|12|13|14|28|29|30|31|32|33|34|35|36|37|38|39|40	24
