chr	pos	w	Order
chr1	40000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1920000	3	1
chr1	2280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	3040000	3|4|5	3
chr1	3560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	3600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	3920000	3|4|5|6|7	5
chr1	4080000	3	1
chr1	4640000	3|4|5|6|7|8|9|10|11	9
chr1	5120000	3	1
chr1	5360000	10	1
chr1	5480000	3|4|5|6|7|8|9|11|12|13|14	11
chr1	5800000	3|4	2
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	6240000	3|4|5|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28|29|30	23
chr1	6440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|24|27	21
chr1	7200000	3|4	2
chr1	7640000	3|4|5|6|7|8|9|10|11	9
chr1	7800000	3|7|13	3
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9120000	3|11|13|14|16|17|20|21|22|23|24|25|26|27|28|29|30	17
chr1	9240000	3|4|5|6|7|8	6
chr1	9480000	3|4	2
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9920000	3|4|5|6|7|14|15|16|17|18|19|20|21|22|23|25|26|29	18
chr1	10160000	3|4|16|17|18|19|21|22|24|28	10
chr1	10360000	3	1
chr1	10480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11240000	3|4|5|6|7|8|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	22
chr1	11640000	3|4|5|6|7	5
chr1	11800000	3|4|5|6|7|8|9	7
chr1	12000000	3|4|7|8|9|10|11|12|13|14|15|16|17|18|19|20	16
chr1	12240000	3|4|5|6|7|8|9|10	8
chr1	12840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13640000	3|4	2
chr1	13840000	3	1
chr1	14000000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	14880000	3	1
chr1	15120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	15320000	3|4|5|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	23
chr1	15520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr1	16040000	3|4|5|6|7|8|9	7
chr1	16240000	3|4	2
chr1	16480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	16880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	17080000	3	1
chr1	17400000	3|4|5|6|7|8|9|10|11	9
chr1	17680000	3|4|5|6|7|8|9|10	8
chr1	18600000	3|4|5|6|7|8|9|10|11|12|13|14|15|17	14
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	19120000	3|4|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	25
chr1	19320000	3|4|5|6|7|8|9|19	8
chr1	19720000	3|4|5|6|7|8|9|11|13|14|15|20|21|22|23|24|25|27|29|30	20
chr1	19880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	20200000	3|4|5|6|7|21|22|24|26|27|28|29	12
chr1	20520000	3|4|5|6|8|11|12|13|14|15|16|17|18|20|21	15
chr1	20680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	21200000	3|4	2
chr1	21400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	21440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	21680000	3|4|5	3
chr1	22000000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	22440000	3|4|5|6|7	5
chr1	22680000	3|4|5|6|7|8	6
chr1	22960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	23280000	3|4|5|6|7|8|9|10|11|12|13|14|15|18	14
chr1	23480000	4|9|10|11|12|18|19|26|30	9
chr1	23720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	24040000	12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	18
chr1	24160000	3|4|5|6|7|8|9|10|11	9
chr1	24400000	3|4|5|6|7|8|12|13|14|15|16|17|18|19|20|21	16
chr1	24640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	24840000	3|4|5|6|7|8|9|10|11|12	10
chr1	25360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	25440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	25840000	3|4|5|6|7|8|9	7
chr1	26000000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	26160000	3|13|14|15|17	5
chr1	26480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25	23
chr1	26800000	3	1
chr1	26920000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	27
chr1	27280000	3|4|5|6|7|8|9|17|18|19|20|21|22|23|24|25|26|27|28|29|30	21
chr1	27400000	4|5|6|7|23|24	6
chr1	27800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	28000000	3|12|13	3
chr1	28240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	28520000	18	1
chr1	28640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|25|26|27|28|29|30	22
chr1	28760000	9|10|17|18|19|20|21|22|23|24|25|26|27|28	14
chr1	28880000	16	1
chr1	29240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	29480000	3|4	2
chr1	29560000	3	1
chr1	29720000	4|5	2
chr1	30120000	5	1
chr1	30280000	3|4	2
chr1	30440000	3	1
chr1	30720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	30920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	31080000	29	1
chr1	31160000	3|4|5|6|7|8|9|10|11|12|13|14|16|19|24|25|26|27|28|29|30	21
chr1	31400000	3|5|9|10|11|12|13|14|15|20|21|22|23|26|27|28|29|30	18
chr1	31600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	31800000	3|4	2
chr1	32040000	3|4|5|6|7|8|9|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	26
