chr	pos	w	Order
chr1	0	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1080000	4	1
chr1	1360000	3|4|5|6	4
chr1	1640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1920000	3	1
chr1	2160000	3|4|5|6|8|9	6
chr1	2400000	3|4|5	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	3040000	3|4|5	3
chr1	3480000	3|4|5|6|7|8|9|10|11|12|13|14|16	13
chr1	3920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	25
chr1	4200000	3	1
chr1	4600000	3|4|5|6|7|8|9|10|11	9
chr1	4840000	3|4	2
chr1	5400000	9|10	2
chr1	5480000	3|4|5|6|7|8	6
chr1	5800000	4	1
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	6240000	3|4|11|14|17|18|19|20|21|25|28|29	12
chr1	6480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	6640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|28	23
chr1	7200000	3	1
chr1	7640000	3|4|5|6|7	5
chr1	7800000	13	1
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8720000	3	1
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9120000	12|13|19|20|22|23|24|25|27|28|29|30	12
chr1	9240000	3|4|5|6|7|8	6
chr1	9480000	3|4	2
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9880000	3|4|16|17|18|22|23	7
chr1	10200000	4|17|18|20|22|23|24|25|26|27|28|29	12
chr1	10440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11240000	3|4|5|6|7|8|9|18|19|30	10
chr1	11640000	3|4|5|6|7	5
chr1	11800000	3|7|8|9|10|11|14|15|21|24	10
chr1	11920000	7|15|16|17|18|19	6
chr1	12040000	3|4|5|8|12|13|14	7
chr1	12200000	3|4|5|6|7|8|9|10|14	9
chr1	12800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13640000	3|4|5|6	4
chr1	14000000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	14760000	3|4	2
chr1	15120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	15320000	3|4|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	22
chr1	15520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	16040000	3|4|5|6|7|8|9|10	8
chr1	16240000	3|4|5	3
chr1	16520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	16880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	17080000	3	1
chr1	17400000	3|4|5|6|7|8|9|10|11|12	10
chr1	17680000	3|4|5|6|7|8|9	7
chr1	18600000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	19080000	3|4|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	25
chr1	19240000	3|4|5|6|7|8|9|15	8
chr1	19720000	3|4|5|6|7|8|9|11|13|16	10
chr1	19880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	20200000	3|4|5|6|7|22|23|24|25|26|27|28|29|30	14
chr1	20520000	3|4|5|6|7|10|11|12|13|14|15|17|18|22|23|25|27	17
chr1	20640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	21200000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	21360000	3|4|10|11|12|13|14|15	8
chr1	21680000	3|4|5|6|7|8|9|10|11|12|17|18|19|20|21|22|23|24|25|26|27|28|29|30	24
chr1	22040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	22400000	3|4|5|6	4
chr1	22680000	3|4|5|6|7|26|27|28|29|30	10
