chr	pos	w	Order
chr1	40000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1280000	3	1
chr1	1440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	1920000	3	1
chr1	2200000	3|4|6|7	4
chr1	2400000	3|4|5	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	3440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	3640000	3|4|8|9|10|11|12|13|14|15|16	11
chr1	3840000	25	1
chr1	3880000	12|14|15|16|17|18|19|20|21|22|23|24|26	13
chr1	3920000	3|4|5|6|7|8|9|10|11|13	10
chr1	4600000	6|7|8|9|10|11	6
chr1	4640000	3|4|5	3
chr1	4840000	4	1
chr1	5280000	4	1
chr1	5480000	3|5|6|7	4
chr1	5520000	4	1
chr1	5760000	3|4|5	3
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	6240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	6440000	3|4|5|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	26
chr1	6480000	16|17	2
chr1	6640000	23|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	16
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|24|25	22
chr1	7040000	3	1
chr1	7240000	3|4|5|6	4
chr1	7640000	3|4|5|6|7|8|9|10	8
chr1	7680000	11|12|13|14|15|16	6
chr1	7760000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	8360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	8560000	3	1
chr1	8720000	3	1
chr1	8840000	4	1
chr1	8880000	3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	9000000	11	1
chr1	9120000	3|4|5|6|8|9|10|13|14|15|17|21|22|23|24|25|27|28|29|30|31|37|38|39|40	25
chr1	9240000	3|4|5|6|7|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr1	9480000	3|4	2
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	9720000	7|8|9|10|11|12|13|14|20|21|23|27|29|30	14
chr1	9920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	10160000	3|4	2
chr1	10200000	5	1
chr1	10360000	3|4	2
chr1	10440000	11|12|13|14|15|16|17|18|19|30|31|32|33|34|37|40	16
chr1	10480000	4|5|6|7|8|9|10|20|21|22|23|24|25|26|27|28|29|35|36|38|39	21
chr1	10520000	3	1
chr1	11000000	3|4|5|6|7	5
chr1	11040000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr1	11240000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38	32
chr1	11280000	3|4|5|6	4
chr1	11640000	3|4|5|6|7	5
chr1	11760000	7|8	2
chr1	11800000	3|9|10|11|12|13|14|17|18|19	10
chr1	12040000	3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19	16
chr1	12080000	5	1
chr1	12240000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	12640000	3|4	2
chr1	12840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13640000	3|4|5	3
chr1	13840000	3	1
chr1	13960000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	14600000	3|4|5	3
chr1	14840000	3	1
chr1	15080000	5|6|7|8|9|10	6
chr1	15120000	3|4|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	25
chr1	15280000	3	1
chr1	15320000	4|5|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	22
chr1	15520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	16040000	4|5|8|9	4
chr1	16080000	3|6|7	3
chr1	16240000	3|4|5	3
chr1	16480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	16880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	17080000	3	1
chr1	17440000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	17640000	3|5|6|7|8|9|10|11|12|13|14|15|16|17|18	15
chr1	17680000	4	1
chr1	18560000	3|4|5|6|7|8|9|10|11|12	10
chr1	18600000	13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	20
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	19080000	3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|39|40	36
chr1	19120000	5|38	2
chr1	19240000	9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr1	19280000	6|7|8	3
chr1	19320000	4|5	2
chr1	19360000	3	1
chr1	19680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	19880000	3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	19920000	4	1
chr1	20200000	3|4|5|6|25|26|31|32|33|34|35|36|37|38|39|40	16
chr1	20520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	20640000	14|16|20|22|39|40	6
chr1	20680000	3|4|5|6|7|8|9|10|11|12|13|15|17|18|19|21|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38	32
chr1	20920000	4|5	2
chr1	20960000	3	1
chr1	21200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	21360000	3|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
