chr	from.id	from.coord	to.id	to.coord	tag	size
chr10	1	0	2	80000	gap	80000
chr10	3	80000	20	800000	domain	720000
chr10	21	800000	28	1120000	domain	320000
chr10	29	1120000	35	1400000	domain	280000
chr10	36	1400000	44	1760000	domain	360000
chr10	45	1760000	70	2800000	domain	1040000
chr10	71	2800000	73	2920000	domain	120000
chr10	74	2920000	77	3080000	domain	160000
chr10	78	3080000	80	3200000	domain	120000
chr10	81	3200000	86	3440000	domain	240000
chr10	87	3440000	94	3760000	domain	320000
chr10	95	3760000	120	4800000	domain	1040000
chr10	121	4800000	124	4960000	domain	160000
chr10	125	4960000	125	5000000	gap	40000
chr10	126	5000000	135	5400000	domain	400000
chr10	136	5400000	141	5640000	domain	240000
chr10	142	5640000	147	5880000	domain	240000
chr10	148	5880000	152	6080000	domain	200000
chr10	153	6080000	160	6400000	domain	320000
chr10	161	6400000	186	7440000	domain	1040000
chr10	187	7440000	194	7760000	domain	320000
chr10	195	7760000	201	8040000	domain	280000
chr10	202	8040000	212	8480000	domain	440000
chr10	213	8480000	222	8880000	domain	400000
chr10	223	8880000	231	9240000	domain	360000
chr10	232	9240000	233	9320000	domain	80000
chr10	234	9320000	245	9800000	domain	480000
chr10	246	9800000	253	10120000	domain	320000
chr10	254	10120000	267	10680000	domain	560000
chr10	268	10680000	287	11480000	domain	800000
chr10	288	11480000	294	11760000	domain	280000
chr10	295	11760000	300	12000000	domain	240000
chr10	301	12000000	305	12200000	domain	200000
chr10	306	12200000	318	12720000	domain	520000
chr10	319	12720000	327	13080000	domain	360000
chr10	328	13080000	333	13320000	domain	240000
chr10	334	13320000	340	13600000	domain	280000
chr10	341	13600000	345	13800000	domain	200000
chr10	346	13800000	362	14480000	domain	680000
chr10	363	14480000	371	14840000	domain	360000
chr10	372	14840000	379	15160000	domain	320000
chr10	380	15160000	385	15400000	domain	240000
chr10	386	15400000	397	15880000	domain	480000
chr10	398	15880000	407	16280000	domain	400000
chr10	408	16280000	420	16800000	domain	520000
chr10	421	16800000	432	17280000	domain	480000
chr10	433	17280000	437	17480000	domain	200000
chr10	438	17480000	440	17600000	domain	120000
chr10	441	17600000	444	17760000	domain	160000
chr10	445	17760000	456	18240000	domain	480000
chr10	457	18240000	464	18560000	domain	320000
chr10	465	18560000	465	18600000	gap	40000
chr10	466	18600000	485	19400000	domain	800000
chr10	486	19400000	495	19800000	domain	400000
chr10	496	19800000	520	20800000	domain	1000000
chr10	521	20800000	527	21080000	domain	280000
chr10	528	21080000	532	21280000	domain	200000
chr10	533	21280000	538	21520000	domain	240000
chr10	539	21520000	549	21960000	domain	440000
chr10	550	21960000	556	22240000	domain	280000
chr10	557	22240000	577	23080000	domain	840000
chr10	578	23080000	593	23720000	domain	640000
chr10	594	23720000	600	24000000	domain	280000
chr10	601	24000000	605	24200000	domain	200000
chr10	606	24200000	609	24360000	domain	160000
chr10	610	24360000	614	24560000	domain	200000
chr10	615	24560000	627	25080000	domain	520000
chr10	628	25080000	633	25320000	domain	240000
chr10	634	25320000	642	25680000	domain	360000
chr10	643	25680000	647	25880000	domain	200000
chr10	648	25880000	654	26160000	domain	280000
chr10	655	26160000	667	26680000	domain	520000
chr10	668	26680000	672	26880000	domain	200000
chr10	673	26880000	682	27280000	domain	400000
chr10	683	27280000	683	27320000	gap	40000
chr10	684	27320000	706	28240000	domain	920000
chr10	707	28240000	710	28400000	domain	160000
chr10	711	28400000	716	28640000	domain	240000
chr10	717	28640000	734	29360000	domain	720000
chr10	735	29360000	747	29880000	domain	520000
chr10	748	29880000	759	30360000	domain	480000
chr10	760	30360000	767	30680000	domain	320000
chr10	768	30680000	776	31040000	domain	360000
chr10	777	31040000	796	31840000	domain	800000
chr10	797	31840000	801	32040000	domain	200000
chr10	802	32040000	805	32200000	domain	160000
chr10	806	32200000	819	32760000	domain	560000
chr10	820	32760000	826	33040000	domain	280000
chr10	827	33040000	829	33160000	domain	120000
chr10	830	33160000	833	33320000	domain	160000
chr10	834	33320000	866	34640000	domain	1320000
chr10	867	34640000	875	35000000	domain	360000
chr10	876	35000000	877	35080000	domain	80000
chr10	878	35080000	881	35240000	domain	160000
chr10	882	35240000	891	35640000	domain	400000
chr10	892	35640000	898	35920000	domain	280000
chr10	899	35920000	922	36880000	domain	960000
chr10	923	36880000	927	37080000	domain	200000
chr10	928	37080000	930	37200000	gap	120000
chr10	931	37200000	937	37480000	domain	280000
chr10	938	37480000	955	38200000	domain	720000
chr10	956	38200000	1059	42360000	gap	4160000
chr10	1060	42360000	1063	42520000	domain	160000
chr10	1064	42520000	1071	42840000	domain	320000
