chr	from.id	from.coord	to.id	to.coord	tag	size
chr13	1	16000000	73	18920000	gap	2920000
chr13	74	18920000	80	19200000	domain	280000
chr13	81	19200000	84	19360000	domain	160000
chr13	85	19360000	89	19560000	gap	200000
chr13	90	19560000	99	19960000	domain	400000
chr13	100	19960000	105	20200000	domain	240000
chr13	106	20200000	112	20480000	domain	280000
chr13	113	20480000	117	20680000	domain	200000
chr13	118	20680000	123	20920000	domain	240000
chr13	124	20920000	137	21480000	domain	560000
chr13	138	21480000	140	21600000	domain	120000
chr13	141	21600000	159	22360000	domain	760000
chr13	160	22360000	173	22920000	domain	560000
chr13	174	22920000	174	22960000	gap	40000
chr13	175	22960000	185	23400000	domain	440000
chr13	186	23400000	197	23880000	domain	480000
chr13	198	23880000	206	24240000	domain	360000
chr13	207	24240000	214	24560000	domain	320000
chr13	215	24560000	219	24760000	domain	200000
chr13	220	24760000	224	24960000	domain	200000
chr13	225	24960000	231	25240000	domain	280000
chr13	232	25240000	234	25360000	domain	120000
chr13	235	25360000	252	26080000	domain	720000
chr13	253	26080000	254	26160000	boundary	80000
chr13	255	26160000	262	26480000	domain	320000
chr13	263	26480000	267	26680000	domain	200000
chr13	268	26680000	273	26920000	domain	240000
chr13	274	26920000	284	27360000	domain	440000
chr13	285	27360000	296	27840000	domain	480000
chr13	297	27840000	300	28000000	domain	160000
chr13	301	28000000	307	28280000	domain	280000
chr13	308	28280000	316	28640000	domain	360000
chr13	317	28640000	320	28800000	domain	160000
chr13	321	28800000	336	29440000	domain	640000
chr13	337	29440000	344	29760000	domain	320000
chr13	345	29760000	353	30120000	domain	360000
chr13	354	30120000	365	30600000	domain	480000
chr13	366	30600000	371	30840000	domain	240000
chr13	372	30840000	379	31160000	domain	320000
chr13	380	31160000	385	31400000	domain	240000
chr13	386	31400000	394	31760000	domain	360000
chr13	395	31760000	396	31840000	domain	80000
chr13	397	31840000	414	32560000	domain	720000
chr13	415	32560000	439	33560000	domain	1000000
chr13	440	33560000	444	33760000	domain	200000
chr13	445	33760000	480	35200000	domain	1440000
chr13	481	35200000	499	35960000	domain	760000
chr13	500	35960000	507	36280000	domain	320000
chr13	508	36280000	511	36440000	domain	160000
chr13	512	36440000	521	36840000	domain	400000
chr13	522	36840000	527	37080000	domain	240000
chr13	528	37080000	540	37600000	domain	520000
chr13	541	37600000	547	37880000	domain	280000
chr13	548	37880000	565	38600000	domain	720000
chr13	566	38600000	575	39000000	domain	400000
chr13	576	39000000	592	39680000	domain	680000
chr13	593	39680000	599	39960000	domain	280000
chr13	600	39960000	617	40680000	domain	720000
chr13	618	40680000	627	41080000	domain	400000
chr13	628	41080000	633	41320000	domain	240000
chr13	634	41320000	641	41640000	domain	320000
chr13	642	41640000	653	42120000	domain	480000
chr13	654	42120000	657	42280000	domain	160000
chr13	658	42280000	665	42600000	domain	320000
chr13	666	42600000	682	43280000	domain	680000
chr13	683	43280000	697	43880000	domain	600000
chr13	698	43880000	705	44200000	domain	320000
chr13	706	44200000	711	44440000	domain	240000
chr13	712	44440000	725	45000000	domain	560000
chr13	726	45000000	733	45320000	domain	320000
chr13	734	45320000	738	45520000	domain	200000
chr13	739	45520000	745	45800000	domain	280000
chr13	746	45800000	754	46160000	domain	360000
chr13	755	46160000	759	46360000	domain	200000
chr13	760	46360000	769	46760000	domain	400000
chr13	770	46760000	780	47200000	domain	440000
chr13	781	47200000	786	47440000	domain	240000
chr13	787	47440000	795	47800000	domain	360000
chr13	796	47800000	800	48000000	domain	200000
chr13	801	48000000	808	48320000	domain	320000
chr13	809	48320000	815	48600000	domain	280000
chr13	816	48600000	820	48800000	domain	200000
chr13	821	48800000	832	49280000	domain	480000
chr13	833	49280000	841	49640000	domain	360000
chr13	842	49640000	849	49960000	domain	320000
chr13	850	49960000	853	50120000	domain	160000
chr13	854	50120000	863	50520000	domain	400000
chr13	864	50520000	877	51080000	domain	560000
chr13	878	51080000	895	51800000	domain	720000
chr13	896	51800000	905	52200000	domain	400000
chr13	906	52200000	908	52320000	gap	120000
chr13	909	52320000	912	52480000	domain	160000
chr13	913	52480000	915	52600000	gap	120000
chr13	916	52600000	921	52840000	domain	240000
chr13	922	52840000	931	53240000	domain	400000
chr13	932	53240000	944	53760000	domain	520000
chr13	945	53760000	970	54800000	domain	1040000
chr13	971	54800000	973	54920000	domain	120000
chr13	974	54920000	982	55280000	domain	360000
chr13	983	55280000	985	55400000	domain	120000
chr13	986	55400000	996	55840000	domain	440000
