chr	from.id	from.coord	to.id	to.coord	tag	size
chr22	1	10680000	88	11560000	gap	880000
chr22	89	11560000	95	11630000	domain	70000
chr22	96	11630000	609	16770000	gap	5140000
chr22	610	16770000	617	16850000	domain	80000
chr22	618	16850000	623	16910000	gap	60000
chr22	624	16910000	634	17020000	domain	110000
chr22	635	17020000	636	17040000	gap	20000
chr22	637	17040000	652	17200000	domain	160000
chr22	653	17200000	669	17370000	domain	170000
chr22	670	17370000	687	17550000	domain	180000
chr22	688	17550000	704	17720000	domain	170000
chr22	705	17720000	748	18160000	domain	440000
chr22	749	18160000	828	18960000	gap	800000
chr22	829	18960000	850	19180000	domain	220000
chr22	851	19180000	871	19390000	domain	210000
chr22	872	19390000	880	19480000	domain	90000
chr22	881	19480000	896	19640000	domain	160000
chr22	897	19640000	904	19720000	domain	80000
chr22	905	19720000	928	19960000	domain	240000
chr22	929	19960000	944	20120000	domain	160000
chr22	945	20120000	946	20140000	boundary	20000
chr22	947	20140000	958	20260000	domain	120000
chr22	959	20260000	969	20370000	gap	110000
chr22	970	20370000	982	20500000	domain	130000
chr22	983	20500000	988	20560000	boundary	60000
chr22	989	20560000	1000	20680000	domain	120000
chr22	1001	20680000	1003	20710000	gap	30000
chr22	1004	20710000	1020	20880000	domain	170000
chr22	1021	20880000	1043	21110000	domain	230000
chr22	1044	21110000	1087	21550000	gap	440000
chr22	1088	21550000	1099	21670000	domain	120000
chr22	1100	21670000	1127	21950000	domain	280000
chr22	1128	21950000	1128	21960000	gap	10000
chr22	1129	21960000	1144	22120000	domain	160000
chr22	1145	22120000	1145	22130000	gap	10000
chr22	1146	22130000	1157	22250000	domain	120000
chr22	1158	22250000	1163	22310000	gap	60000
chr22	1164	22310000	1176	22440000	domain	130000
chr22	1177	22440000	1194	22620000	domain	180000
chr22	1195	22620000	1197	22650000	gap	30000
chr22	1198	22650000	1208	22760000	domain	110000
chr22	1209	22760000	1228	22960000	domain	200000
chr22	1229	22960000	1246	23140000	domain	180000
chr22	1247	23140000	1263	23310000	domain	170000
chr22	1264	23310000	1266	23340000	gap	30000
chr22	1267	23340000	1276	23440000	domain	100000
chr22	1277	23440000	1277	23450000	gap	10000
chr22	1278	23450000	1292	23600000	domain	150000
chr22	1293	23600000	1296	23640000	domain	40000
chr22	1297	23640000	1301	23690000	domain	50000
chr22	1302	23690000	1325	23930000	domain	240000
chr22	1326	23930000	1332	24000000	gap	70000
chr22	1333	24000000	1356	24240000	domain	240000
chr22	1357	24240000	1359	24270000	gap	30000
chr22	1360	24270000	1392	24600000	domain	330000
chr22	1393	24600000	1400	24680000	gap	80000
