chr1	40000	880000	30	30	gap
chr1	880000	1080000	30	2	domain
chr1	1080000	1320000	2	4	domain
chr1	1320000	1640000	4	30	domain
chr1	1640000	1760000	30	30	gap
chr1	1760000	2080000	30	4	domain
chr1	2080000	2200000	4	2	
chr1	2200000	2400000	2	3	domain
chr1	2400000	2640000	3	30	domain
chr1	2640000	2760000	30	30	gap
chr1	2760000	3040000	30	3	domain
chr1	3040000	3440000	3	14	domain
chr1	3440000	3880000	14	25	
chr1	3880000	4640000	25	12	domain
chr1	4640000	5800000	12	2	domain
chr1	5800000	5960000	2	30	domain
chr1	5960000	6200000	30	21	boundary,domain
chr1	6200000	6440000	21	28	boundary,domain
chr1	6440000	6680000	28	29	boundary,domain
chr1	6680000	7680000	29	11	domain
chr1	7680000	7960000	11	30	
chr1	7960000	8320000	30	22	boundary,domain
chr1	8320000	8880000	22	29	domain
chr1	8880000	9120000	29	29	boundary,domain
chr1	9120000	9240000	29	9	boundary,domain
chr1	9240000	9600000	9	30	boundary,domain
chr1	9600000	10480000	30	30	boundary,domain
chr1	10480000	11000000	30	30	boundary,domain
chr1	11000000	11240000	30	19	
chr1	11240000	11640000	19	6	domain
chr1	11640000	11800000	6	21	boundary,domain
chr1	11800000	12040000	21	17	boundary,domain
chr1	12040000	12200000	17	9	
chr1	12200000	12840000	9	30	domain
chr1	12840000	13360000	30	30	gap
chr1	13360000	13640000	30	3	domain
chr1	13640000	14000000	3	13	domain
chr1	14000000	15120000	13	30	
chr1	15120000	15320000	30	22	boundary,domain
chr1	15320000	15520000	22	21	boundary,domain
chr1	15520000	15760000	21	15	boundary,domain
chr1	15760000	16040000	15	7	domain
chr1	16040000	16240000	7	2	domain
chr1	16240000	16480000	2	30	domain
chr1	16480000	16920000	30	30	gap
chr1	16920000	17400000	30	9	domain
chr1	17400000	17680000	9	10	domain
chr1	17680000	18040000	10	2	domain
chr1	18040000	18240000	2	3	domain
chr1	18240000	18600000	3	22	domain
chr1	18600000	18880000	22	30	boundary,domain
chr1	18880000	19120000	30	25	boundary,domain
chr1	19120000	19280000	25	25	boundary,domain
chr1	19280000	19720000	25	27	domain
chr1	19720000	19880000	27	26	boundary,domain
chr1	19880000	20200000	26	4	domain
chr1	20200000	20520000	4	15	domain
chr1	20520000	20640000	15	16	
chr1	20640000	21200000	16	2	domain
chr1	21200000	21400000	2	30	domain
chr1	21400000	21440000	30	30	gap
chr1	21440000	21680000	30	3	domain
chr1	21680000	22000000	3	12	domain
chr1	22000000	22400000	12	3	domain
chr1	22400000	22640000	3	6	domain
chr1	22640000	23000000	6	30	domain
chr1	23000000	23320000	30	17	
chr1	23320000	23520000	17	11	
chr1	23520000	23720000	11	30	
chr1	23720000	24200000	30	2	domain
chr1	24200000	24400000	2	4	domain
chr1	24400000	24640000	4	13	domain
chr1	24640000	24840000	13	6	domain
chr1	24840000	25280000	6	30	domain
chr1	25280000	25400000	30	30	gap
chr1	25400000	25600000	30	1	domain
chr1	25600000	25840000	1	8	domain
chr1	25840000	26040000	8	11	boundary,domain
chr1	26040000	26480000	11	24	boundary,domain
chr1	26480000	26960000	24	30	boundary,domain
chr1	26960000	27280000	30	19	boundary,domain
chr1	27280000	27720000	19	9	
chr1	27720000	28040000	9	14	
chr1	28040000	28240000	14	30	boundary,domain
chr1	28240000	28880000	30	16	boundary,domain
chr1	28880000	29200000	16	30	
chr1	29200000	30120000	30	1	domain
chr1	30120000	30360000	1	2	domain
chr1	30360000	30720000	2	30	domain
chr1	30720000	30920000	30	25	boundary,domain
chr1	30920000	31160000	25	25	boundary,domain
chr1	31160000	31560000	25	30	boundary,domain
chr1	31560000	31800000	30	12	boundary,domain
chr1	31800000	32080000	12	30	boundary,domain
chr1	32080000	32400000	30	30	boundary,domain
chr1	32400000	32640000	30	3	boundary,domain
chr1	32640000	32880000	3	30	boundary,domain
chr1	32880000	33120000	30	30	boundary,domain
chr1	33120000	33520000	30	26	boundary,domain
chr1	33520000	33640000	26	14	boundary,domain
chr1	33640000	34760000	14	30	domain
chr1	34760000	35440000	30	2	domain
chr1	35440000	35840000	2	25	domain
chr1	35840000	36080000	25	30	boundary,domain
chr1	36080000	36480000	30	30	boundary,domain
chr1	36480000	36680000	30	2	domain
chr1	36680000	37440000	2	21	domain
chr1	37440000	37800000	21	13	boundary,domain
chr1	37800000	38000000	13	17	
chr1	38000000	38880000	17	23	domain
chr1	38880000	39080000	23	13	boundary,domain
chr1	39080000	39600000	13	29	boundary,domain
chr1	39600000	39760000	29	30	
chr1	39760000	40040000	30	30	boundary,domain
chr1	40040000	40560000	30	29	boundary,domain
chr1	40560000	41000000	29	30	boundary,domain
chr1	41000000	41200000	30	30	
chr1	41200000	41520000	30	30	
chr1	41520000	42160000	30	13	domain
chr1	42160000	42800000	13	30	
chr1	42800000	43160000	30	30	boundary,domain
chr1	43160000	43480000	30	17	boundary,domain
chr1	43480000	43720000	17	4	domain
chr1	43720000	44080000	4	30	domain
chr1	44080000	44200000	30	3	
chr1	44200000	44680000	3	30	
chr1	44680000	45000000	30	4	domain
chr1	45000000	45320000	4	28	domain
chr1	45320000	45560000	28	28	
chr1	45560000	45880000	28	2	domain
chr1	45880000	46240000	2	2	domain
chr1	46240000	46320000	2	8	
chr1	46320000	46880000	8	30	domain
chr1	46880000	46920000	30	30	gap
chr1	46920000	47080000	30	30	domain
chr1	47080000	47120000	30	30	gap
chr1	47120000	47440000	30	4	domain
chr1	47440000	47720000	4	11	domain
chr1	47720000	48080000	11	14	
chr1	48080000	48240000	14	26	boundary,domain
chr1	48240000	48520000	26	30	boundary,domain
chr1	48520000	48880000	30	30	
chr1	48880000	50360000	30	30	domain
chr1	50360000	50720000	30	16	boundary,domain
chr1	50720000	51240000	16	30	boundary,domain
chr1	51240000	51560000	30	12	boundary,domain
chr1	51560000	51880000	12	30	boundary,domain
chr1	51880000	52040000	30	30	boundary,domain
chr1	52040000	52320000	30	5	
chr1	52320000	52760000	5	8	domain
chr1	52760000	53240000	8	30	domain
chr1	53240000	53440000	30	30	
chr1	53440000	53840000	30	30	
chr1	53840000	54040000	30	7	
chr1	54040000	54520000	7	6	domain
chr1	54520000	54920000	6	3	domain
chr1	54920000	55040000	3	30	boundary,domain
chr1	55040000	55280000	30	15	boundary,domain
chr1	55280000	56600000	15	5	domain
chr1	56600000	56800000	5	29	boundary,domain
chr1	56800000	58480000	29	30	domain
chr1	58480000	58680000	30	28	
chr1	58680000	59880000	28	29	domain
chr1	59880000	59960000	29	20	
chr1	59960000	60960000	20	20	domain
chr1	60960000	61040000	20	4	boundary,domain
chr1	61040000	61640000	4	2	domain
chr1	61640000	61920000	2	12	domain
chr1	61920000	62160000	12	30	
chr1	62160000	62440000	30	30	boundary,domain
chr1	62440000	62800000	30	30	boundary,domain
chr1	62800000	63320000	30	5	domain
chr1	63320000	63560000	5	30	boundary,domain
chr1	63560000	64280000	30	19	domain
chr1	64280000	64720000	19	10	
chr1	64720000	64880000	10	28	
chr1	64880000	65040000	28	25	
chr1	65040000	65200000	25	13	boundary,domain
chr1	65200000	65760000	13	27	
chr1	65760000	65880000	27	11	
chr1	65880000	66240000	11	4	domain
chr1	66240000	66520000	4	12	domain
chr1	66520000	66760000	12	30	
chr1	66760000	67200000	30	29	boundary,domain
chr1	67200000	67520000	29	30	boundary,domain
chr1	67520000	67840000	30	5	domain
chr1	67840000	68120000	5	5	domain
chr1	68120000	68400000	5	29	domain
chr1	68400000	68600000	29	5	boundary,domain
chr1	68600000	69760000	5	3	domain
chr1	69760000	70080000	3	30	domain
chr1	70080000	70520000	30	23	
chr1	70520000	71080000	23	27	domain
chr1	71080000	71560000	27	7	domain
chr1	71560000	72280000	7	30	domain
chr1	72280000	72360000	30	30	gap
chr1	72360000	72640000	30	3	domain
chr1	72640000	73800000	3	11	domain
chr1	73800000	74000000	11	9	
chr1	74000000	74480000	9	2	domain
chr1	74480000	74800000	2	30	domain
chr1	74800000	75200000	30	29	
chr1	75200000	75680000	29	9	
chr1	75680000	75920000	9	25	
chr1	75920000	76160000	25	2	domain
chr1	76160000	77120000	2	25	domain
chr1	77120000	77560000	25	7	domain
chr1	77560000	78120000	7	30	domain
chr1	78120000	78600000	30	3	
chr1	78600000	78720000	3	29	
chr1	78720000	79240000	29	5	domain
chr1	79240000	79480000	5	13	domain
chr1	79480000	80160000	13	12	domain
chr1	80160000	81000000	12	1	domain
chr1	81000000	81280000	1	13	domain
chr1	81280000	81800000	13	8	domain
chr1	81800000	83120000	8	30	domain
chr1	83120000	83480000	30	30	gap
chr1	83480000	83880000	30	7	domain
chr1	83880000	84160000	7	3	domain
chr1	84160000	84440000	3	3	domain
chr1	84440000	84960000	3	15	domain
chr1	84960000	85280000	15	30	boundary,domain
chr1	85280000	86360000	30	30	boundary,domain
chr1	86360000	86800000	30	16	
chr1	86800000	87080000	16	30	boundary
