chr	from.id	from.coord	to.id	to.coord	tag	size
chr16	1	0	1	40000	gap	40000
chr16	2	40000	52	2080000	domain	2040000
chr16	53	2080000	53	2120000	gap	40000
chr16	54	2120000	64	2560000	domain	440000
chr16	65	2560000	67	2680000	gap	120000
chr16	68	2680000	98	3920000	domain	1240000
chr16	99	3920000	111	4440000	boundary	520000
chr16	112	4440000	128	5120000	boundary	680000
chr16	129	5120000	171	6840000	domain	1720000
chr16	172	6840000	212	8480000	domain	1640000
chr16	213	8480000	228	9120000	domain	640000
chr16	229	9120000	256	10240000	domain	1120000
chr16	257	10240000	263	10520000	boundary	280000
chr16	264	10520000	273	10920000	boundary	400000
chr16	274	10920000	298	11920000	domain	1000000
chr16	299	11920000	302	12080000	boundary	160000
chr16	303	12080000	367	14680000	domain	2600000
chr16	368	14680000	385	15400000	gap	720000
chr16	386	15400000	405	16200000	domain	800000
chr16	406	16200000	419	16760000	gap	560000
chr16	420	16760000	452	18080000	domain	1320000
chr16	453	18080000	469	18760000	gap	680000
chr16	470	18760000	511	20440000	domain	1680000
chr16	512	20440000	515	20600000	gap	160000
chr16	516	20600000	534	21360000	domain	760000
chr16	535	21360000	538	21520000	gap	160000
chr16	539	21520000	543	21720000	domain	200000
chr16	544	21720000	548	21920000	gap	200000
chr16	549	21920000	561	22440000	domain	520000
chr16	562	22440000	565	22600000	gap	160000
chr16	566	22600000	612	24480000	domain	1880000
chr16	613	24480000	631	25240000	domain	760000
chr16	632	25240000	679	27160000	domain	1920000
chr16	680	27160000	708	28320000	domain	1160000
chr16	709	28320000	712	28480000	gap	160000
chr16	713	28480000	716	28640000	domain	160000
chr16	717	28640000	720	28800000	gap	160000
chr16	721	28800000	726	29040000	domain	240000
chr16	727	29040000	728	29120000	gap	80000
chr16	729	29120000	733	29320000	domain	200000
chr16	734	29320000	741	29640000	gap	320000
chr16	742	29640000	755	30200000	domain	560000
chr16	756	30200000	758	30320000	gap	120000
chr16	759	30320000	799	31960000	domain	1640000
chr16	800	31960000	877	35080000	gap	3120000
chr16	878	35080000	891	35640000	domain	560000
chr16	892	35640000	892	35680000	gap	40000
chr16	893	35680000	898	35920000	domain	240000
chr16	899	35920000	1162	46480000	gap	10560000
chr16	1163	46480000	1205	48200000	domain	1720000
chr16	1206	48200000	1217	48680000	boundary	480000
chr16	1218	48680000	1234	49360000	domain	680000
chr16	1235	49360000	1249	49960000	boundary	600000
chr16	1250	49960000	1271	50840000	domain	880000
chr16	1272	50840000	1301	52040000	domain	1200000
chr16	1302	52040000	1326	53040000	domain	1000000
chr16	1327	53040000	1338	53520000	boundary	480000
chr16	1339	53520000	1394	55760000	domain	2240000
chr16	1395	55760000	1395	55800000	gap	40000
chr16	1396	55800000	1432	57280000	domain	1480000
chr16	1433	57280000	1438	57520000	boundary	240000
chr16	1439	57520000	1451	58040000	boundary	520000
chr16	1452	58040000	1457	58280000	boundary	240000
chr16	1458	58280000	1463	58520000	boundary	240000
chr16	1464	58520000	1469	58760000	boundary	240000
chr16	1470	58760000	1499	59960000	domain	1200000
chr16	1500	59960000	1500	60000000	gap	40000
chr16	1501	60000000	1513	60520000	domain	520000
chr16	1514	60520000	1514	60560000	gap	40000
chr16	1515	60560000	1580	63200000	domain	2640000
chr16	1581	63200000	1583	63320000	boundary	120000
chr16	1584	63320000	1628	65120000	domain	1800000
chr16	1629	65120000	1659	66360000	domain	1240000
chr16	1660	66360000	1665	66600000	boundary	240000
chr16	1666	66600000	1672	66880000	boundary	280000
chr16	1673	66880000	1680	67200000	boundary	320000
chr16	1681	67200000	1687	67480000	boundary	280000
chr16	1688	67480000	1703	68120000	domain	640000
chr16	1704	68120000	1706	68240000	boundary	120000
chr16	1707	68240000	1713	68520000	boundary	280000
chr16	1714	68520000	1749	69960000	domain	1440000
chr16	1750	69960000	1756	70240000	gap	280000
chr16	1757	70240000	1770	70800000	domain	560000
chr16	1771	70800000	1779	71160000	gap	360000
chr16	1780	71160000	1860	74400000	domain	3240000
chr16	1861	74400000	1864	74560000	gap	160000
chr16	1865	74560000	1894	75760000	domain	1200000
chr16	1895	75760000	1930	77200000	domain	1440000
chr16	1931	77200000	1958	78320000	domain	1120000
chr16	1959	78320000	1959	78360000	gap	40000
chr16	1960	78360000	2013	80520000	domain	2160000
chr16	2014	80520000	2025	81000000	boundary	480000
chr16	2026	81000000	2045	81800000	domain	800000
chr16	2046	81800000	2056	82240000	boundary	440000
chr16	2057	82240000	2098	83920000	domain	1680000
chr16	2099	83920000	2113	84520000	boundary	600000
chr16	2114	84520000	2126	85040000	boundary	520000
chr16	2127	85040000	2145	85800000	boundary	760000
chr16	2146	85800000	2151	86040000	boundary	240000
chr16	2152	86040000	2200	88000000	domain	1960000
chr16	2201	88000000	2207	88280000	gap	280000
chr16	2208	88280000	2252	90080000	domain	1800000
chr16	2253	90080000	2256	90240000	gap	160000
