SampleID	Distance_Bin	N_Bin	N_Total	Freq	Bin_Lower	Bin_Mid	Bin_Upper
4DNFI6HDY7WZ		1442	132497	0.0108832652814781			
4DNFI6HDY7WZ	(-1.98e+05,-1.92e+05]	1509	132497	0.01138893710801	-198000	-195000	-192000
4DNFI6HDY7WZ	(-1.92e+05,-1.88e+05]	1473	132497	0.0111172328430078	-192000	-190000	-188000
4DNFI6HDY7WZ	(-1.88e+05,-1.82e+05]	1450	132497	0.0109436440070341	-188000	-185000	-182000
4DNFI6HDY7WZ	(-1.82e+05,-1.78e+05]	1450	132497	0.0109436440070341	-182000	-180000	-178000
4DNFI6HDY7WZ	(-1.78e+05,-1.72e+05]	1513	132497	0.011419126470788	-178000	-175000	-172000
4DNFI6HDY7WZ	(-1.72e+05,-1.68e+05]	1464	132497	0.0110493067767572	-172000	-170000	-168000
4DNFI6HDY7WZ	(-1.68e+05,-1.62e+05]	1456	132497	0.0109889280512012	-168000	-165000	-162000
4DNFI6HDY7WZ	(-1.62e+05,-1.58e+05]	1411	132497	0.0106492977199484	-162000	-160000	-158000
4DNFI6HDY7WZ	(-1.58e+05,-1.52e+05]	1446	132497	0.0109134546442561	-158000	-155000	-152000
4DNFI6HDY7WZ	(-1.52e+05,-1.48e+05]	1477	132497	0.0111474222057858	-152000	-150000	-148000
4DNFI6HDY7WZ	(-1.48e+05,-1.42e+05]	1390	132497	0.0104908035653637	-148000	-145000	-142000
4DNFI6HDY7WZ	(-1.42e+05,-1.38e+05]	1505	132497	0.011358747745232	-142000	-140000	-138000
4DNFI6HDY7WZ	(-1.38e+05,-1.32e+05]	1456	132497	0.0109889280512012	-138000	-135000	-132000
4DNFI6HDY7WZ	(-1.32e+05,-1.28e+05]	1433	132497	0.0108153392152275	-132000	-130000	-128000
4DNFI6HDY7WZ	(-1.28e+05,-1.22e+05]	1381	132497	0.0104228774991132	-128000	-125000	-122000
4DNFI6HDY7WZ	(-1.22e+05,-1.18e+05]	1434	132497	0.010822886555922	-122000	-120000	-118000
