chr	from.id	from.coord	to.id	to.coord	tag	size
chr12	1	0	1	40000	gap	40000
chr12	2	40000	41	1640000	domain	1600000
chr12	42	1640000	45	1800000	boundary	160000
chr12	46	1800000	49	1960000	boundary	160000
chr12	50	1960000	76	3040000	domain	1080000
chr12	77	3040000	82	3280000	boundary	240000
chr12	83	3280000	97	3880000	domain	600000
chr12	98	3880000	108	4320000	domain	440000
chr12	109	4320000	120	4800000	domain	480000
chr12	121	4800000	149	5960000	domain	1160000
chr12	150	5960000	158	6320000	boundary	360000
chr12	159	6320000	164	6560000	boundary	240000
chr12	165	6560000	204	8160000	domain	1600000
chr12	205	8160000	211	8440000	gap	280000
chr12	212	8440000	232	9280000	domain	840000
chr12	233	9280000	240	9600000	gap	320000
chr12	241	9600000	260	10400000	domain	800000
chr12	261	10400000	261	10440000	gap	40000
chr12	262	10440000	277	11080000	domain	640000
chr12	278	11080000	278	11120000	gap	40000
chr12	279	11120000	282	11280000	domain	160000
chr12	283	11280000	283	11320000	gap	40000
chr12	284	11320000	320	12800000	domain	1480000
chr12	321	12800000	331	13240000	boundary	440000
chr12	332	13240000	355	14200000	domain	960000
chr12	356	14200000	368	14720000	boundary	520000
chr12	369	14720000	399	15960000	domain	1240000
chr12	400	15960000	444	17760000	domain	1800000
chr12	445	17760000	452	18080000	boundary	320000
chr12	453	18080000	519	20760000	domain	2680000
chr12	520	20760000	520	20800000	gap	40000
chr12	521	20800000	560	22400000	domain	1600000
chr12	561	22400000	561	22440000	gap	40000
chr12	562	22440000	629	25160000	domain	2720000
chr12	630	25160000	635	25400000	boundary	240000
chr12	636	25400000	673	26920000	domain	1520000
chr12	674	26920000	685	27400000	boundary	480000
chr12	686	27400000	693	27720000	boundary	320000
chr12	694	27720000	733	29320000	domain	1600000
chr12	734	29320000	776	31040000	domain	1720000
chr12	777	31040000	780	31200000	gap	160000
chr12	781	31200000	818	32720000	domain	1520000
chr12	819	32720000	851	34040000	domain	1320000
chr12	852	34040000	852	34080000	gap	40000
chr12	853	34080000	860	34400000	domain	320000
chr12	861	34400000	951	38040000	gap	3640000
chr12	952	38040000	958	38320000	domain	280000
chr12	959	38320000	959	38360000	gap	40000
chr12	960	38360000	993	39720000	domain	1360000
chr12	994	39720000	1010	40400000	domain	680000
chr12	1011	40400000	1085	43400000	domain	3000000
chr12	1086	43400000	1128	45120000	domain	1720000
chr12	1129	45120000	1138	45520000	boundary	400000
chr12	1139	45520000	1143	45720000	boundary	200000
chr12	1144	45720000	1149	45960000	boundary	240000
chr12	1150	45960000	1192	47680000	domain	1720000
chr12	1193	47680000	1201	48040000	boundary	360000
chr12	1202	48040000	1205	48200000	boundary	160000
chr12	1206	48200000	1218	48720000	boundary	520000
chr12	1219	48720000	1225	49000000	boundary	280000
chr12	1226	49000000	1240	49600000	boundary	600000
chr12	1241	49600000	1252	50080000	boundary	480000
chr12	1253	50080000	1260	50400000	boundary	320000
chr12	1261	50400000	1269	50760000	boundary	360000
chr12	1270	50760000	1285	51400000	domain	640000
chr12	1286	51400000	1300	52000000	boundary	600000
chr12	1301	52000000	1352	54080000	domain	2080000
chr12	1353	54080000	1353	54120000	gap	40000
chr12	1354	54120000	1393	55720000	domain	1600000
chr12	1394	55720000	1399	55960000	boundary	240000
chr12	1400	55960000	1401	56040000	boundary	80000
chr12	1402	56040000	1444	57760000	domain	1720000
chr12	1445	57760000	1448	57920000	boundary	160000
chr12	1449	57920000	1488	59520000	domain	1600000
chr12	1489	59520000	1489	59560000	gap	40000
chr12	1490	59560000	1588	63520000	domain	3960000
chr12	1589	63520000	1594	63760000	gap	240000
chr12	1595	63760000	1653	66120000	domain	2360000
chr12	1654	66120000	1708	68320000	domain	2200000
chr12	1709	68320000	1721	68840000	domain	520000
chr12	1722	68840000	1732	69280000	boundary	440000
chr12	1733	69280000	1741	69640000	boundary	360000
chr12	1742	69640000	1794	71760000	domain	2120000
chr12	1795	71760000	1866	74640000	domain	2880000
chr12	1867	74640000	1883	75320000	domain	680000
chr12	1884	75320000	1915	76600000	domain	1280000
chr12	1916	76600000	1926	77040000	boundary	440000
chr12	1927	77040000	1943	77720000	domain	680000
chr12	1944	77720000	1949	77960000	boundary	240000
chr12	1950	77960000	1986	79440000	domain	1480000
chr12	1987	79440000	1987	79480000	gap	40000
chr12	1988	79480000	2011	80440000	domain	960000
chr12	2012	80440000	2012	80480000	gap	40000
chr12	2013	80480000	2059	82360000	domain	1880000
chr12	2060	82360000	2121	84840000	domain	2480000
chr12	2122	84840000	2126	85040000	boundary	200000
chr12	2127	85040000	2149	85960000	domain	920000
chr12	2150	85960000	2201	88040000	domain	2080000
chr12	2202	88040000	2238	89520000	domain	1480000
chr12	2239	89520000	2274	90960000	domain	1440000
chr12	2275	90960000	2284	91360000	boundary	400000
chr12	2285	91360000	2319	92760000	domain	1400000
chr12	2320	92760000	2353	94120000	domain	1360000
chr12	2354	94120000	2377	95080000	domain	960000
chr12	2378	95080000	2389	95560000	boundary	480000
