chr	from.id	from.coord	to.id	to.coord	tag	size
chr6	1	120000	1	160000	gap	40000
chr6	2	160000	11	560000	domain	400000
chr6	12	560000	17	800000	domain	240000
chr6	18	800000	35	1520000	domain	720000
chr6	36	1520000	66	2760000	domain	1240000
chr6	67	2760000	72	3000000	boundary	240000
chr6	73	3000000	74	3080000	boundary	80000
chr6	75	3080000	91	3760000	domain	680000
chr6	92	3760000	98	4040000	domain	280000
chr6	99	4040000	102	4200000	boundary	160000
chr6	103	4200000	122	5000000	domain	800000
chr6	123	5000000	132	5400000	domain	400000
chr6	133	5400000	148	6040000	domain	640000
chr6	149	6040000	161	6560000	domain	520000
chr6	162	6560000	179	7280000	domain	720000
chr6	180	7280000	188	7640000	domain	360000
chr6	189	7640000	200	8120000	domain	480000
chr6	201	8120000	203	8240000	domain	120000
chr6	204	8240000	247	10000000	domain	1760000
chr6	248	10000000	258	10440000	domain	440000
chr6	259	10440000	268	10840000	domain	400000
chr6	269	10840000	274	11080000	boundary	240000
chr6	275	11080000	286	11560000	domain	480000
chr6	287	11560000	303	12240000	domain	680000
chr6	304	12240000	313	12640000	domain	400000
chr6	314	12640000	330	13320000	domain	680000
chr6	331	13320000	337	13600000	domain	280000
chr6	338	13600000	341	13760000	boundary	160000
chr6	342	13760000	351	14160000	domain	400000
chr6	352	14160000	378	15240000	domain	1080000
chr6	379	15240000	389	15680000	domain	440000
chr6	390	15680000	403	16240000	domain	560000
chr6	404	16240000	425	17120000	domain	880000
chr6	426	17120000	437	17600000	domain	480000
chr6	438	17600000	442	17800000	domain	200000
chr6	443	17800000	454	18280000	domain	480000
chr6	455	18280000	461	18560000	domain	280000
chr6	462	18560000	499	20080000	domain	1520000
chr6	500	20080000	511	20560000	domain	480000
chr6	512	20560000	537	21600000	domain	1040000
chr6	538	21600000	568	22840000	domain	1240000
chr6	569	22840000	603	24240000	domain	1400000
chr6	604	24240000	615	24720000	domain	480000
chr6	616	24720000	627	25200000	domain	480000
chr6	628	25200000	638	25640000	domain	440000
chr6	639	25640000	647	26000000	domain	360000
chr6	648	26000000	664	26680000	domain	680000
chr6	665	26680000	672	27000000	gap	320000
chr6	673	27000000	695	27920000	domain	920000
chr6	696	27920000	708	28440000	domain	520000
chr6	709	28440000	714	28680000	domain	240000
chr6	715	28680000	723	29040000	domain	360000
chr6	724	29040000	738	29640000	domain	600000
chr6	739	29640000	752	30200000	domain	560000
chr6	753	30200000	758	30440000	boundary	240000
chr6	759	30440000	778	31240000	domain	800000
