chr1	18880000	19120000	18	14	boundary,domain	chr1	18880000	19120000	18	15	boundary,domain	chr1	18880000	19120000	18	12	boundary,domain	chr1	18880000	19120000	18	14	boundary,domain	chr1	18880000	19120000	18	16	boundary,domain
chr1	26440000	26920000	18	18	boundary,domain	chr1	26480000	26920000	18	18	boundary,domain	chr1	26480000	26920000	18	18	boundary,domain	chr1	26480000	26920000	18	18	boundary,domain	chr1	26440000	26920000	18	18	boundary,domain
chr1	29240000	30720000	18	18	domain	chr1	29240000	30720000	18	18	domain	chr1	29240000	30720000	18	18	domain	chr1	29240000	30720000	18	18	domain	chr1	29240000	30720000	18	18	domain
chr1	30720000	30920000	18	15	boundary,domain	chr1	30720000	30920000	18	13	boundary,domain	chr1	30720000	30920000	18	13	boundary,domain	chr1	30720000	30920000	18	14	boundary,domain	chr1	30720000	30920000	18	17	boundary,domain
chr1	32400000	32880000	18	18	domain	chr1	32400000	32880000	18	18	domain	chr1	32400000	32880000	18	18	boundary,domain	chr1	32400000	32880000	17	18	boundary,domain	chr1	32360000	32880000	18	18	boundary,domain
chr1	32880000	33120000	18	18	boundary,domain	chr1	32880000	33120000	18	18	boundary,domain	chr1	32880000	33120000	18	18	boundary,domain	chr1	32880000	33120000	18	18	boundary,domain	chr1	32880000	33120000	18	18	boundary,domain
chr1	33120000	33520000	18	9	boundary,domain	chr1	33120000	33480000	18	13	boundary,domain	chr1	33120000	33520000	18	10	boundary,domain	chr1	33120000	33520000	18	11	boundary,domain	chr1	33120000	33520000	18	14	boundary,domain
chr1	36080000	36480000	18	18	boundary,domain	chr1	36080000	36480000	18	18	boundary,domain	chr1	36080000	36480000	18	18	boundary,domain	chr1	36080000	36480000	18	18	boundary,domain	chr1	36080000	36480000	18	18	boundary,domain
chr1	36480000	37440000	18	18	domain	chr1	36480000	37440000	18	18	domain	chr1	36480000	37440000	18	18	domain	chr1	36480000	37440000	18	18	domain	chr1	36480000	37440000	18	18	domain
chr1	44080000	44720000	18	18	domain	chr1	44080000	44720000	18	18	domain	chr1	44080000	44680000	18	18	domain	chr1	44080000	44680000	18	18	domain	chr1	44080000	44680000	18	18	domain
chr1	48960000	50360000	18	18	domain	chr1	48880000	50360000	18	18	domain	chr1	48880000	50360000	18	18	domain	chr1	48920000	50360000	18	18	domain	chr1	48880000	50360000	18	18	domain
chr1	50360000	51200000	18	18	domain	chr1	50360000	51240000	18	18	domain	chr1	50360000	51240000	18	18	domain	chr1	50360000	51240000	18	18	domain	chr1	50360000	51240000	18	18	domain
chr1	51880000	52040000	18	18	boundary,domain	chr1	51880000	52040000	16	18	boundary,domain	chr1	51880000	52040000	18	18	boundary,domain	chr1	51880000	52040000	17	18	boundary,domain	chr1	51880000	52040000	18	18	boundary,domain
chr1	52040000	53240000	18	18	domain	chr1	52040000	53240000	18	18	domain	chr1	52040000	53240000	18	18	domain	chr1	52040000	53240000	18	18	domain	chr1	52040000	53080000	18	18	domain
chr1	58680000	59840000	18	18	domain	chr1	58680000	59840000	18	18	domain	chr1	58680000	59880000	18	13	domain	chr1	58680000	59800000	18	18	domain	chr1	58680000	59800000	18	18	domain
chr1	62440000	62800000	15	18	domain	chr1	62440000	62800000	18	18	domain	chr1	62440000	62800000	18	18	boundary,domain	chr1	62440000	62800000	18	18	domain	chr1	62440000	62800000	18	18	domain
chr1	62800000	63560000	18	18	domain	chr1	62800000	63560000	18	18	domain	chr1	62800000	63560000	18	18	domain	chr1	62800000	63560000	18	18	domain	chr1	62800000	63560000	18	18	domain
chr1	67520000	68400000	18	18	domain	chr1	67520000	68400000	18	18	domain	chr1	67520000	68400000	18	18	domain	chr1	67520000	68440000	18	18	domain	chr1	67520000	68400000	18	18	domain
chr1	70000000	71080000	18	18	domain	chr1	70080000	71080000	18	18	domain	chr1	70080000	71080000	18	18	domain	chr1	70120000	71080000	18	18	domain	chr1	70080000	71080000	18	18	domain
chr1	72560000	74760000	17	18	domain	chr1	72360000	74800000	18	18	domain	chr1	72360000	74760000	18	18	domain	chr1	72360000	74800000	18	18	domain	chr1	72360000	74760000	18	18	domain
chr1	86360000	87120000	18	18	domain	chr1	86320000	87120000	18	18	domain	chr1	86360000	87120000	18	18	domain	chr1	86360000	87120000	18	18	domain	chr1	86320000	87120000	18	18	domain
chr1	94440000	94840000	18	18	domain	chr1	94480000	94840000	18	18	domain	chr1	94440000	94840000	18	14	domain	chr1	94480000	94840000	18	18	domain	chr1	94480000	94840000	18	18	domain
