chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	1010000	1020000	chr1	1290000	1300000	0.16648981428047482	2.599207668339954
chr1	1120000	1130000	chr1	1290000	1300000	0.09140874205761076	2.111212657236631
chr1	1940000	1950000	chr1	2040000	2050000	0.1813825442321278	2.111212657236631
chr1	2190000	2200000	chr1	2380000	2390000	0.043179666298272794	2.111212657236631
chr1	2810000	2820000	chr1	3410000	3420000	0.035450391948395235	2.111212657236631
chr1	3010000	3020000	chr1	3410000	3420000	0.036812114292124005	2.111212657236631
chr1	3480000	3490000	chr1	3610000	3620000	0.035450391948395235	2.111212657236631
chr1	4660000	4670000	chr1	4820000	4830000	0.10477834166717322	2.599207668339954
chr1	4840000	4850000	chr1	5450000	5460000	0.16648981428047482	2.111212657236631
chr1	5490000	5500000	chr1	5760000	5770000	0.19274077071983617	3.6758347359905126
chr1	6240000	6250000	chr1	6340000	6350000	0.17708761092326028	2.111212657236631
chr1	6250000	6260000	chr1	6400000	6410000	0.09140874205761076	2.111212657236631
chr1	6730000	6740000	chr1	7070000	7080000	0.1864360118725511	4.222425314473262
chr1	7060000	7070000	chr1	7640000	7650000	0.0524148373404448	2.111212657236631
chr1	7660000	7670000	chr1	7900000	7910000	0.18566295182848772	2.111212657236631
chr1	7670000	7680000	chr1	7750000	7760000	0.07567456636576418	2.111212657236631
chr1	8000000	8010000	chr1	8320000	8330000	0.032556632463219715	3.2
chr1	8000000	8010000	chr1	8730000	8740000	0.10477834166717322	2.599207668339954
chr1	8360000	8370000	chr1	8710000	8720000	0.15415284724361228	2.599207668339954
chr1	8910000	8920000	chr1	9100000	9110000	0.165084852115161	2.111212657236631
chr1	9950000	9960000	chr1	10150000	10160000	0.19141418185096112	2.111212657236631
chr1	10500000	10510000	chr1	10940000	10950000	0.035450391948395235	2.111212657236631
chr1	10510000	10520000	chr1	10650000	10660000	0.10477834166717322	2.111212657236631
chr1	10510000	10520000	chr1	10770000	10780000	0.09102970455003649	2.111212657236631
chr1	10510000	10520000	chr1	10880000	10890000	0.035450391948395235	2.111212657236631
chr1	11040000	11050000	chr1	11630000	11640000	0.10477834166717322	2.599207668339954
chr1	11240000	11250000	chr1	11640000	11650000	0.04438358555001974	2.111212657236631
chr1	11320000	11330000	chr1	11630000	11640000	0.05795695388984054	2.111212657236631
chr1	12120000	12130000	chr1	12200000	12210000	0.15415284724361228	2.111212657236631
chr1	12300000	12310000	chr1	12640000	12650000	0.035450391948395235	2.599207668339954
chr1	12400000	12410000	chr1	12590000	12600000	0.16648981428047482	2.111212657236631
chr1	13660000	13670000	chr1	13800000	13810000	0.07567456636576418	2.111212657236631
chr1	13660000	13670000	chr1	13950000	13960000	0.035450391948395235	2.111212657236631
chr1	13820000	13830000	chr1	13950000	13960000	0.13206716787092637	2.599207668339954
chr1	13970000	13980000	chr1	14880000	14890000	0.15990863746013864	2.111212657236631
chr1	14090000	14100000	chr1	15040000	15050000	0.165084852115161	2.599207668339954
chr1	15130000	15140000	chr1	15290000	15300000	0.035450391948395235	2.111212657236631
chr1	15130000	15140000	chr1	15430000	15440000	0.178725598023771	2.111212657236631
chr1	15320000	15330000	chr1	15430000	15440000	0.165084852115161	2.111212657236631
