chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	1940000	1950000	chr1	2030000	2040000	0.18043051339944316	2.111212657236631
chr1	2210000	2220000	chr1	2310000	2320000	0.1688641476276449	2.111212657236631
chr1	2820000	2830000	chr1	3410000	3420000	0.07037959270792114	3.6758347359905126
chr1	3010000	3020000	chr1	3280000	3290000	0.14689367493789493	2.111212657236631
chr1	3010000	3020000	chr1	3410000	3420000	0.025652310292641662	2.111212657236631
chr1	5510000	5520000	chr1	5740000	5750000	0.13874225952490823	3.2
chr1	5510000	5520000	chr1	5970000	5980000	0.1688641476276449	2.111212657236631
chr1	5630000	5640000	chr1	5740000	5750000	0.04435047056055372	2.111212657236631
chr1	6050000	6060000	chr1	6220000	6230000	0.09009404781562154	3.6758347359905126
chr1	6050000	6060000	chr1	6340000	6350000	0.13142711071574498	2.599207668339954
chr1	6490000	6500000	chr1	6640000	6650000	0.13079000786679557	2.111212657236631
chr1	6720000	6730000	chr1	7060000	7070000	0.11327258169615252	2.599207668339954
chr1	6720000	6730000	chr1	7210000	7220000	0.08515695073444028	2.111212657236631
chr1	7990000	8000000	chr1	8320000	8330000	0.025652310292641662	3.2
chr1	8560000	8570000	chr1	8720000	8730000	0.13874225952490823	3.2
chr1	8910000	8920000	chr1	9100000	9110000	0.03910740957149905	2.111212657236631
chr1	9280000	9290000	chr1	9470000	9480000	0.025652310292641662	3.2
chr1	10180000	10190000	chr1	10320000	10330000	0.156273105538977	2.111212657236631
chr1	10510000	10520000	chr1	10670000	10680000	0.07142848180463457	2.111212657236631
chr1	10510000	10520000	chr1	10800000	10810000	0.11701895970661116	2.111212657236631
chr1	10510000	10520000	chr1	10860000	10870000	0.03910740957149905	2.111212657236631
chr1	10510000	10520000	chr1	10960000	10970000	0.13079000786679557	2.111212657236631
chr1	10680000	10690000	chr1	10790000	10800000	0.10153350404067545	2.111212657236631
chr1	11030000	11040000	chr1	11220000	11230000	0.07037959270792114	2.599207668339954
chr1	11030000	11040000	chr1	11650000	11660000	0.11920972883698303	2.111212657236631
chr1	11220000	11230000	chr1	11630000	11640000	0.14689367493789493	2.599207668339954
chr1	11310000	11320000	chr1	11610000	11620000	0.14637030238266183	5.571523605095194
chr1	12120000	12130000	chr1	12200000	12210000	0.02601494448990446	2.111212657236631
chr1	12120000	12130000	chr1	12660000	12670000	0.12528068137242024	3.2
chr1	12290000	12300000	chr1	12640000	12650000	0.025652310292641662	3.6758347359905126
chr1	12410000	12420000	chr1	12610000	12620000	0.08193924119989134	3.6758347359905126
chr1	13660000	13670000	chr1	13950000	13960000	0.029649331930374532	2.111212657236631
chr1	13670000	13680000	chr1	13810000	13820000	0.07037959270792114	2.599207668339954
chr1	13820000	13830000	chr1	13950000	13960000	0.0641305403627806	2.111212657236631
chr1	13960000	13970000	chr1	15030000	15040000	0.07037959270792114	2.111212657236631
chr1	14090000	14100000	chr1	14850000	14860000	0.06308310766755647	2.599207668339954
chr1	14100000	14110000	chr1	15040000	15050000	0.025652310292641662	2.111212657236631
chr1	15130000	15140000	chr1	15280000	15290000	0.025652310292641662	3.2
chr1	15320000	15330000	chr1	15420000	15430000	0.08709584192742187	2.111212657236631
chr1	15790000	15800000	chr1	16020000	16030000	0.029649331930374532	3.6758347359905126
chr1	15800000	15810000	chr1	16210000	16220000	0.1672137482874039	2.111212657236631
chr1	16070000	16080000	chr1	16180000	16190000	0.025652310292641662	2.111212657236631
chr1	16190000	16200000	chr1	16360000	16370000	0.11472241339856326	2.111212657236631
chr1	17110000	17120000	chr1	17360000	17370000	0.07142848180463457	3.2
chr1	17120000	17130000	chr1	17240000	17250000	0.05799248952449237	2.599207668339954
chr1	17120000	17130000	chr1	17400000	17410000	0.1791478221661433	2.111212657236631
chr1	17490000	17500000	chr1	17600000	17610000	0.02601494448990446	2.111212657236631
chr1	17610000	17620000	chr1	18580000	18590000	0.15938555768881005	2.599207668339954
chr1	17660000	17670000	chr1	18100000	18110000	0.19195325892207302	2.111212657236631
chr1	17660000	17670000	chr1	18570000	18580000	0.12528068137242024	4.222425314473262
chr1	18110000	18120000	chr1	18560000	18570000	0.10153350404067545	3.2
chr1	18270000	18280000	chr1	18570000	18580000	0.13079000786679557	2.111212657236631
chr1	18600000	18610000	chr1	18820000	18830000	0.05057003229881435	3.2
chr1	18900000	18910000	chr1	19100000	19110000	0.04420489106123027	2.111212657236631
chr1	19250000	19260000	chr1	19670000	19680000	0.1603043189273717	2.111212657236631
chr1	19330000	19340000	chr1	19660000	19670000	0.025652310292641662	2.599207668339954
chr1	19430000	19440000	chr1	19640000	19650000	0.14637030238266183	2.111212657236631
chr1	19920000	19930000	chr1	20490000	20500000	0.05187094008342824	2.599207668339954
chr1	19930000	19940000	chr1	20620000	20630000	0.16698308026766956	3.2
chr1	19950000	19960000	chr1	20160000	20170000	0.05187094008342824	4.222425314473262
chr1	20210000	20220000	chr1	20480000	20490000	0.0728546664922819	3.6758347359905126
chr1	20520000	20530000	chr1	20640000	20650000	0.17152377643772249	2.111212657236631
chr1	20700000	20710000	chr1	21200000	21210000	0.02131452501478559	2.599207668339954
chr1	20760000	20770000	chr1	21200000	21210000	0.10172483375194231	2.111212657236631
chr1	20810000	20820000	chr1	21730000	21740000	0.18716442246999065	2.111212657236631
chr1	20980000	20990000	chr1	21180000	21190000	0.022723807887330832	2.111212657236631
chr1	21230000	21240000	chr1	21570000	21580000	0.10172483375194231	2.111212657236631
chr1	21240000	21250000	chr1	21360000	21370000	0.02131452501478559	2.111212657236631
chr1	22110000	22120000	chr1	22410000	22420000	0.03771914958675003	3.2
chr1	22120000	22130000	chr1	22630000	22640000	0.058745027240601856	2.599207668339954
chr1	22130000	22140000	chr1	22270000	22280000	0.0812100337580059	2.599207668339954
chr1	22150000	22160000	chr1	23220000	23230000	0.18716442246999065	2.111212657236631
chr1	22420000	22430000	chr1	22630000	22640000	0.02131452501478559	2.111212657236631
chr1	22680000	22690000	chr1	22920000	22930000	0.029996846758992782	3.6758347359905126
chr1	22700000	22710000	chr1	22870000	22880000	0.05187094008342824	2.599207668339954
chr1	23090000	23100000	chr1	23180000	23190000	0.15483308578834898	2.111212657236631
chr1	23530000	23540000	chr1	23630000	23640000	0.06444084791957752	2.599207668339954
chr1	24180000	24190000	chr1	24600000	24610000	0.02799259368394384	3.6758347359905126
chr1	24200000	24210000	chr1	24380000	24390000	0.021095895732649028	2.111212657236631
chr1	24690000	24700000	chr1	24820000	24830000	0.022723807887330832	2.111212657236631
chr1	24860000	24870000	chr1	25200000	25210000	0.022723807887330832	2.111212657236631
chr1	25520000	25530000	chr1	25790000	25800000	0.03771914958675003	3.2
chr1	25600000	25610000	chr1	25790000	25800000	0.1277720645519519	2.111212657236631
