chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	2200000	2210000	chr1	2390000	2400000	0.038547338647494336	2.599207668339954
chr1	2820000	2830000	chr1	3410000	3420000	0.03976111052000152	2.599207668339954
chr1	2890000	2900000	chr1	3410000	3420000	0.1687073024611289	2.111212657236631
chr1	3010000	3020000	chr1	3410000	3420000	0.022643197694201977	2.111212657236631
chr1	3910000	3920000	chr1	4640000	4650000	0.16231751447034248	2.111212657236631
chr1	4650000	4660000	chr1	4820000	4830000	0.16561749193627195	2.599207668339954
chr1	5500000	5510000	chr1	5740000	5750000	0.047306835097561686	2.111212657236631
chr1	5630000	5640000	chr1	5740000	5750000	0.03976111052000152	2.111212657236631
chr1	6480000	6490000	chr1	6630000	6640000	0.16853980168653243	2.111212657236631
chr1	6720000	6730000	chr1	7210000	7220000	0.03976111052000152	2.599207668339954
chr1	6740000	6750000	chr1	7060000	7070000	0.16853980168653243	3.2
chr1	7990000	8000000	chr1	8320000	8330000	0.010038629298174784	2.599207668339954
chr1	7990000	8000000	chr1	8720000	8730000	0.06778669033325554	2.111212657236631
chr1	7990000	8000000	chr1	8840000	8850000	0.18502596846738698	2.111212657236631
chr1	8030000	8040000	chr1	8240000	8250000	0.1664655031492294	2.111212657236631
chr1	8360000	8370000	chr1	8850000	8860000	0.13489340916729206	2.111212657236631
chr1	8920000	8930000	chr1	9090000	9100000	0.17227943166697257	3.2
chr1	9270000	9280000	chr1	9590000	9600000	0.16853980168653243	2.599207668339954
chr1	9280000	9290000	chr1	9460000	9470000	0.025924479425864067	2.111212657236631
chr1	10320000	10330000	chr1	11180000	11190000	0.14125477883809986	2.111212657236631
chr1	10510000	10520000	chr1	10650000	10660000	0.055184335934154866	2.111212657236631
chr1	10510000	10520000	chr1	10860000	10870000	0.010038629298174784	2.111212657236631
chr1	10510000	10520000	chr1	10960000	10970000	0.18306106811125233	2.111212657236631
chr1	10520000	10530000	chr1	10780000	10790000	0.18306106811125233	2.111212657236631
chr1	11040000	11050000	chr1	11640000	11650000	0.16231751447034248	2.111212657236631
chr1	11240000	11250000	chr1	11640000	11650000	0.06778669033325554	2.599207668339954
chr1	11330000	11340000	chr1	11630000	11640000	0.10002741702764842	2.111212657236631
chr1	12100000	12110000	chr1	12670000	12680000	0.13418071297347334	2.599207668339954
chr1	12120000	12130000	chr1	12200000	12210000	0.037118659238534336	2.111212657236631
chr1	12220000	12230000	chr1	12650000	12660000	0.16231751447034248	2.111212657236631
chr1	12300000	12310000	chr1	12640000	12650000	0.0328072090591181	2.599207668339954
chr1	12400000	12410000	chr1	12610000	12620000	0.04074287153940432	2.111212657236631
chr1	12470000	12480000	chr1	12600000	12610000	0.16231751447034248	2.111212657236631
chr1	13660000	13670000	chr1	13960000	13970000	0.16853980168653243	2.111212657236631
chr1	13670000	13680000	chr1	13800000	13810000	0.16231751447034248	2.111212657236631
chr1	13820000	13830000	chr1	13950000	13960000	0.04181429162240284	2.111212657236631
chr1	13960000	13970000	chr1	15040000	15050000	0.16853980168653243	2.599207668339954
chr1	14090000	14100000	chr1	15030000	15040000	0.16231751447034248	2.599207668339954
chr1	15130000	15140000	chr1	15290000	15300000	0.027167469787434048	2.599207668339954
chr1	15320000	15330000	chr1	15430000	15440000	0.0328072090591181	2.111212657236631
chr1	15580000	15590000	chr1	15740000	15750000	0.16231751447034248	2.599207668339954
chr1	15790000	15800000	chr1	15990000	16000000	0.14074482919323475	2.111212657236631
chr1	15790000	15800000	chr1	16040000	16050000	0.17219650087762417	2.111212657236631
chr1	16080000	16090000	chr1	16180000	16190000	0.16231751447034248	3.2
chr1	17110000	17120000	chr1	17350000	17360000	0.06128779102985452	4.222425314473262
chr1	17120000	17130000	chr1	17230000	17240000	0.055184335934154866	2.111212657236631
chr1	17470000	17480000	chr1	18800000	18810000	0.16853980168653243	2.599207668339954
chr1	17500000	17510000	chr1	17600000	17610000	0.04181429162240284	2.111212657236631
chr1	17500000	17510000	chr1	18570000	18580000	0.055184335934154866	2.111212657236631
chr1	17660000	17670000	chr1	18580000	18590000	0.025924479425864067	2.111212657236631
chr1	17950000	17960000	chr1	18790000	18800000	0.12793503302913065	3.2
chr1	18590000	18600000	chr1	18820000	18830000	0.027167469787434048	2.599207668339954
chr1	18910000	18920000	chr1	19090000	19100000	0.03664502653146883	2.111212657236631
chr1	19250000	19260000	chr1	19650000	19660000	0.09031453400059256	2.599207668339954
chr1	19340000	19350000	chr1	19650000	19660000	0.0328072090591181	2.111212657236631
chr1	19390000	19400000	chr1	19650000	19660000	0.16231751447034248	2.599207668339954
chr1	19470000	19480000	chr1	19640000	19650000	0.16231751447034248	2.111212657236631
chr1	19930000	19940000	chr1	20480000	20490000	0.1872211417889409	3.6758347359905126
chr1	19950000	19960000	chr1	20190000	20200000	0.14786847830926866	3.6758347359905126
chr1	20210000	20220000	chr1	20470000	20480000	0.039973983399657145	3.6758347359905126
chr1	20520000	20530000	chr1	20640000	20650000	0.15983435469875953	2.599207668339954
chr1	20690000	20700000	chr1	21190000	21200000	0.06989062523306797	2.111212657236631
chr1	20970000	20980000	chr1	21180000	21190000	0.11048392457827926	2.599207668339954
chr1	21230000	21240000	chr1	21570000	21580000	0.11006900826327223	2.599207668339954
chr1	21250000	21260000	chr1	21350000	21360000	0.017081103690956213	2.111212657236631
chr1	21370000	21380000	chr1	21530000	21540000	0.11006900826327223	2.111212657236631
chr1	22080000	22090000	chr1	22940000	22950000	0.166855418841245	2.111212657236631
chr1	22120000	22130000	chr1	22410000	22420000	0.06989062523306797	2.599207668339954
chr1	22120000	22130000	chr1	22650000	22660000	0.08484896707566607	3.2
chr1	22140000	22150000	chr1	22270000	22280000	0.06989062523306797	2.111212657236631
chr1	22410000	22420000	chr1	22640000	22650000	0.017081103690956213	2.111212657236631
chr1	22680000	22690000	chr1	22910000	22920000	0.039973983399657145	3.6758347359905126
chr1	22980000	22990000	chr1	23180000	23190000	0.039973983399657145	2.111212657236631
chr1	23090000	23100000	chr1	23170000	23180000	0.08368921740850595	2.111212657236631
chr1	24190000	24200000	chr1	24390000	24400000	0.02123178663044678	2.111212657236631
chr1	24200000	24210000	chr1	24610000	24620000	0.13233831943474436	3.6758347359905126
chr1	24690000	24700000	chr1	24820000	24830000	0.055119677818534996	2.111212657236631
chr1	24850000	24860000	chr1	25200000	25210000	0.0897840686748449	2.599207668339954
chr1	25600000	25610000	chr1	25780000	25790000	0.039973983399657145	3.2
chr1	26600000	26610000	chr1	26780000	26790000	0.039973983399657145	2.111212657236631
chr1	27100000	27110000	chr1	27280000	27290000	0.0959159989013405	2.111212657236631
chr1	27400000	27410000	chr1	27590000	27600000	0.0662488929577219	2.111212657236631
chr1	27850000	27860000	chr1	27980000	27990000	0.09357129931811858	2.111212657236631
chr1	28080000	28090000	chr1	28210000	28220000	0.15983435469875953	2.111212657236631
chr1	28870000	28880000	chr1	29190000	29200000	0.03132857969082678	2.111212657236631
chr1	28880000	28890000	chr1	29030000	29040000	0.039973983399657145	2.599207668339954
chr1	29240000	29250000	chr1	30110000	30120000	0.06989062523306797	2.111212657236631
chr1	29240000	29250000	chr1	30700000	30710000	0.055119677818534996	3.2
chr1	29790000	29800000	chr1	30080000	30090000	0.11006900826327223	2.111212657236631
chr1	29790000	29800000	chr1	30220000	30230000	0.1676158818700571	2.111212657236631
chr1	30720000	30730000	chr1	30910000	30920000	0.07982053342654061	2.111212657236631
chr1	30790000	30800000	chr1	30910000	30920000	0.017081103690956213	2.111212657236631
chr1	31160000	31170000	chr1	31410000	31420000	0.14336161554381915	2.111212657236631
chr1	31170000	31180000	chr1	31780000	31790000	0.17401946121959386	2.111212657236631
chr1	31180000	31190000	chr1	31330000	31340000	0.017081103690956213	2.111212657236631
chr1	31660000	31670000	chr1	31970000	31980000	0.10656131308098253	2.111212657236631
chr1	32370000	32380000	chr1	32780000	32790000	0.15983435469875953	2.599207668339954
chr1	32410000	32420000	chr1	32870000	32880000	0.166855418841245	2.111212657236631
chr1	32930000	32940000	chr1	33060000	33070000	0.029270958800618807	2.111212657236631
chr1	33290000	33300000	chr1	33460000	33470000	0.16127932274434037	2.111212657236631
chr1	33630000	33640000	chr1	34600000	34610000	0.06989062523306797	2.599207668339954
chr1	33750000	33760000	chr1	34150000	34160000	0.11713980762001626	2.111212657236631
chr1	35440000	35450000	chr1	35560000	35570000	0.18410863212548848	2.599207668339954
chr1	35450000	35460000	chr1	35720000	35730000	0.03132857969082678	2.111212657236631
chr1	36110000	36120000	chr1	36410000	36420000	0.10415253945417474	3.6758347359905126
chr1	36530000	36540000	chr1	37340000	37350000	0.1872211417889409	2.111212657236631
chr1	36550000	36560000	chr1	37420000	37430000	0.06327974581523638	3.2
chr1	36700000	36710000	chr1	37330000	37340000	0.09357129931811858	2.111212657236631
chr1	37450000	37460000	chr1	37680000	37690000	0.1442332983115077	3.2
chr1	37590000	37600000	chr1	37680000	37690000	0.19165902981207164	2.111212657236631
chr1	38030000	38040000	chr1	38580000	38590000	0.024309210826031147	2.111212657236631
chr1	38040000	38050000	chr1	38820000	38830000	0.01061418178711715	2.111212657236631
chr1	38600000	38610000	chr1	38810000	38820000	0.14055907101109638	2.599207668339954
chr1	39090000	39100000	chr1	39250000	39260000	0.17572595808567415	2.111212657236631
chr1	39810000	39820000	chr1	39900000	39910000	0.15725172035830057	2.111212657236631
chr1	40060000	40070000	chr1	40420000	40430000	0.1996309737216349	2.111212657236631
chr1	40150000	40160000	chr1	40320000	40330000	0.08850639285346604	2.111212657236631
chr1	41260000	41270000	chr1	41410000	41420000	0.1451626679038769	2.111212657236631
chr1	42910000	42920000	chr1	43070000	43080000	0.007644628449189894	2.111212657236631
chr1	43230000	43240000	chr1	43390000	43400000	0.07251393598708178	3.6758347359905126
chr1	43750000	43760000	chr1	43930000	43940000	0.10801505619220976	2.111212657236631
chr1	44380000	44390000	chr1	44590000	44600000	0.11100201027027431	2.111212657236631
chr1	45010000	45020000	chr1	45300000	45310000	0.015912927724464575	2.111212657236631
chr1	45350000	45360000	chr1	45490000	45500000	0.02125968424631906	2.111212657236631
chr1	46030000	46040000	chr1	46170000	46180000	0.08850639285346604	2.599207668339954
chr1	47180000	47190000	chr1	47710000	47720000	0.18037974942307283	2.111212657236631
