chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	2200000	2210000	chr1	2380000	2390000	0.007106804940255358	2.111212657236631
chr1	2810000	2820000	chr1	3410000	3420000	0.12142974327760711	2.111212657236631
chr1	2890000	2900000	chr1	3410000	3420000	0.1239193523657094	2.599207668339954
chr1	3000000	3010000	chr1	3410000	3420000	0.010988869037895794	2.111212657236631
chr1	3020000	3030000	chr1	3280000	3290000	0.1686825771958949	3.2
chr1	3480000	3490000	chr1	3610000	3620000	0.009846240905470927	2.111212657236631
chr1	5500000	5510000	chr1	5740000	5750000	0.09782673336515905	2.111212657236631
chr1	5630000	5640000	chr1	5750000	5760000	0.10532802055829346	2.111212657236631
chr1	6240000	6250000	chr1	6420000	6430000	0.15042667004494042	2.111212657236631
chr1	6250000	6260000	chr1	6340000	6350000	0.06620062368769973	2.111212657236631
chr1	6470000	6480000	chr1	6640000	6650000	0.19842468930764945	2.599207668339954
chr1	6710000	6720000	chr1	7060000	7070000	0.11031509146485313	2.111212657236631
chr1	6710000	6720000	chr1	7210000	7220000	0.026958158732136705	2.111212657236631
chr1	7670000	7680000	chr1	7750000	7760000	0.15271698405438358	2.111212657236631
chr1	7990000	8000000	chr1	8330000	8340000	0.007106804940255358	3.6758347359905126
chr1	7990000	8000000	chr1	8800000	8810000	0.13966066475767336	2.111212657236631
chr1	9280000	9290000	chr1	9470000	9480000	0.034689438731589466	3.6758347359905126
chr1	10500000	10510000	chr1	10940000	10950000	0.02165893906299515	2.599207668339954
chr1	10510000	10520000	chr1	10790000	10800000	0.02623653209003249	2.111212657236631
chr1	10510000	10520000	chr1	10870000	10880000	0.009846240905470927	2.111212657236631
chr1	10520000	10530000	chr1	10640000	10650000	0.022596593786574012	2.599207668339954
chr1	11040000	11050000	chr1	11650000	11660000	0.17064644479750485	5.198415336679908
chr1	11250000	11260000	chr1	11640000	11650000	0.03864836336199561	2.599207668339954
chr1	12120000	12130000	chr1	12200000	12210000	0.07779592807296799	2.111212657236631
chr1	12310000	12320000	chr1	12640000	12650000	0.026958158732136705	3.2
chr1	12380000	12390000	chr1	12610000	12620000	0.05961631357466645	2.599207668339954
chr1	12470000	12480000	chr1	12610000	12620000	0.03234252987113652	2.599207668339954
chr1	13660000	13670000	chr1	13960000	13970000	0.04622659571660331	2.111212657236631
chr1	13810000	13820000	chr1	13950000	13960000	0.17064644479750485	2.111212657236631
chr1	13970000	13980000	chr1	15040000	15050000	0.028310486500846437	2.599207668339954
chr1	15130000	15140000	chr1	15280000	15290000	0.007106804940255358	2.599207668339954
chr1	15130000	15140000	chr1	15440000	15450000	0.1557519315531553	2.111212657236631
chr1	15320000	15330000	chr1	15420000	15430000	0.014164194293325391	2.111212657236631
chr1	15790000	15800000	chr1	15970000	15980000	0.1537872573117703	3.6758347359905126
chr1	15790000	15800000	chr1	16050000	16060000	0.08606486562777466	2.111212657236631
chr1	16080000	16090000	chr1	16180000	16190000	0.08270012264769079	2.111212657236631
chr1	16080000	16090000	chr1	16360000	16370000	0.08539052034300099	2.599207668339954
chr1	16960000	16970000	chr1	17040000	17050000	0.1686825771958949	2.111212657236631
chr1	17120000	17130000	chr1	17230000	17240000	0.06710787652559692	2.111212657236631
chr1	17490000	17500000	chr1	17600000	17610000	0.009846240905470927	2.111212657236631
chr1	17490000	17500000	chr1	18580000	18590000	0.18264215825862798	2.111212657236631
