chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	2200000	2210000	chr1	2380000	2390000	0.07251301414539219	2.111212657236631
chr1	3010000	3020000	chr1	3410000	3420000	0.0472592896608337	2.111212657236631
chr1	3480000	3490000	chr1	3610000	3620000	0.0472592896608337	2.599207668339954
chr1	3910000	3920000	chr1	4650000	4660000	0.12841536658897854	2.111212657236631
chr1	5630000	5640000	chr1	5740000	5750000	0.07251301414539219	2.111212657236631
chr1	6720000	6730000	chr1	7210000	7220000	0.19253543209496204	3.2
chr1	7980000	7990000	chr1	8320000	8330000	0.009914745033389183	2.111212657236631
chr1	7980000	7990000	chr1	8660000	8670000	0.19253543209496204	2.111212657236631
chr1	8030000	8040000	chr1	8250000	8260000	0.1687745083551341	2.111212657236631
chr1	8410000	8420000	chr1	8840000	8850000	0.10311882682938416	3.2
chr1	9280000	9290000	chr1	9470000	9480000	0.07251301414539219	3.2
chr1	10510000	10520000	chr1	10670000	10680000	0.05624152110006006	2.111212657236631
chr1	10510000	10520000	chr1	10860000	10870000	0.0472592896608337	2.599207668339954
chr1	10670000	10680000	chr1	10790000	10800000	0.16567812676185403	2.111212657236631
chr1	11030000	11040000	chr1	11650000	11660000	0.07251301414539219	2.599207668339954
chr1	11240000	11250000	chr1	11640000	11650000	0.0472592896608337	2.111212657236631
chr1	12310000	12320000	chr1	12640000	12650000	0.0472592896608337	3.6758347359905126
chr1	12460000	12470000	chr1	12600000	12610000	0.0472592896608337	2.111212657236631
chr1	13670000	13680000	chr1	13950000	13960000	0.19253543209496204	2.111212657236631
chr1	14120000	14130000	chr1	15040000	15050000	0.0472592896608337	2.111212657236631
chr1	15140000	15150000	chr1	15280000	15290000	0.03471162640552833	2.111212657236631
chr1	15790000	15800000	chr1	16010000	16020000	0.04738591898575902	3.6758347359905126
chr1	16220000	16230000	chr1	16350000	16360000	0.08287063206413255	2.111212657236631
chr1	17480000	17490000	chr1	18580000	18590000	0.1584532557345763	2.111212657236631
chr1	17500000	17510000	chr1	17610000	17620000	0.1268040163645473	2.599207668339954
chr1	17660000	17670000	chr1	18580000	18590000	0.07250892102769091	2.111212657236631
chr1	17670000	17680000	chr1	18100000	18110000	0.14257743959971583	2.111212657236631
chr1	18300000	18310000	chr1	18550000	18560000	0.12841536658897854	3.2
chr1	18600000	18610000	chr1	18830000	18840000	0.12841536658897854	2.599207668339954
chr1	18910000	18920000	chr1	19090000	19100000	0.0472592896608337	2.599207668339954
chr1	19340000	19350000	chr1	19650000	19660000	0.04738591898575902	3.2
chr1	19390000	19400000	chr1	19640000	19650000	0.08407496313532506	2.599207668339954
chr1	19970000	19980000	chr1	20150000	20160000	0.10681737827362967	2.111212657236631
chr1	20200000	20210000	chr1	20490000	20500000	0.05309576270423433	2.111212657236631
chr1	21000000	21010000	chr1	21170000	21180000	0.16266686079803222	3.2
chr1	21260000	21270000	chr1	21340000	21350000	0.021882495513426026	2.599207668339954
chr1	22420000	22430000	chr1	22630000	22640000	0.05309576270423433	2.111212657236631
chr1	22700000	22710000	chr1	22890000	22900000	0.13998246182811327	3.6758347359905126
chr1	23090000	23100000	chr1	23180000	23190000	0.15485476446042737	2.111212657236631
chr1	24190000	24200000	chr1	24390000	24400000	0.013699342415455895	2.599207668339954
chr1	24680000	24690000	chr1	24830000	24840000	0.13998246182811327	2.111212657236631
