chr	from.id	from.coord	to.id	to.coord	tag	size
chr20	1	40000	1	80000	gap	40000
chr20	2	80000	38	1560000	domain	1480000
chr20	39	1560000	39	1600000	gap	40000
chr20	40	1600000	75	3040000	domain	1440000
chr20	76	3040000	78	3160000	boundary	120000
chr20	79	3160000	90	3640000	boundary	480000
chr20	91	3640000	101	4080000	boundary	440000
chr20	102	4080000	104	4200000	boundary	120000
chr20	105	4200000	127	5120000	domain	920000
chr20	128	5120000	152	6120000	domain	1000000
chr20	153	6120000	197	7920000	domain	1800000
chr20	198	7920000	234	9400000	domain	1480000
chr20	235	9400000	288	11560000	domain	2160000
chr20	289	11560000	321	12880000	domain	1320000
chr20	322	12880000	327	13120000	boundary	240000
chr20	328	13120000	344	13800000	domain	680000
chr20	345	13800000	377	15120000	domain	1320000
chr20	378	15120000	378	15160000	gap	40000
chr20	379	15160000	418	16760000	domain	1600000
chr20	419	16760000	450	18040000	domain	1280000
chr20	451	18040000	458	18360000	boundary	320000
chr20	459	18360000	500	20040000	domain	1680000
chr20	501	20040000	540	21640000	domain	1600000
chr20	541	21640000	556	22280000	domain	640000
chr20	557	22280000	592	23720000	domain	1440000
chr20	593	23720000	593	23760000	gap	40000
chr20	594	23760000	643	25760000	domain	2000000
chr20	644	25760000	780	31240000	gap	5480000
chr20	781	31240000	820	32840000	domain	1600000
chr20	821	32840000	833	33360000	domain	520000
chr20	834	33360000	841	33680000	boundary	320000
chr20	842	33680000	853	34160000	boundary	480000
chr20	854	34160000	862	34520000	boundary	360000
chr20	863	34520000	869	34800000	boundary	280000
chr20	870	34800000	886	35480000	domain	680000
chr20	887	35480000	898	35960000	boundary	480000
chr20	899	35960000	903	36160000	boundary	200000
chr20	904	36160000	923	36960000	domain	800000
chr20	924	36960000	928	37160000	boundary	200000
chr20	929	37160000	938	37560000	boundary	400000
chr20	939	37560000	965	38640000	domain	1080000
chr20	966	38640000	968	38760000	boundary	120000
chr20	969	38760000	1023	40960000	domain	2200000
chr20	1024	40960000	1027	41120000	boundary	160000
chr20	1028	41120000	1035	41440000	domain	320000
chr20	1036	41440000	1042	41720000	boundary	280000
chr20	1043	41720000	1085	43440000	domain	1720000
chr20	1086	43440000	1116	44680000	domain	1240000
chr20	1117	44680000	1121	44880000	boundary	200000
chr20	1122	44880000	1148	45960000	domain	1080000
chr20	1149	45960000	1162	46520000	boundary	560000
chr20	1163	46520000	1194	47800000	domain	1280000
chr20	1195	47800000	1195	47840000	gap	40000
chr20	1196	47840000	1231	49280000	domain	1440000
chr20	1232	49280000	1248	49960000	boundary	680000
chr20	1249	49960000	1252	50120000	boundary	160000
chr20	1253	50120000	1268	50760000	boundary	640000
chr20	1269	50760000	1273	50960000	boundary	200000
chr20	1274	50960000	1304	52200000	domain	1240000
chr20	1305	52200000	1338	53560000	domain	1360000
chr20	1339	53560000	1351	54080000	domain	520000
chr20	1352	54080000	1354	54200000	boundary	120000
chr20	1355	54200000	1408	56360000	domain	2160000
chr20	1409	56360000	1426	57080000	domain	720000
chr20	1427	57080000	1433	57360000	boundary	280000
chr20	1434	57360000	1455	58240000	domain	880000
chr20	1456	58240000	1488	59560000	domain	1320000
chr20	1489	59560000	1493	59760000	boundary	200000
chr20	1494	59760000	1557	62320000	domain	2560000
chr20	1558	62320000	1558	62360000	gap	40000
chr20	1559	62360000	1606	64280000	domain	1920000
chr20	1607	64280000	1608	64360000	gap	80000
