chr	pos	w	left_type	right_type	Persistence
chr1	0	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23		gap	21
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	1040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	1080000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	1480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	1920000	3	domain	domain	1
chr1	2160000	3,4,5,7,8,9	domain	domain	6
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	3040000	3,4,5	domain	domain	3
chr1	3480000	3,4,5,6,7,8,9,10,11,12,13,14	domain	boundary	12
chr1	3880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	domain	21
chr1	4600000	3,4,5,6,7,8,9,10	domain	domain	8
chr1	5480000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	5760000	3	domain	domain	1
chr1	6000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	21
chr1	6200000	3,4,5,10,11,14,16	boundary	boundary	7
chr1	6480000	3,4,5,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	17
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22	boundary,domain	domain	19
chr1	7240000	3,4,5	domain	domain	3
chr1	7680000	3,4,5,6,7,8,9,10,11,12,13	domain	boundary	11
chr1	7800000	3,8,9,10,12,13	boundary,domain	boundary,domain	6
chr1	7960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	8360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	domain	21
chr1	8560000	14	domain	boundary	1
chr1	8880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	9120000	4,8,9,13,14,15,16,17,18,19,21,22,23	boundary,domain	boundary,domain	13
chr1	9240000	3,4,5,6,7,8	boundary,domain	domain	6
chr1	9480000	3,4	domain	domain	2
chr1	9600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	9880000	3,4,6,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	14
chr1	10200000	3,4,17,18	domain	boundary	4
chr1	10360000	3	domain	domain	1
chr1	10480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	domain	21
chr1	11000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	21
chr1	11240000	3,4,5,6,7,8,9,14,15,16,17,18,19,20,21,22,23	boundary,domain	domain	17
chr1	11640000	3,4,5,6,7	domain	boundary,domain	5
chr1	11800000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	12040000	3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20	domain	domain	17
chr1	12240000	3,4,5,6,7,8,9,10,12	boundary,domain	domain	9
chr1	12680000	3	domain	domain	1
chr1	12840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	13360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	13640000	3,4,5	domain	domain	3
chr1	13800000	3	domain	domain	1
chr1	14000000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	domain	13
chr1	14800000	4	domain	domain	1
chr1	15120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	21
chr1	15320000	3,4,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	17
chr1	15520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	15760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16	boundary,domain	domain	14
chr1	16040000	3,4,5,6,7,8,9	domain	domain	7
chr1	16240000	3,4,5	domain	domain	3
chr1	16480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	16880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	17080000	3,4	domain	domain	2
chr1	17400000	3,4,5,6,7,8,9,10,11,12	domain	boundary,domain	10
chr1	17480000	9	boundary	domain	1
chr1	17640000	3,4,5,6,7,8,9,10,12	domain	domain	9
chr1	18280000	3	domain	domain	1
chr1	18600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	domain	boundary,domain	20
chr1	18880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	19120000	3,4,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	17
chr1	19280000	3,4,5,6,7,8,9	boundary,domain	domain	7
chr1	19720000	3,4,5,6,7,8,9,18	domain	boundary,domain	8
chr1	19880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	20200000	3,4,5,6,7,22,23	boundary,domain	domain	7
chr1	20520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21,22,23	domain	boundary,domain	19
chr1	20640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	domain	21
chr1	21200000	3,4,5,6,7,8,9,10,11,12,13	domain	domain	11
chr1	21400000	3,4	domain	domain	2
chr1	21680000	3,4,5,6	domain	domain	4
chr1	21960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	22000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	22400000	3,4,5,6	domain	domain	4
chr1	22640000	3,4,5,6,7	domain	domain	5
chr1	22960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	21
chr1	23320000	3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,23	boundary	boundary	17
chr1	23480000	3,4,5,6,7,8,9,10,11,14,15,18,19,20,21,22,23	boundary,domain	boundary,domain	17
chr1	23680000	3,4,5,6,8,9,10,14	boundary,domain	boundary,domain	8
chr1	23760000	3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	20
chr1	24040000	8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	domain	16
chr1	24160000	3,5,6,7	domain	domain	4
chr1	24400000	3,4,5,6,7,12,13,14,15,16,17,18,19,21	domain	domain	14
chr1	24640000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	domain	13
chr1	24840000	3,4,5,6,7,8,9	domain	domain	7
chr1	25280000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	25400000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	25840000	3,4,5,6,7,8,9,10	domain	boundary,domain	8
chr1	26000000	3,4,5,6,7,9,10,11,12,13,14,15	boundary,domain	boundary,domain	12
chr1	26160000	13,17	boundary,domain	boundary	2
chr1	26240000	3	domain	domain	1
chr1	26480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	26800000	3,4	domain	boundary,domain	2
chr1	26920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	27280000	3,4,5,6,7,8,9,10,11,16,17,18,22,23	boundary,domain	boundary,domain	14
chr1	27400000	3,4,8,9,10,18,19,20,21,22,23	boundary,domain	boundary,domain	11
chr1	27680000	3,4,5,6,7,8,9,11	domain	boundary,domain	8
chr1	27760000	10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	14
chr1	27840000	15	boundary	boundary	1
chr1	28040000	12,13,14,18,19,20,21,22,23	boundary	boundary	9
chr1	28240000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
