chr	pos	w	left_type	right_type	Persistence
chr1	40000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23		gap	21
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	1360000	3,4,5,6	domain	domain	4
chr1	1640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	1920000	3	domain	domain	1
chr1	2040000	6	domain	domain	1
chr1	2120000	3,4,5	domain	domain	3
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	3040000	4	domain	domain	1
chr1	3440000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	boundary,domain	13
chr1	3720000	4	domain	boundary	1
chr1	3920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	domain	21
chr1	4640000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	4840000	3	domain	domain	1
chr1	5480000	3,4,5,6,7,8,9	domain	domain	7
chr1	5760000	3	domain	domain	1
chr1	6000000	3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	20
chr1	6200000	10,18,19,20,21,22	boundary,domain	boundary,domain	6
chr1	6440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary	boundary,domain	21
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23	boundary,domain	domain	20
chr1	7040000	3	domain	domain	1
chr1	7280000	5	domain	domain	1
chr1	7680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16	domain	boundary	14
chr1	7800000	3	domain	domain	1
chr1	7920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	8320000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	8720000	3	domain	domain	1
chr1	8880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	boundary,domain	21
chr1	9120000	3,4,5,7,8,9,12,13,14,15,17,18,21,22,23	boundary,domain	boundary,domain	15
chr1	9200000	5,6	boundary,domain	domain	2
chr1	9280000	3,4	domain	domain	2
chr1	9480000	3,4	domain	domain	2
chr1	9600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	boundary,domain	domain	21
chr1	9880000	3,4,6	domain	domain	3
chr1	10440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	domain	21
chr1	11000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	21
chr1	11240000	4,5,6,7,21	boundary,domain	domain	5
chr1	11640000	3,4,5,6,7	domain	boundary,domain	5
chr1	11800000	3,4,5,7,8	boundary,domain	boundary,domain	5
chr1	11920000	11,12,13,14,15,16,17,19,21	domain	boundary,domain	9
chr1	12040000	3,4,5,6,7,9,10,11,12,15,18	domain	boundary,domain	11
chr1	12200000	3,4,5,6,7,8,9,10,11,12	boundary	domain	10
chr1	12680000	3	domain	domain	1
chr1	12840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	gap	21
chr1	13360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	gap	domain	21
chr1	13640000	3,4,6	domain	domain	3
