chr	pos	w	left_type	right_type	Persistence
chr1	40000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23		gap	21
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	1080000	3|4	domain	domain	2
chr1	1320000	3|4|5|6	domain	domain	4
chr1	1640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	1920000	3	domain	domain	1
chr1	2080000	3|4|5|6|7	domain	domain	5
chr1	2200000	3	domain	domain	1
chr1	2400000	3|4|5	domain	domain	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	3040000	3|4|5	domain	domain	3
chr1	3280000	3	domain	domain	1
chr1	3440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	domain	domain|boundary	14
chr1	3640000	3	domain	domain	1
chr1	3880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	boundary|domain	domain	21
chr1	4640000	3|4|5|6|7|8|9|10|11|12|13|14	domain	domain	12
chr1	5160000	3	domain	domain	1
chr1	5240000	5	domain	domain	1
chr1	5480000	4|6	domain	domain	2
chr1	5760000	3	domain	domain	1
chr1	5960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	6200000	3|4|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	16
chr1	6480000	3|4|5|6|7|9|10|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	19
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	7120000	7|8|9	domain	domain	3
chr1	7680000	3|4|5|6|7|8|9|10|11|12|13|14	domain	boundary	12
chr1	7800000	3	domain	domain	1
chr1	7920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	8320000	3|4|5|6|7|8|9|10|11|12|13|14|21|22|23	domain|boundary	domain	15
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	9120000	4|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	18
chr1	9200000	3|4|5|6	domain	domain	4
chr1	9480000	3	domain	domain	1
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	9880000	23	boundary	domain	1
chr1	10200000	17|18|19|22|23	domain	boundary	5
chr1	10360000	3	domain	domain	1
chr1	10480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	11240000	3|4|5|6|7|8|9|20|21|22|23	domain|boundary	domain	11
chr1	11640000	3|4|5|6|7|8|9	domain	domain|boundary	7
chr1	11800000	3|4|5|6|9|10|13|14|15|16|17|18|20|21|22	domain|boundary	domain|boundary	15
chr1	12040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	domain|boundary	domain|boundary	17
chr1	12240000	3|4|5|6|7|8|9|10	domain|boundary	domain	8
chr1	12680000	3	domain	domain	1
chr1	12840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
