chr	pos	w	left_type	right_type	Persistence
chr1	40000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32		gap	30
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1080000	3,4	domain	domain	2
chr1	1320000	3,4,5,6,7	domain	domain	5
chr1	1680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	1920000	3	domain	domain	1
chr1	2120000	3,4,5,6,7,8	domain	domain	6
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	3040000	4,5	domain	domain	2
chr1	3280000	3,4	domain	domain	2
chr1	3480000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	boundary	13
chr1	3640000	3	domain	domain	1
chr1	3920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	boundary,domain	domain	26
chr1	4160000	3,4	domain	domain	2
chr1	4600000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	5320000	4	domain	domain	1
chr1	5480000	5,6,8	domain	domain	3
chr1	5760000	3,5	domain	domain	2
chr1	5960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	6240000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,31	boundary,domain	boundary,domain	27
chr1	6440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	7280000	4	domain	domain	1
chr1	7680000	3,4,5,6,7,8,9,10,11,13,14	domain	boundary	11
chr1	7800000	3,10,11	boundary,domain	boundary,domain	3
chr1	7960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8320000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	8880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	9120000	4,8,9,10,11,12,13,14,15,16,17,18,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	23
chr1	9200000	3,4,5,6,15,18,19,20,21	boundary,domain	boundary,domain	9
chr1	9480000	3	domain	domain	1
chr1	9600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	10160000	3,4,21,22,23	domain	boundary,domain	5
chr1	10360000	3,4,21,31,32	boundary,domain	boundary,domain	5
chr1	10480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	11000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	11240000	3,4,5,6,7,8,9,10,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	24
chr1	11640000	3,4,5,6,7,8,9	domain	boundary,domain	7
chr1	11720000	6	boundary	boundary	1
chr1	11800000	3,4,5,6,8,9,10,11,13,14,15,16,17,18,19,22,23,25,26	boundary,domain	boundary,domain	19
chr1	12040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	boundary,domain	18
chr1	12240000	3,4,5,6,7,8,9,10,13	boundary,domain	domain	9
chr1	12680000	3,4	domain	domain	2
chr1	12880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	13360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	13640000	3,4,6	domain	domain	3
chr1	13840000	3,4	domain	domain	2
chr1	14000000	3,4,5,6,7,8,9,10,11,12,13,14	domain	domain	12
chr1	14920000	14,17	domain	boundary	2
chr1	15120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	15320000	3,4,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	boundary,domain	boundary,domain	23
chr1	15520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24	boundary,domain	boundary,domain	22
chr1	15760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18	boundary,domain	domain	16
chr1	16080000	3,4,5,6,7,8,9	domain	domain	7
chr1	16240000	3	domain	domain	1
chr1	16360000	3	domain	domain	1
chr1	16520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	16880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	17080000	3,4	domain	domain	2
chr1	17400000	3,4,5,6,7,8,9,10,11	domain	domain	9
chr1	17680000	3,4,5,6,7,8,9,10,12,13,14,16	domain	domain	12
chr1	18600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,19	domain	boundary,domain	15
chr1	18880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	19120000	3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	19280000	3,4,5,6,7,8,9,16,17,18,19,20,21,22,23,24,27,28,30,32	boundary,domain	domain	20
chr1	19720000	3,4,5,6,7,8,17,18,19,20,21,22,29	domain	boundary,domain	13
chr1	19880000	3,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	27
chr1	20200000	3,4,5,6,7,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	16
chr1	20520000	3,4,5,6,7,8,10,11,12,13,14,15,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	26
chr1	20640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	21200000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	domain	13
chr1	21400000	3,4,15,16,17,18	domain	domain	6
chr1	21680000	3,4,5,6,7,9,10,11,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	23
chr1	22040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	22400000	3,4,5,6	domain	domain	4
chr1	22640000	3,4,5,6,7,8	domain	domain	6
chr1	22960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	23280000	3,4,5,13,15,20	domain	boundary,domain	6
chr1	23360000	7,8,18	domain	boundary,domain	3
chr1	23520000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,32	boundary,domain	boundary	28
chr1	23760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	24040000	11,12,13,14,15,16,17,20,21,22,23,24,25,26,27	boundary,domain	boundary,domain	15
chr1	24160000	3,5,6,7,8,9,10,16	boundary,domain	domain	8
chr1	24400000	3,4,5,16,17,18,19,20	domain	domain	8
chr1	24640000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	domain	13
chr1	24840000	3,4,5,6,9	domain	domain	5
chr1	25280000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	gap	30
chr1	25400000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	gap	domain	30
chr1	25560000	3	domain	domain	1
chr1	25840000	3,4,5,6,7,8,9,10	domain	boundary,domain	8
chr1	26040000	3,4,5,7,13,14,15	domain	boundary,domain	7
chr1	26160000	16,18	domain	boundary	2
chr1	26240000	14,16	boundary,domain	boundary	2
chr1	26480000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26	boundary,domain	boundary,domain	23
chr1	26800000	3	domain	domain	1
chr1	26920000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	27200000	15,27,29,30	boundary	domain	4
chr1	27280000	4,5,6,7,8,9,10,11,17,18,19,20,31	boundary,domain	boundary,domain	13
chr1	27400000	10,30,31,32	boundary,domain	boundary,domain	4
chr1	27840000	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary	28
chr1	28040000	4,13,14,15,16,17,18,19,20	domain	domain	9
chr1	28240000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	28480000	27	boundary	boundary	1
chr1	28680000	5,6,21,22	domain	boundary	4
chr1	28760000	9,25,26,29,30,31,32	boundary,domain	boundary,domain	7
chr1	28880000	3,20,22,23,24,26,27,28,29	boundary,domain	boundary,domain	9
chr1	29200000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary	domain	30
chr1	29480000	3,4	domain	domain	2
chr1	29800000	6	domain	domain	1
chr1	30720000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	domain	boundary,domain	30
chr1	30920000	3,4,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	25
chr1	31160000	3,4,5,6,8,9,10,19,20,26,27,28,29,30,31,32	boundary,domain	boundary,domain	16
chr1	31360000	10,11,12,13,23,26,28,29,30	boundary,domain	boundary,domain	9
chr1	31440000	5,6,7,8,9,10,14,15,16,17,18,19,20,21,22,24,25,27,31,32	boundary,domain	boundary,domain	20
chr1	31600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	31800000	3,4,18	boundary,domain	boundary,domain	3
chr1	32080000	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	32200000	11	boundary	boundary	1
chr1	32400000	3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	29
chr1	32880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	33120000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	33480000	3,4,5,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	25
chr1	33640000	3,4,5,6,7,8,9,10,11,12	boundary,domain	domain	10
chr1	34160000	4,5,6,7	domain	domain	4
chr1	34240000	3	domain	domain	1
chr1	34400000	3	domain	domain	1
chr1	34760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	domain	boundary,domain	25
chr1	34880000	5,28,29,30	boundary,domain	boundary,domain	4
chr1	34960000	31,32	domain	domain	2
chr1	35160000	3,28	boundary,domain	domain	2
chr1	35840000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,20	domain	boundary,domain	15
chr1	36080000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	36320000	3	domain	domain	1
chr1	36480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	domain	30
chr1	36720000	3	domain	domain	1
chr1	37000000	5	domain	domain	1
chr1	37280000	3	domain	domain	1
chr1	37440000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	domain	boundary,domain	21
chr1	37560000	17,20	boundary	domain	2
chr1	37800000	4,5,6,7,8,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	domain	boundary,domain	25
chr1	37880000	30,31,32	boundary,domain	domain	3
chr1	38000000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20	boundary,domain	domain	16
chr1	38600000	3	domain	domain	1
chr1	38880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,25,31	domain	boundary,domain	22
chr1	39040000	3,4,5,6,7,8,9,10,11,12,13,14,20,21,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	24
chr1	39600000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32	boundary,domain	boundary	29
chr1	39760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	40040000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	30
chr1	40440000	4,5,6,8,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	boundary,domain	boundary,domain	25
chr1	40560000	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32	boundary,domain	boundary,domain	27
