chr	start	end	persistence_left	persistence_right	type	w
chr1	40000	880000	21	21	gap	23
chr1	880000	1680000	21	21	domain	23
chr1	1680000	1760000	21	21	gap	23
chr1	1760000	2640000	21	21	domain	23
chr1	2640000	2760000	21	21	gap	23
chr1	2760000	3880000	21	21		23
chr1	3880000	5960000	21	21	domain	23
chr1	5960000	6480000	21	20	boundary,domain	23
chr1	6480000	6640000	20	21		23
chr1	6640000	7960000	21	21		23
chr1	7960000	8360000	21	21	boundary,domain	23
chr1	8360000	8880000	21	21	domain	23
chr1	8880000	9080000	21	16		23
chr1	9080000	9600000	16	21		23
chr1	9600000	9880000	21	11		23
chr1	9880000	10480000	11	21	boundary,domain	23
chr1	10480000	11000000	21	21	domain	23
chr1	11000000	11240000	21	14	boundary,domain	23
chr1	11240000	11800000	14	13		23
chr1	11800000	12840000	13	21		23
chr1	12840000	13360000	21	21	gap	23
chr1	13360000	15120000	21	21	domain	23
chr1	15120000	15320000	21	18	boundary,domain	23
chr1	15320000	15520000	18	21	boundary,domain	23
chr1	15520000	16480000	21	21		23
chr1	16480000	16880000	21	21	gap	23
chr1	16880000	18880000	21	21		23
chr1	18880000	19120000	21	17	boundary,domain	23
chr1	19120000	19880000	17	21	boundary,domain	23
chr1	19880000	20520000	21	18	domain	23
chr1	20520000	20640000	18	21		23
chr1	20640000	21480000	21	8		23
chr1	21480000	21680000	8	21		23
chr1	21680000	22000000	21	21	boundary,domain	23
chr1	22000000	22960000	21	21	domain	23
chr1	22960000	23280000	21	20	boundary,domain	23
chr1	23280000	23560000	20	4		23
chr1	23560000	23760000	4	21		23
chr1	23760000	24040000	21	21	boundary,domain	23
chr1	24040000	25360000	21	21		23
chr1	25360000	25400000	21	21	gap	23
chr1	25400000	26480000	21	21		23
chr1	26480000	26920000	21	21	boundary,domain	23
chr1	26920000	27280000	21	17	boundary,domain	23
chr1	27280000	27400000	17	10	boundary,domain	23
chr1	27400000	27720000	10	21	boundary,domain	23
chr1	27720000	28240000	21	21	boundary,domain	23
chr1	28240000	28760000	21	4	boundary,domain	23
chr1	28760000	28880000	4	4	boundary,domain	23
chr1	28880000	29240000	4	21	boundary,domain	23
chr1	29240000	30720000	21	21	domain	23
chr1	30720000	30920000	21	17	boundary,domain	23
chr1	30920000	31160000	17	20	boundary,domain	23
chr1	31160000	31640000	20	15		23
chr1	31640000	32080000	15	20	boundary,domain	23
chr1	32080000	32400000	20	20	boundary,domain	23
chr1	32400000	32880000	20	21	boundary,domain	23
chr1	32880000	33120000	21	21	boundary,domain	23
chr1	33120000	33520000	21	14	boundary,domain	23
chr1	33520000	34800000	14	21		23
chr1	34800000	36080000	21	21		23
chr1	36080000	36480000	21	21	boundary,domain	23
chr1	36480000	37800000	21	14		23
chr1	37800000	38880000	14	21		23
chr1	38880000	39280000	21	4	boundary,domain	23
chr1	39280000	39600000	4	21	domain	23
chr1	39600000	39760000	21	21	boundary,domain	23
chr1	39760000	40040000	21	21	boundary,domain	23
chr1	40040000	40560000	21	17	boundary,domain	23
chr1	40560000	41000000	17	21	boundary,domain	23
chr1	41000000	41240000	21	21	boundary,domain	23
chr1	41240000	41520000	21	21	boundary,domain	23
chr1	41520000	42800000	21	19	domain	23
chr1	42800000	43160000	19	21	boundary,domain	23
chr1	43160000	43720000	21	8	domain	23
chr1	43720000	44080000	8	21	domain	23
chr1	44080000	44680000	21	21	boundary,domain	23
chr1	44680000	45320000	21	21	domain	23
chr1	45320000	45600000	21	16	boundary,domain	23
chr1	45600000	46880000	16	21	domain	23
chr1	46880000	46920000	21	21	gap	23
chr1	46920000	47080000	21	21	domain	23
chr1	47080000	47160000	21	21	gap	23
chr1	47160000	48240000	21	21		23
chr1	48240000	48520000	21	21	boundary,domain	23
chr1	48520000	48880000	21	21	domain	23
chr1	48880000	50360000	21	21	domain	23
chr1	50360000	50720000	21	9		23
chr1	50720000	51240000	9	21	domain	23
chr1	51240000	51560000	21	8		23
chr1	51560000	51880000	8	20	boundary,domain	23
chr1	51880000	52040000	20	21	boundary,domain	23
chr1	52040000	53240000	21	21	domain	23
chr1	53240000	53400000	21	18	boundary,domain	23
chr1	53400000	53840000	18	21		23
chr1	53840000	55040000	21	21	boundary,domain	23
chr1	55040000	55320000	21	21		23
chr1	55320000	56800000	21	21	domain	23
chr1	56800000	58480000	21	21		23
chr1	58480000	58680000	21	21		23
chr1	58680000	59800000	21	21	domain	23
chr1	59800000	62120000	21	14	boundary,domain	23
chr1	62120000	62440000	14	21	boundary,domain	23
chr1	62440000	62800000	21	21	domain	23
chr1	62800000	63560000	21	21	domain	23
chr1	63560000	64840000	21	21	domain	23
chr1	64840000	65040000	21	20	boundary,domain	23
chr1	65040000	65720000	20	18		23
chr1	65720000	66760000	18	21		23
chr1	66760000	67200000	21	15	domain	23
chr1	67200000	67520000	15	21	domain	23
chr1	67520000	68440000	21	21	domain	23
chr1	68440000	70040000	21	21		23
chr1	70040000	71080000	21	21	domain	23
chr1	71080000	72280000	21	21	domain	23
chr1	72280000	72360000	21	21	gap	23
chr1	72360000	74800000	21	21	domain	23
chr1	74800000	77120000	21	21		23
chr1	77120000	78120000	21	21		23
chr1	78120000	78760000	21	21	domain	23
chr1	78760000	80040000	21	21	domain	23
chr1	80040000	80080000	21	21	gap	23
chr1	80080000	81480000	21	4	domain	23
chr1	81480000	83120000	4	21	domain	23
chr1	83120000	83480000	21	21	gap	23
chr1	83480000	85280000	21	21		23
chr1	85280000	86040000	21	6	domain	23
chr1	86040000	86360000	6	21	boundary,domain	23
chr1	86360000	86720000	21	10	domain	23
