chr	pos	w	left_type	right_type	Persistence
chr1	0	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20		gap	18
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	gap	domain	18
chr1	1080000	3,4	domain	domain	2
chr1	1320000	3,4,5,6,7	domain	domain	5
chr1	1520000	3	domain	domain	1
chr1	1680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	gap	18
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	gap	domain	18
chr1	1920000	3	domain	domain	1
chr1	2120000	3,4,5,6,7,8	domain	domain	6
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	gap	18
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	gap	domain	18
chr1	3040000	3,4,5	domain	domain	3
chr1	3280000	3	domain	domain	1
chr1	3480000	3,4,5,6,7,8,9,10,11,12,13,14,15	domain	boundary	13
chr1	3640000	3	domain	domain	1
chr1	3920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	domain	18
chr1	4600000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	5040000	3	domain	domain	1
chr1	5240000	3	domain	domain	1
chr1	5440000	4,5,6,7,8	domain	domain	5
chr1	5760000	3,5	domain	boundary,domain	2
chr1	5840000	4	domain	domain	1
chr1	5960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	boundary,domain	18
chr1	6240000	3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	boundary,domain	17
chr1	6480000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	boundary,domain	18
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary	domain	18
chr1	7040000	3	domain	domain	1
chr1	7240000	3,4	domain	domain	2
chr1	7680000	3,4,5,6,7,8,9,11,12,14	domain	boundary	10
