chr	start	end	persistence_left	persistence_right	type	w
chr1	0	880000	21	21	gap	23
chr1	880000	1040000	21	21	domain	23
chr1	1040000	1080000	21	21	gap	23
chr1	1080000	1280000	21	21	domain	23
chr1	1280000	1760000	21	21	gap	23
chr1	1760000	2640000	21	21	domain	23
chr1	2640000	2760000	21	21	gap	23
chr1	2760000	3560000	21	21	domain	23
chr1	3560000	3600000	21	21	gap	23
chr1	3600000	6000000	21	21	domain	23
chr1	6000000	6200000	21	10		23
chr1	6200000	6480000	10	19		23
chr1	6480000	6680000	19	19	boundary,domain	23
chr1	6680000	7960000	19	21		23
chr1	7960000	8360000	21	21	boundary,domain	23
chr1	8360000	8880000	21	21	boundary,domain	23
chr1	8880000	9600000	21	21	boundary,domain	23
chr1	9600000	9880000	21	2		23
chr1	9880000	10480000	2	21	domain	23
chr1	10480000	11000000	21	21	domain	23
chr1	11000000	11800000	21	19		23
chr1	11800000	12840000	19	21		23
chr1	12840000	13360000	21	21	gap	23
chr1	13360000	15120000	21	21	domain	23
chr1	15120000	15320000	21	14	boundary,domain	23
chr1	15320000	15520000	14	21	boundary,domain	23
chr1	15520000	16480000	21	21	domain	23
chr1	16480000	16880000	21	21	gap	23
chr1	16880000	18880000	21	21		23
chr1	18880000	19120000	21	18	boundary,domain	23
chr1	19120000	19760000	18	6	boundary,domain	23
chr1	19760000	19880000	6	21		23
chr1	19880000	20200000	21	9	boundary,domain	23
chr1	20200000	20520000	9	11	boundary,domain	23
chr1	20520000	21960000	11	21		23
chr1	21960000	22000000	21	21	gap	23
chr1	22000000	22960000	21	21	domain	23
chr1	22960000	23760000	21	21	boundary,domain	23
chr1	23760000	25240000	21	21		23
chr1	25240000	25440000	21	21	gap	23
chr1	25440000	26480000	21	21		23
chr1	26480000	26920000	21	21	boundary,domain	23
chr1	26920000	27680000	21	21	domain	23
chr1	27680000	28240000	21	21		23
chr1	28240000	28880000	21	4	boundary,domain	23
chr1	28880000	29240000	4	21	boundary,domain	23
chr1	29240000	30720000	21	21	domain	23
chr1	30720000	30920000	21	19	boundary,domain	23
chr1	30920000	31080000	19	12	boundary,domain	23
chr1	31080000	31360000	12	7	boundary,domain	23
chr1	31360000	31440000	7	17		23
chr1	31440000	31600000	17	17	boundary,domain	23
chr1	31600000	32040000	17	21	boundary,domain	23
chr1	32040000	32880000	21	21		23
chr1	32880000	33160000	21	20		23
chr1	33160000	33480000	20	13		23
chr1	33480000	34760000	13	17		23
chr1	34760000	34840000	17	8		23
chr1	34840000	36080000	8	21		23
chr1	36080000	36480000	21	21	boundary,domain	23
chr1	36480000	37440000	21	21	domain	23
chr1	37440000	37880000	21	19		23
chr1	37880000	38000000	19	19	boundary,domain	23
chr1	38000000	39760000	19	21	domain	23
chr1	39760000	39800000	21	21	gap	23
chr1	39800000	41000000	21	21		23
chr1	41000000	41240000	21	21	boundary,domain	23
chr1	41240000	41440000	21	2		23
chr1	41440000	42880000	2	16		23
chr1	42880000	43160000	16	21	boundary,domain	23
chr1	43160000	44080000	21	21	domain	23
chr1	44080000	44720000	21	21	domain	23
chr1	44720000	45320000	21	21	domain	23
chr1	45320000	45560000	21	21		23
chr1	45560000	46880000	21	21	domain	23
chr1	46880000	46920000	21	21	gap	23
chr1	46920000	47080000	21	21	domain	23
chr1	47080000	47120000	21	21	gap	23
chr1	47120000	48080000	21	18		23
chr1	48080000	48280000	18	19		23
chr1	48280000	48560000	19	21	boundary,domain	23
chr1	48560000	50360000	21	21	domain	23
chr1	50360000	51240000	21	21	domain	23
chr1	51240000	51560000	21	8		23
chr1	51560000	51880000	8	21	boundary,domain	23
chr1	51880000	52040000	21	21		23
chr1	52040000	53240000	21	21	domain	23
chr1	53240000	53400000	21	18	boundary,domain	23
chr1	53400000	53800000	18	21	boundary,domain	23
chr1	53800000	55040000	21	21	boundary,domain	23
chr1	55040000	56800000	21	21		23
chr1	56800000	58520000	21	20	domain	23
chr1	58520000	58680000	20	21	boundary	23
chr1	58680000	59840000	21	21	domain	23
chr1	59840000	62160000	21	21	boundary,domain	23
chr1	62160000	62440000	21	12	domain	23
chr1	62440000	63560000	12	21	domain	23
chr1	63560000	64840000	21	17		23
chr1	64840000	66760000	17	21	boundary,domain	23
chr1	66760000	67520000	21	21	domain	23
chr1	67520000	67760000	21	14	boundary,domain	23
chr1	67760000	67840000	14	6	boundary,domain	23
chr1	67840000	68400000	6	21	domain	23
chr1	68400000	70080000	21	21		23
chr1	70080000	71080000	21	21	domain	23
chr1	71080000	73760000	21	21		23
chr1	73760000	74840000	21	21		23
chr1	74840000	74920000	21	1		23
chr1	74920000	75920000	1	21		23
chr1	75920000	77120000	21	21	domain	23
chr1	77120000	78000000	21	16	domain	23
chr1	78000000	78120000	16	19		23
chr1	78120000	78720000	19	21	domain	23
chr1	78720000	79240000	21	9	domain	23
chr1	79240000	79400000	9	15		23
chr1	79400000	81280000	15	21	domain	23
chr1	81280000	83120000	21	21	domain	23
chr1	83120000	83480000	21	21	gap	23
chr1	83480000	85280000	21	21		23
chr1	85280000	86120000	21	1		23
chr1	86120000	86360000	1	21		23
chr1	86360000	86720000	21	10	domain	23
chr1	86720000	87120000	10	21	domain	23
chr1	87120000	88640000	21	21		23
chr1	88640000	88920000	21	21	boundary,domain	23
chr1	88920000	89800000	21	14	domain	23
chr1	89800000	90040000	14	21	boundary,domain	23
chr1	90040000	92840000	21	19		23
chr1	92840000	93000000	19	11		23
chr1	93000000	93960000	11	20		23
chr1	93960000	94480000	20	21		23
chr1	94480000	94840000	21	21	domain	23
chr1	94840000	95080000	21	21	boundary,domain	23
chr1	95080000	95240000	21	21	boundary,domain	23
chr1	95240000	98520000	21	21	domain	23
chr1	98520000	99760000	21	21	domain	23
chr1	99760000	100920000	21	21	domain	23
chr1	100920000	101360000	21	21		23
chr1	101360000	103040000	21	21	domain	23
chr1	103040000	103080000	21	21	gap	23
chr1	103080000	103600000	21	21	domain	23
chr1	103600000	103880000	21	21	gap	23
chr1	103880000	104640000	21	21	domain	23
chr1	104640000	104680000	21	21	gap	23
chr1	104680000	105960000	21	15	domain	23
chr1	105960000	107200000	15	21	domain	23
chr1	107200000	108200000	21	21	domain	23
chr1	108200000	108480000	21	21	gap	23
chr1	108480000	109680000	21	21	domain	23
chr1	109680000	109720000	21	21	gap	23
chr1	109720000	111120000	21	17		23
chr1	111120000	111440000	17	21	boundary,domain	23
chr1	111440000	112360000	21	21	domain	23
chr1	112360000	112720000	21	21	boundary,domain	23
chr1	112720000	113080000	21	21	boundary,domain	23
chr1	113080000	113800000	21	19	domain	23
chr1	113800000	114800000	19	18		23
chr1	114800000	116600000	18	21		23
chr1	116600000	116640000	21	21	gap	23
chr1	116640000	117960000	21	21	domain	23
chr1	117960000	119960000	21	21	domain	23
chr1	119960000	145840000	21	21	gap	23
chr1	145840000	146040000	21	21	domain	23
chr1	146040000	147040000	21	21	gap	23
chr1	147040000	147200000	21	21	domain	23
chr1	147200000	147240000	21	21	gap	23
chr1	147240000	147920000	21	21	domain	23
chr1	147920000	149880000	21	21	gap	23
chr1	149880000	151280000	21	5		23
chr1	151280000	152040000	5	21	boundary,domain	23
chr1	152040000	152480000	21	21	boundary,domain	23
chr1	152480000	153320000	21	21	boundary,domain	23
chr1	153320000	153480000	21	17	boundary,domain	23
chr1	153480000	153640000	17	15		23
chr1	153640000	154000000	15	16	boundary,domain	23
chr1	154000000	155080000	16	17	boundary,domain	23
chr1	155080000	155200000	17	14	boundary,domain	23
chr1	155200000	156360000	14	21		23
chr1	156360000	156720000	21	21		23
