chr	pos	w	left_type	right_type	Persistence
chr1	40000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20		gap	18
chr1	880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	gap	domain	18
chr1	1080000	4	domain	domain	1
chr1	1320000	3,4,5,6	domain	domain	4
chr1	1520000	3	domain	domain	1
chr1	1680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	gap	18
chr1	1760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	gap	domain	18
chr1	1920000	3	domain	domain	1
chr1	2120000	3,4,5,6,7,8	domain	domain	6
chr1	2400000	3,4,5	domain	domain	3
chr1	2640000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	gap	18
chr1	2760000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	gap	domain	18
chr1	3000000	3,4,5	domain	domain	3
chr1	3280000	3	domain	domain	1
chr1	3440000	3,4,5,6,7,8,9,10,11,12,13,14,16	domain	boundary,domain	13
chr1	3880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	domain	18
chr1	4640000	3,4,5,6,7,8,9,10,11,12	domain	domain	10
chr1	5480000	3,4,5,6,7,8,9	domain	domain	7
chr1	5800000	3	domain	domain	1
chr1	5960000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	boundary,domain	18
chr1	6240000	3,4,5,9,10,11,12,14,15,16,17,18,19,20	boundary,domain	boundary,domain	14
chr1	6480000	3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	boundary,domain	17
chr1	6680000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	boundary,domain	domain	18
chr1	7240000	3,4	domain	domain	2
chr1	7680000	3,4,5,6,7,8,10,12,13,14,15	domain	boundary	11
chr1	7800000	3,7,13,19	boundary,domain	boundary,domain	4
chr1	7920000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	domain	18
chr1	8360000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	domain	18
chr1	8560000	14	domain	domain	1
chr1	8880000	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	domain	boundary,domain	18
chr1	9080000	4,5,8,9,10,11,13,14,15,16,17,18,20	boundary	boundary,domain	13
chr1	9240000	3,4,5,6,8,9,10,11,15,19	boundary,domain	boundary,domain	10
chr1	9480000	3,4	domain	boundary,domain	2
