chr	start	end	persistence_left	persistence_right	type	w
chr1	40000	880000	21	21	gap	23
chr1	880000	1040000	21	21	domain	23
chr1	1040000	1080000	21	21	gap	23
chr1	1080000	1280000	21	21	domain	23
chr1	1280000	1760000	21	21	gap	23
chr1	1760000	2280000	21	21	domain	23
chr1	2280000	2320000	21	21	gap	23
chr1	2320000	2520000	21	21	domain	23
chr1	2520000	2760000	21	21	gap	23
chr1	2760000	3560000	21	21	domain	23
chr1	3560000	3600000	21	21	gap	23
chr1	3600000	6000000	21	21	domain	23
chr1	6000000	6240000	21	16	boundary,domain	23
chr1	6240000	6480000	16	21	boundary,domain	23
chr1	6480000	6640000	21	21		23
chr1	6640000	7960000	21	21		23
chr1	7960000	8360000	21	21	boundary,domain	23
chr1	8360000	8880000	21	21	domain	23
chr1	8880000	9120000	21	15	boundary,domain	23
chr1	9120000	9600000	15	21	boundary,domain	23
chr1	9600000	9920000	21	15		23
chr1	9920000	10160000	15	8		23
chr1	10160000	10480000	8	21	boundary,domain	23
chr1	10480000	11000000	21	21	domain	23
chr1	11000000	11240000	21	14	boundary,domain	23
chr1	11240000	12840000	14	21	domain	23
chr1	12840000	13360000	21	21	gap	23
chr1	13360000	15120000	21	21	domain	23
chr1	15120000	15320000	21	17	boundary,domain	23
chr1	15320000	15520000	17	21	boundary,domain	23
chr1	15520000	16480000	21	21		23
chr1	16480000	16880000	21	21	gap	23
chr1	16880000	18880000	21	21		23
chr1	18880000	19120000	21	16	boundary,domain	23
chr1	19120000	19280000	16	13	boundary,domain	23
chr1	19280000	19880000	13	21		23
chr1	19880000	21400000	21	21		23
chr1	21400000	21440000	21	21	gap	23
chr1	21440000	22960000	21	21	domain	23
chr1	22960000	23480000	21	13		23
chr1	23480000	23760000	13	21		23
chr1	23760000	23960000	21	1		23
chr1	23960000	25360000	1	21	domain	23
chr1	25360000	25440000	21	21	gap	23
chr1	25440000	26480000	21	21		23
chr1	26480000	26920000	21	20	boundary,domain	23
