chr	pos	w	left_type	right_type	Persistence
chr1	40000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23		gap	21
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	1320000	3|4|5|6	domain	domain	4
chr1	1640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	1920000	3	domain	domain	1
chr1	2080000	6|7	domain	domain	2
chr1	2160000	3|4|5	domain	domain	3
chr1	2400000	3|4|5	domain	domain	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	3040000	3|4|5	domain	domain	3
chr1	3480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	domain	boundary	14
chr1	3920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	4240000	3	domain	domain	1
chr1	4320000	5	domain	domain	1
chr1	4600000	3|4|5|6|7|8|9	domain	domain	7
chr1	4840000	3|4|5	domain	domain	3
chr1	5040000	3|4	domain	domain	2
chr1	5480000	3|4|5|6|7|8|9|10|11|12|13|14|15	domain	domain	13
chr1	5640000	18	domain	boundary	1
chr1	5760000	3|4|5	domain	domain	3
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	6200000	3|21|22	boundary	boundary	3
chr1	6360000	20	boundary	boundary	1
chr1	6480000	3|4|5|6|8|10|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	18
chr1	6680000	4|5|6|7|8|9|10|11|12|13	domain|boundary	domain	10
chr1	7240000	4|5	domain	domain	2
chr1	7640000	3|4|5|6|7|9	domain	domain|boundary	6
chr1	7760000	8|16	domain	boundary	2
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	8360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	9080000	3|12	domain|boundary	domain	2
chr1	9240000	3|4|5|6|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	20
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	9880000	3|4|5|6|17|18|21|23	domain|boundary	domain|boundary	8
chr1	10160000	3|4|5	domain	domain	3
chr1	10480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	11240000	3|4|5|6|7|8|9|16|17|18|19|20|21|22	domain|boundary	domain	14
chr1	11640000	3|4|5|6|8	domain	domain|boundary	5
chr1	11800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23	domain|boundary	domain|boundary	20
chr1	11920000	5|6|7|8|10|11|12|13|14|15|16|17|18|19	boundary|domain	domain|boundary	14
chr1	12000000	3|4|15	boundary	domain	3
chr1	12240000	3|4|5|6|7|8|9|10|11	domain|boundary	domain	9
chr1	12800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
