chr	pos	w	left_type	right_type	Persistence
chr1	0	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23		gap	21
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	1080000	3|4	domain	domain	2
chr1	1360000	3|4|5|6	domain	domain	4
chr1	1640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	1920000	3	domain	domain	1
chr1	2080000	7	domain	domain	1
chr1	2160000	3|4|5|6|9	domain	domain	5
chr1	2400000	3|4|5	domain	domain	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	3040000	3|4|5	domain	domain	3
chr1	3480000	3|4|5|6|7|8|9|10|11|12|13|16	domain	boundary	12
chr1	3920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	4600000	3|4|5|6|7|8|9|10|11	domain	domain	9
chr1	4840000	3|4	domain	domain	2
chr1	5400000	9	domain	domain	1
chr1	5480000	3|4|5|6|7|8|9	domain	domain	7
chr1	5800000	3|4	domain	domain	2
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	6200000	3|4|11|12|13|14|16|17|18|19|20|21	boundary	domain	12
chr1	6480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	domain|boundary	domain	18
chr1	7200000	3	domain	domain	1
chr1	7640000	3|4|5|6|7|9	domain	domain|boundary	6
chr1	7760000	12|13|14	domain	boundary	3
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	8360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	8720000	3	domain	domain	1
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	9120000	8|11|12|13|19|20|21|22|23	domain|boundary	domain|boundary	9
chr1	9240000	3|4|5|6|15	domain|boundary	domain	5
chr1	9480000	3|4	domain	domain	2
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	9880000	3|15|16|17|18|19|23	boundary	domain	7
chr1	10200000	17|18|19|23	domain	boundary	4
chr1	10440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	11240000	3|4|5|6|7|8|9|18|19|20	domain|boundary	domain	10
chr1	11640000	3|4|5|6	domain	domain	4
chr1	11800000	3|7|8|9|10|11|13|14|21|22|23	domain	domain|boundary	11
chr1	11920000	17|18|19	domain	domain	3
chr1	12040000	3|4|5|12|13|14|15|16	domain|boundary	domain	8
chr1	12200000	3|4|5|6|7|8|9|10|11	boundary	domain	9
chr1	12800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	13360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	13640000	3|4|5|6	domain	domain	4
chr1	14000000	3|4|5|6|7|8|9|10|11|12|13|14|15	domain	domain	13
chr1	14760000	3|4	domain	domain	2
chr1	15120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	15320000	3|4|10|11|12|13|16|17|18|21|22|23	domain|boundary	domain|boundary	12
chr1	15520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	domain|boundary	domain	16
chr1	16040000	3|4|5|6|7|8|9|10	domain	domain	8
chr1	16240000	3|4|5	domain	domain	3
chr1	16360000	3	domain	domain	1
chr1	16520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	16880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	17080000	3	domain	domain	1
chr1	17400000	3|4|5|6|7|8|9|10|11|12	domain	domain	10
chr1	17680000	3|4|5|6|7|8|9	domain	domain	7
chr1	18600000	3|4|5|6|7|8|9|10|11|12|13|14|15|17	domain	domain|boundary	14
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	19080000	3|4|10|11|12|13|14|15|18|19|20|21|22|23	domain|boundary	domain	14
chr1	19280000	3|4|5|6|7|8|9	domain	domain	7
chr1	19720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	domain	domain|boundary	14
chr1	19880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	20200000	3|4|5|6|7|22|23	domain|boundary	domain	7
chr1	20520000	3|4|5|6|7|8|10|11|12|13|14|15|17|21|22|23	domain	domain|boundary	16
chr1	20680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	21200000	3|4|5|6|7|8|9|10|11|12|13	domain	domain	11
chr1	21440000	3|4|14|15|20	domain	domain	5
chr1	21680000	3|4|5|6|7|8|9|10|11|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	17
chr1	22040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	22400000	3|4|5|6	domain	domain	4
chr1	22680000	3|4|5|6|7|8	domain	domain	6
chr1	22960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
chr1	23280000	4|5|10	domain	domain|boundary	3
chr1	23480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	23680000	3|4|5|6|7|8|9|10|11	domain|boundary	domain|boundary	9
chr1	23760000	4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|21|22|23	boundary	domain|boundary	19
chr1	24040000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	17
chr1	24120000	5|6|8|9|11|12	domain|boundary	domain	6
chr1	24200000	3	domain	domain	1
chr1	24400000	3|4|5|6|8|12	domain	domain	6
chr1	24640000	3|4|5|6|7|8|9|10|11|12|13|14|15	domain	domain	13
chr1	24840000	3|4|5|6|7|8|9|10	domain	domain	8
chr1	25280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	gap	21
chr1	25400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	gap	domain	21
chr1	25560000	3	domain	domain	1
chr1	25840000	3|4|5|6|7|8|9|10	domain	domain|boundary	8
chr1	26040000	3|4|5|6|7|8|9|10|11|12|13|14|15	domain|boundary	domain|boundary	13
chr1	26160000	3|6|7|8|9|10|11|12|13|14|15|16|17|18	domain|boundary	domain|boundary	14
chr1	26480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	26800000	3|4	domain	domain	2
chr1	26920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	27280000	3|4|5|6|7|8|9|17|18|19|20|21|22|23	domain|boundary	domain|boundary	14
chr1	27400000	3|4|5|8|20|23	domain|boundary	domain|boundary	6
chr1	27720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain	21
chr1	27840000	3	domain	domain	1
chr1	28000000	14|15|16|17|18|19|20|21|22	boundary	domain|boundary	9
chr1	28240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain|boundary	21
chr1	28520000	19	boundary	domain	1
chr1	28760000	9|10|20|21|22|23	domain|boundary	domain|boundary	6
chr1	28880000	19|20|21|22|23	domain|boundary	boundary	5
chr1	29240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain|boundary	domain	21
chr1	29480000	5	domain	domain	1
chr1	30120000	3|4	domain	domain	2
chr1	30720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	domain	domain|boundary	21
