chr	start	end	persistence_left	persistence_right	type	w
chr1	40000	880000	21	21	gap	23
chr1	880000	1640000	21	21	domain	23
chr1	1640000	1760000	21	21	gap	23
chr1	1760000	2640000	21	21	domain	23
chr1	2640000	2760000	21	21	gap	23
chr1	2760000	3880000	21	21		23
chr1	3880000	6000000	21	21	domain	23
chr1	6000000	6440000	21	21	boundary,domain	23
chr1	6440000	7960000	21	21	boundary,domain	23
chr1	7960000	8360000	21	21	boundary,domain	23
chr1	8360000	8880000	21	21	domain	23
chr1	8880000	9080000	21	7		23
chr1	9080000	9600000	7	21	boundary,domain	23
chr1	9600000	9920000	21	15	boundary,domain	23
chr1	9920000	10440000	15	21	domain	23
chr1	10440000	11000000	21	21	domain	23
chr1	11000000	11240000	21	16	boundary,domain	23
chr1	11240000	11800000	16	9	domain	23
chr1	11800000	12840000	9	21		23
chr1	12840000	13360000	21	21	gap	23
chr1	13360000	15120000	21	21	domain	23
chr1	15120000	15320000	21	13	boundary,domain	23
chr1	15320000	15520000	13	21	boundary,domain	23
chr1	15520000	16480000	21	21		23
chr1	16480000	16880000	21	21	gap	23
chr1	16880000	18880000	21	21		23
chr1	18880000	19080000	21	19	boundary,domain	23
chr1	19080000	19880000	19	21	boundary,domain	23
chr1	19880000	20200000	21	8	boundary,domain	23
chr1	20200000	20520000	8	13	boundary,domain	23
chr1	20520000	21960000	13	21		23
chr1	21960000	22000000	21	21	gap	23
chr1	22000000	22960000	21	21	domain	23
chr1	22960000	23800000	21	14		23
chr1	23800000	24040000	14	20		23
chr1	24040000	25280000	20	21		23
chr1	25280000	25400000	21	21	gap	23
chr1	25400000	26480000	21	21		23
chr1	26480000	26920000	21	20	boundary,domain	23
chr1	26920000	27280000	20	16	boundary,domain	23
chr1	27280000	27800000	16	10	boundary,domain	23
chr1	27800000	28240000	10	21		23
chr1	28240000	28760000	21	8	boundary,domain	23
chr1	28760000	28880000	8	4	boundary,domain	23
chr1	28880000	29240000	4	21		23
chr1	29240000	30720000	21	21	domain	23
chr1	30720000	30920000	21	18	boundary,domain	23
chr1	30920000	31640000	18	18		23
chr1	31640000	32040000	18	20		23
chr1	32040000	32200000	20	10		23
chr1	32200000	32400000	10	21	boundary,domain	23
chr1	32400000	32880000	21	21	boundary,domain	23
chr1	32880000	33120000	21	21	boundary,domain	23
chr1	33120000	33480000	21	13	boundary,domain	23
chr1	33480000	34880000	13	21		23
chr1	34880000	36080000	21	21		23
chr1	36080000	36480000	21	21	boundary,domain	23
chr1	36480000	37440000	21	21	domain	23
chr1	37440000	37840000	21	20	domain	23
chr1	37840000	39040000	20	11	domain	23
chr1	39040000	39600000	11	21	domain	23
chr1	39600000	39760000	21	21		23
chr1	39760000	40040000	21	21		23
chr1	40040000	40480000	21	19		23
chr1	40480000	40840000	19	8		23
chr1	40840000	41000000	8	21		23
chr1	41000000	41240000	21	21	boundary,domain	23
chr1	41240000	41520000	21	21	boundary,domain	23
chr1	41520000	42760000	21	21	domain	23
chr1	42760000	43160000	21	21	boundary,domain	23
chr1	43160000	44080000	21	19		23
chr1	44080000	44720000	19	21	domain	23
chr1	44720000	45320000	21	21	domain	23
chr1	45320000	45560000	21	21	boundary,domain	23
chr1	45560000	46880000	21	21	domain	23
chr1	46880000	46920000	21	21	gap	23
chr1	46920000	47080000	21	21	domain	23
chr1	47080000	47120000	21	21	gap	23
chr1	47120000	48080000	21	21	domain	23
chr1	48080000	48560000	21	17		23
chr1	48560000	50360000	17	21	domain	23
chr1	50360000	51240000	21	21	domain	23
chr1	51240000	51560000	21	12	boundary,domain	23
chr1	51560000	51840000	12	21	boundary,domain	23
chr1	51840000	52040000	21	21	boundary,domain	23
chr1	52040000	52320000	21	3	boundary,domain	23
chr1	52320000	53240000	3	21	domain	23
chr1	53240000	53400000	21	16		23
chr1	53400000	53840000	16	21	domain	23
chr1	53840000	54040000	21	13	boundary,domain	23
chr1	54040000	55040000	13	21		23
chr1	55040000	56800000	21	21		23
chr1	56800000	58480000	21	21	domain	23
