eigval1	eigval2	eigval3
1710.7325691897474	-1058.79256626847	957.7531141832603
1476.148877208802	751.459031338397	640.1832951543889
1289.5013627916596	1134.8914141176497	-836.528487142963
839.5856573647245	540.9500860629622	-535.6115805119862
1026.742668044741	-497.08160543994404	437.3936126922596
1129.211609432988	-762.5344389768659	513.8730859624054
976.4536854749683	737.3497518993333	-561.3202110756129
940.4916326603673	-546.0698821904477	457.5924066651717
717.0872757771921	-502.54439700569094	474.18098572580817
976.5338202460684	472.9548869589627	-441.7544126853975
1218.3204511097185	-605.3099230062705	506.0753316290949
1054.688932607876	-423.37871092047	379.207307824208
-452.60384503381704	448.51972177550476	331.08610897634986
597.8494561992125	255.90147374585817	-239.5611199597959
549.9105447692384	-254.96648355863653	247.49219038341985
606.7347717100523	335.7732606827547	-276.370149781759
559.1130250179244	305.7645376196945	-227.24337895414888
338.3176510716967	158.71690801957956	-144.32686535399657
487.25179267666306	331.810633947708	-281.94565470420605
385.39687062591724	277.239177441214	-267.6157852650581
234.67940246233883	-158.6765701682168	101.30977133953084
201.07488078286883	109.44777020385256	-89.81579121680716
788.4434306942053	637.4825656697029	-546.1684465249887
-72.50123813784873	69.02841477452316	65.2893736888311
		
