eigval1	eigval2	eigval3
1577.4493748907862	-974.0554258131386	883.68164965802
1392.9481347197623	683.8443982387842	595.9298056574205
1109.9980892203816	1054.8099622002449	-780.2338606439464
861.0606305152719	634.6997565773576	-545.4404854978857
934.815333833253	-466.93679466639355	443.6125597323574
1098.3984032322035	-701.8291962886659	485.65112008618655
898.3860612928047	637.0965329225266	-479.0189669594789
900.2438032119915	-470.0725835906185	419.14493262997473
615.8010496846772	452.87657233879855	-437.73970536623835
913.0544646576984	439.4242246489426	-424.35338785621536
1130.2906504432742	-542.1453860537767	510.54216290730096
905.6451287547574	-379.62601041096787	362.88564399380573
459.3843289247194	-424.0846283454847	318.381606803112
596.9711268136124	242.05731764032546	-209.5554359813059
540.5273237796993	-245.80109358294303	245.42625529219887
612.9156335203037	302.5544178763984	266.49801367143476
536.6587779374048	258.06506500206217	-189.3085609879889
327.87485588262405	149.8784752326056	-147.15703269844215
434.20074561207747	331.69300002612664	-257.8004369822046
374.6508503668514	283.13629177881865	-262.4725384744335
227.28104480728717	-171.73489969836513	102.11436263219034
226.37592760937932	107.57821870728696	-90.46664744919957
804.5492731860545	642.3469032170731	-522.2138880182263
-76.71994153685947	74.45181499464407	57.95907903718903
		
