eigval1	eigval2	eigval3
1407.2690698533052	-778.7405499356671	715.594567743756
1192.9733158790027	556.409096110359	518.428023825264
1176.3745268092175	1053.600969346466	-793.0340821925686
701.0556069357708	561.7479952831887	-461.8849293947618
874.255603065984	387.3039694431719	-368.40450180962404
1080.516111611606	-700.261614990941	441.0524578041994
835.6778455447939	613.1702880129908	-469.49855823726307
806.5174834521988	-423.4255060927011	403.7998584498761
591.7023004078007	-413.73577540952186	407.1610791766842
933.140044238702	448.23357078236194	-375.37901512265955
1073.7639817167678	-473.0084714452413	458.1809136473021
814.2015873566202	314.2653506455072	-310.86966784579863
385.59182629097256	-255.39121031757796	228.8990575500402
529.2169032547133	250.31688622502105	-229.77264118010478
535.8242705666831	-247.72988278658815	226.02397697646273
570.0319445751782	328.4827665591501	245.95213403356223
490.12443965018423	215.10461161105036	-178.66953342113223
305.97775353170306	163.03959684502757	-151.09704742034802
310.19295993040964	293.88967702822595	-184.95189973862765
369.92228345873457	-241.84688284466063	225.57795170875738
227.2333580714781	-156.19801208289093	101.43436462171397
182.23271471202406	99.6905956833003	-89.69286585608984
746.629721691824	557.2380832792682	-539.9004667507775
66.6293704472887	-66.09171170308429	53.789189779507545
		
