eigval1	eigval2	eigval3
1796.4270359244388	1091.3909264137199	-1025.9381864359143
1535.281462280293	721.6253196187323	655.4925829481831
1377.6969318545082	968.2749835641849	-775.0594398947385
918.4140182442623	659.9958122076752	-565.5422809079818
1044.402888145577	-482.3587988824237	442.3417434133868
1244.272115120384	-652.9118919037314	518.9970492776847
1102.9665956075555	643.897340364937	488.4368632189898
1043.823956026053	-524.9743151609493	454.1139016967997
677.610828316432	-443.5444194893982	435.0286775678259
991.9411376494861	466.9390319922818	-365.91429762295667
1257.7290555003322	559.1258069355589	-549.8310526727159
1100.9360406283358	-438.02232865972803	391.13044009017244
526.5848905740968	-403.27504679861926	333.373045281913
668.6211518367575	267.64531971104964	-243.41732462090414
672.5023727546954	-324.96062886951233	312.9895206206741
729.3852034527603	349.6503299856196	260.5257144249776
608.6333210027404	266.34451308006	-205.33616399583732
413.24313507948506	169.78191194425278	-164.03242547334293
427.20708800989644	346.37601767368653	-256.97185960203046
440.47398553173434	-311.55067627004865	285.6442773142337
301.690333257239	-185.55056227871862	-112.4568398794211
216.8354809549266	111.07766441186126	-91.71980883494513
901.2368312588245	568.3392482950063	-561.9669572366021
85.6085054137557	-77.8677235389136	61.02751343038999
		
