eigval1	eigval2	eigval3
1956.3989522680167	-1008.3792458846718	862.9798043920943
1689.71346319747	785.1919861959373	-662.2132965000447
1535.5535655414058	1018.2591686389251	-897.8004161054607
967.1938058361501	-554.0857344386333	537.6059382278379
1166.590859297445	-544.7723636255009	502.5016572808998
1409.5356025693445	-897.3498201470783	618.9760607805235
1235.0607697731266	595.4869016397545	513.3234660116068
1079.676689212584	-541.4183091270183	478.8228296577494
631.1135172964716	522.0642071170469	-466.6936581894727
1189.103472190097	518.8934596756774	-419.1767639701604
1315.0343816091538	581.0080757402889	-546.7228570688919
1153.770990556538	444.56424430178845	-414.20042760532294
572.2887308077859	-431.1895628482662	330.92413501725906
712.3096810547826	287.5482177335765	-242.2055331914239
587.5083448778599	300.34607208054535	-279.30205283139486
720.6071910203716	402.0697604695798	-275.37901255246163
518.6377112316038	256.6166714270283	-212.24594740524307
448.42273282833963	191.7154729164152	-181.32775023254905
380.33709601051623	334.93540733572576	-244.16983147019008
436.03550818997536	279.3129112878041	-246.33717196361664
294.92358702267063	-197.9507320325823	-120.48415273408784
177.16816048168033	113.24475327564963	-93.26780421174239
1023.0284989747082	580.5497432679713	-521.9510052714525
68.13268701683862	-65.40179699861028	-54.32624954823966
		
