chr	from.id	from.coord	to.id	to.coord	tag	size
chr5	1	0	1	40000	gap	40000
chr5	2	40000	17	680000	domain	640000
chr5	18	680000	21	840000	gap	160000
chr5	22	840000	42	1680000	domain	840000
chr5	43	1680000	54	2160000	boundary	480000
chr5	55	2160000	121	4840000	domain	2680000
chr5	122	4840000	128	5120000	boundary	280000
chr5	129	5120000	136	5440000	domain	320000
chr5	137	5440000	182	7280000	domain	1840000
chr5	183	7280000	183	7320000	gap	40000
chr5	184	7320000	231	9240000	domain	1920000
chr5	232	9240000	256	10240000	domain	1000000
chr5	257	10240000	261	10440000	boundary	200000
chr5	262	10440000	266	10640000	boundary	200000
chr5	267	10640000	307	12280000	domain	1640000
chr5	308	12280000	349	13960000	domain	1680000
chr5	350	13960000	359	14360000	boundary	400000
chr5	360	14360000	367	14680000	domain	320000
chr5	368	14680000	376	15040000	boundary	360000
chr5	377	15040000	404	16160000	domain	1120000
chr5	405	16160000	411	16440000	boundary	280000
chr5	412	16440000	417	16680000	boundary	240000
chr5	418	16680000	438	17520000	domain	840000
chr5	439	17520000	440	17600000	gap	80000
chr5	441	17600000	460	18400000	domain	800000
chr5	461	18400000	491	19640000	domain	1240000
chr5	492	19640000	517	20680000	domain	1040000
chr5	518	20680000	524	20960000	gap	280000
chr5	525	20960000	532	21280000	domain	320000
chr5	533	21280000	539	21560000	gap	280000
chr5	540	21560000	549	21960000	domain	400000
chr5	550	21960000	556	22240000	gap	280000
chr5	557	22240000	597	23880000	domain	1640000
chr5	598	23880000	598	23920000	gap	40000
chr5	599	23920000	617	24680000	domain	760000
chr5	618	24680000	636	25440000	domain	760000
chr5	637	25440000	672	26880000	domain	1440000
chr5	673	26880000	697	27880000	domain	1000000
chr5	698	27880000	723	28920000	domain	1040000
chr5	724	28920000	751	30040000	domain	1120000
chr5	752	30040000	759	30360000	boundary	320000
chr5	760	30360000	785	31400000	domain	1040000
chr5	786	31400000	803	32120000	domain	720000
chr5	804	32120000	812	32480000	boundary	360000
chr5	813	32480000	816	32640000	boundary	160000
chr5	817	32640000	852	34080000	domain	1440000
chr5	853	34080000	860	34400000	gap	320000
chr5	861	34400000	902	36080000	domain	1680000
chr5	903	36080000	918	36720000	domain	640000
chr5	919	36720000	924	36960000	boundary	240000
chr5	925	36960000	935	37400000	boundary	440000
chr5	936	37400000	956	38240000	domain	840000
chr5	957	38240000	959	38360000	boundary	120000
chr5	960	38360000	978	39120000	domain	760000
chr5	979	39120000	989	39560000	boundary	440000
chr5	990	39560000	1022	40880000	domain	1320000
chr5	1023	40880000	1046	41840000	domain	960000
chr5	1047	41840000	1073	42920000	domain	1080000
chr5	1074	42920000	1077	43080000	boundary	160000
chr5	1078	43080000	1089	43560000	boundary	480000
chr5	1090	43560000	1125	45000000	domain	1440000
chr5	1126	45000000	1147	45880000	domain	880000
chr5	1148	45880000	1257	50280000	gap	4400000
chr5	1258	50280000	1262	50480000	domain	200000
chr5	1263	50480000	1266	50640000	gap	160000
chr5	1267	50640000	1317	52680000	domain	2040000
chr5	1318	52680000	1323	52920000	boundary	240000
chr5	1324	52920000	1328	53120000	boundary	200000
chr5	1329	53120000	1356	54240000	domain	1120000
chr5	1357	54240000	1362	54480000	boundary	240000
chr5	1363	54480000	1373	54920000	domain	440000
chr5	1374	54920000	1379	55160000	boundary	240000
chr5	1380	55160000	1399	55960000	domain	800000
chr5	1400	55960000	1406	56240000	boundary	280000
chr5	1407	56240000	1432	57280000	domain	1040000
chr5	1433	57280000	1462	58480000	domain	1200000
chr5	1463	58480000	1472	58880000	boundary	400000
chr5	1473	58880000	1495	59800000	domain	920000
chr5	1496	59800000	1517	60680000	domain	880000
chr5	1518	60680000	1523	60920000	boundary	240000
chr5	1524	60920000	1555	62200000	domain	1280000
chr5	1556	62200000	1560	62400000	boundary	200000
chr5	1561	62400000	1570	62800000	domain	400000
chr5	1571	62800000	1581	63240000	domain	440000
chr5	1582	63240000	1603	64120000	domain	880000
chr5	1604	64120000	1616	64640000	domain	520000
chr5	1617	64640000	1639	65560000	domain	920000
chr5	1640	65560000	1655	66200000	domain	640000
chr5	1656	66200000	1681	67240000	domain	1040000
chr5	1682	67240000	1707	68280000	domain	1040000
chr5	1708	68280000	1738	69520000	domain	1240000
chr5	1739	69520000	1786	71440000	gap	1920000
chr5	1787	71440000	1809	72360000	domain	920000
chr5	1810	72360000	1814	72560000	boundary	200000
chr5	1815	72560000	1823	72920000	domain	360000
chr5	1824	72920000	1839	73560000	domain	640000
chr5	1840	73560000	1846	73840000	boundary	280000
chr5	1847	73840000	1867	74680000	domain	840000
chr5	1868	74680000	1873	74920000	boundary	240000
chr5	1874	74920000	1907	76280000	domain	1360000
chr5	1908	76280000	1920	76800000	domain	520000
chr5	1921	76800000	1926	77040000	boundary	240000
chr5	1927	77040000	1938	77520000	domain	480000
chr5	1939	77520000	1957	78280000	domain	760000
chr5	1958	78280000	1975	79000000	domain	720000
chr5	1976	79000000	1988	79520000	domain	520000
chr5	1989	79520000	2010	80400000	domain	880000
chr5	2011	80400000	2017	80680000	boundary	280000
chr5	2018	80680000	2033	81320000	domain	640000
chr5	2034	81320000	2057	82280000	domain	960000
chr5	2058	82280000	2091	83640000	domain	1360000
chr5	2092	83640000	2130	85200000	domain	1560000
chr5	2131	85200000	2157	86280000	domain	1080000
chr5	2158	86280000	2158	86320000	gap	40000
chr5	2159	86320000	2185	87400000	domain	1080000
chr5	2186	87400000	2194	87760000	domain	360000
chr5	2195	87760000	2222	88880000	domain	1120000
chr5	2223	88880000	2223	88920000	gap	40000
chr5	2224	88920000	2260	90400000	domain	1480000
chr5	2261	90400000	2267	90680000	boundary	280000
chr5	2268	90680000	2270	90800000	boundary	120000
chr5	2271	90800000	2286	91440000	domain	640000
chr5	2287	91440000	2340	93600000	domain	2160000
chr5	2341	93600000	2347	93880000	domain	280000
chr5	2348	93880000	2373	94920000	domain	1040000
chr5	2374	94920000	2382	95280000	domain	360000
chr5	2383	95280000	2391	95640000	domain	360000
chr5	2392	95640000	2409	96360000	domain	720000
chr5	2410	96360000	2418	96720000	boundary	360000
chr5	2419	96720000	2430	97200000	domain	480000
chr5	2431	97200000	2480	99200000	domain	2000000
chr5	2481	99200000	2481	99240000	gap	40000
chr5	2482	99240000	2485	99400000	domain	160000
chr5	2486	99400000	2489	99560000	gap	160000
chr5	2490	99560000	2501	100040000	domain	480000
chr5	2502	100040000	2503	100120000	gap	80000
chr5	2504	100120000	2508	100320000	domain	200000
chr5	2509	100320000	2510	100400000	gap	80000
chr5	2511	100400000	2559	102360000	domain	1960000
chr5	2560	102360000	2580	103200000	domain	840000
chr5	2581	103200000	2588	103520000	boundary	320000
chr5	2589	103520000	2667	106680000	domain	3160000
chr5	2668	106680000	2668	106720000	gap	40000
chr5	2669	106720000	2693	107720000	domain	1000000
chr5	2694	107720000	2710	108400000	domain	680000
chr5	2711	108400000	2738	109520000	domain	1120000
chr5	2739	109520000	2768	110720000	domain	1200000
chr5	2769	110720000	2777	111080000	boundary	360000
chr5	2778	111080000	2804	112160000	domain	1080000
chr5	2805	112160000	2813	112520000	boundary	360000
chr5	2814	112520000	2824	112960000	boundary	440000
chr5	2825	112960000	2840	113600000	domain	640000
chr5	2841	113600000	2877	115080000	domain	1480000
chr5	2878	115080000	2882	115280000	boundary	200000
chr5	2883	115280000	2890	115600000	domain	320000
chr5	2891	115600000	2896	115840000	domain	240000
chr5	2897	115840000	2902	116080000	boundary	240000
chr5	2903	116080000	2935	117400000	domain	1320000
chr5	2936	117400000	2974	118960000	domain	1560000
chr5	2975	118960000	2986	119440000	domain	480000
chr5	2987	119440000	3020	120800000	domain	1360000
chr5	3021	120800000	3049	121960000	domain	1160000
chr5	3050	121960000	3054	122160000	boundary	200000
chr5	3055	122160000	3061	122440000	boundary	280000
chr5	3062	122440000	3091	123640000	domain	1200000
chr5	3092	123640000	3158	126320000	domain	2680000
chr5	3159	126320000	3165	126600000	boundary	280000
chr5	3166	126600000	3188	127520000	domain	920000
chr5	3189	127520000	3222	128880000	domain	1360000
chr5	3223	128880000	3245	129800000	domain	920000
chr5	3246	129800000	3278	131120000	domain	1320000
chr5	3279	131120000	3286	131440000	boundary	320000
chr5	3287	131440000	3305	132200000	domain	760000
chr5	3306	132200000	3313	132520000	boundary	320000
chr5	3314	132520000	3327	133080000	domain	560000
chr5	3328	133080000	3350	134000000	domain	920000
chr5	3351	134000000	3373	134920000	domain	920000
chr5	3374	134920000	3394	135760000	domain	840000
chr5	3395	135760000	3395	135800000	gap	40000
chr5	3396	135800000	3419	136760000	domain	960000
chr5	3420	136760000	3441	137640000	domain	880000
chr5	3442	137640000	3444	137760000	boundary	120000
chr5	3445	137760000	3454	138160000	boundary	400000
chr5	3455	138160000	3461	138440000	boundary	280000
chr5	3462	138440000	3485	139400000	domain	960000
chr5	3486	139400000	3488	139520000	boundary	120000
chr5	3489	139520000	3505	140200000	boundary	680000
chr5	3506	140200000	3509	140360000	boundary	160000
chr5	3510	140360000	3518	140720000	boundary	360000
chr5	3519	140720000	3541	141640000	domain	920000
chr5	3542	141640000	3549	141960000	boundary	320000
chr5	3550	141960000	3568	142720000	domain	760000
chr5	3569	142720000	3573	142920000	boundary	200000
chr5	3574	142920000	3605	144200000	domain	1280000
chr5	3606	144200000	3653	146120000	domain	1920000
chr5	3654	146120000	3662	146480000	boundary	360000
chr5	3663	146480000	3685	147400000	domain	920000
chr5	3686	147400000	3690	147600000	domain	200000
chr5	3691	147600000	3696	147840000	boundary	240000
chr5	3697	147840000	3732	149280000	domain	1440000
chr5	3733	149280000	3740	149600000	boundary	320000
chr5	3741	149600000	3745	149800000	boundary	200000
chr5	3746	149800000	3750	150000000	domain	200000
chr5	3751	150000000	3761	150440000	boundary	440000
chr5	3762	150440000	3783	151320000	domain	880000
chr5	3784	151320000	3794	151760000	boundary	440000
chr5	3795	151760000	3813	152520000	domain	760000
chr5	3814	152520000	3815	152600000	boundary	80000
chr5	3816	152600000	3849	153960000	domain	1360000
chr5	3850	153960000	3861	154440000	domain	480000
chr5	3862	154440000	3866	154640000	domain	200000
chr5	3867	154640000	3874	154960000	boundary	320000
chr5	3875	154960000	3929	157160000	domain	2200000
chr5	3930	157160000	3944	157760000	domain	600000
chr5	3945	157760000	3950	158000000	boundary	240000
chr5	3951	158000000	3978	159120000	domain	1120000
chr5	3979	159120000	4000	160000000	domain	880000
chr5	4001	160000000	4011	160440000	boundary	440000
chr5	4012	160440000	4043	161720000	domain	1280000
chr5	4044	161720000	4086	163440000	domain	1720000
chr5	4087	163440000	4137	165480000	domain	2040000
chr5	4138	165480000	4192	167680000	domain	2200000
chr5	4193	167680000	4206	168240000	domain	560000
chr5	4207	168240000	4215	168600000	boundary	360000
chr5	4216	168600000	4241	169640000	domain	1040000
chr5	4242	169640000	4252	170080000	domain	440000
chr5	4253	170080000	4267	170680000	domain	600000
chr5	4268	170680000	4284	171360000	domain	680000
chr5	4285	171360000	4311	172440000	domain	1080000
chr5	4312	172440000	4317	172680000	boundary	240000
chr5	4318	172680000	4324	172960000	domain	280000
chr5	4325	172960000	4332	173280000	boundary	320000
chr5	4333	173280000	4340	173600000	boundary	320000
chr5	4341	173600000	4358	174320000	domain	720000
chr5	4359	174320000	4372	174880000	domain	560000
chr5	4373	174880000	4398	175920000	domain	1040000
chr5	4399	175920000	4407	176280000	gap	360000
chr5	4408	176280000	4441	177640000	domain	1360000
chr5	4442	177640000	4451	178040000	gap	400000
chr5	4452	178040000	4489	179560000	domain	1520000
chr5	4490	179560000	4503	180120000	boundary	560000
chr5	4504	180120000	4532	181280000	domain	1160000
chr5	4533	181280000	4537	181480000	gap	200000
