chr	from.id	from.coord	to.id	to.coord	tag	size
chr2	1	0	8	320000	domain	320000
chr2	9	320000	17	680000	domain	360000
chr2	18	680000	24	960000	domain	280000
chr2	25	960000	29	1160000	domain	200000
chr2	30	1160000	38	1520000	domain	360000
chr2	39	1520000	46	1840000	domain	320000
chr2	47	1840000	58	2320000	domain	480000
chr2	59	2320000	74	2960000	domain	640000
chr2	75	2960000	84	3360000	domain	400000
chr2	85	3360000	92	3680000	domain	320000
chr2	93	3680000	97	3880000	domain	200000
chr2	98	3880000	118	4720000	domain	840000
chr2	119	4720000	134	5360000	domain	640000
chr2	135	5360000	141	5640000	domain	280000
chr2	142	5640000	146	5840000	domain	200000
chr2	147	5840000	158	6320000	domain	480000
chr2	159	6320000	171	6840000	domain	520000
chr2	172	6840000	178	7120000	domain	280000
chr2	179	7120000	218	8720000	domain	1600000
chr2	219	8720000	228	9120000	domain	400000
chr2	229	9120000	236	9440000	domain	320000
chr2	237	9440000	245	9800000	domain	360000
chr2	246	9800000	253	10120000	domain	320000
chr2	254	10120000	261	10440000	domain	320000
chr2	262	10440000	267	10680000	domain	240000
chr2	268	10680000	278	11120000	domain	440000
chr2	279	11120000	286	11440000	domain	320000
chr2	287	11440000	292	11680000	domain	240000
chr2	293	11680000	296	11840000	boundary	160000
chr2	297	11840000	318	12720000	domain	880000
chr2	319	12720000	326	13040000	domain	320000
chr2	327	13040000	366	14640000	domain	1600000
chr2	367	14640000	371	14840000	domain	200000
chr2	372	14840000	391	15640000	domain	800000
chr2	392	15640000	398	15920000	domain	280000
chr2	399	15920000	407	16280000	domain	360000
chr2	408	16280000	413	16520000	domain	240000
chr2	414	16520000	420	16800000	domain	280000
chr2	421	16800000	434	17360000	domain	560000
chr2	435	17360000	443	17720000	domain	360000
chr2	444	17720000	460	18400000	domain	680000
chr2	461	18400000	484	19360000	domain	960000
chr2	485	19360000	497	19880000	domain	520000
chr2	498	19880000	509	20360000	domain	480000
chr2	510	20360000	517	20680000	domain	320000
chr2	518	20680000	525	21000000	domain	320000
chr2	526	21000000	528	21120000	domain	120000
chr2	529	21120000	556	22240000	domain	1120000
chr2	557	22240000	584	23360000	domain	1120000
chr2	585	23360000	595	23800000	domain	440000
chr2	596	23800000	610	24400000	domain	600000
chr2	611	24400000	621	24840000	domain	440000
chr2	622	24840000	623	24920000	boundary	80000
chr2	624	24920000	631	25240000	domain	320000
chr2	632	25240000	647	25880000	domain	640000
chr2	648	25880000	655	26200000	domain	320000
