Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
PCa13266_L001_R1	35.0	42.5	74.5	139.0	220.0	313.5	489.0	775.0	1229.0	1857.5	2754.5	4303.5	6788.5	10916.0	18235.5	30414.0	50936.5	84146.5	135963.0	214653.5	328760.5	489064.0	706320.5	989014.0	1344088.0	1779702.0	2295482.0	2882278.0	3537099.5	4251578.5	5016745.5	5827906.5	6673027.5	7521784.5	8356115.0	9150851.0	9874442.0	10504559.5	10999171.0	11328916.5	11477218.5	11429458.5	11199030.0	10890653.5	10596712.0	10322375.0	10073723.0	9822319.5	9518283.5	9109883.0	8571120.0	7926361.5	7226083.5	6543051.5	5905994.5	5316966.0	4774560.5	4258787.0	3744126.0	3216961.5	2692678.5	2197930.0	1761694.5	1399051.0	1108192.0	875863.5	687356.0	536010.0	411406.0	310230.5	233492.0	177219.5	137527.0	107797.5	85084.0	69455.5	56812.0	46554.5	38353.0	31616.5	26157.0	21339.5	17709.5	14787.0	11515.5	8110.0	5162.5	3120.5	1970.0	1358.0	906.0	578.0	366.5	232.0	179.5	152.5	109.0	71.5	60.5	41.0	11.5
PCa13266_L001_R2	1090.0	983.5	1012.5	1310.5	1705.5	2201.5	2785.5	3423.0	4224.0	5438.5	7052.5	9206.5	12451.5	17524.5	25570.5	38847.0	60594.5	95166.5	148824.5	229096.5	345161.5	506917.0	725621.5	1011747.0	1369541.5	1806573.5	2321773.0	2906137.5	3559978.5	4280994.5	5044685.5	5847621.5	6688581.0	7535421.0	8367150.0	9158495.0	9885022.0	10508087.0	10995454.0	11323812.5	11469085.0	11420533.5	11189328.0	10874523.0	10573355.5	10300413.0	10046066.5	9786628.0	9475622.0	9063356.0	8529796.5	7892164.5	7196365.5	6510039.5	5870881.5	5282671.5	4747593.0	4236331.0	3722978.0	3202540.0	2680676.5	2189308.5	1755883.0	1395502.0	1108354.5	878368.0	690462.5	537785.0	413969.0	313007.0	235256.0	179326.5	139897.5	109972.5	87362.0	71491.0	58852.0	48302.0	39608.0	32986.0	27715.0	22922.5	19383.0	16298.5	12969.0	9679.0	6781.5	4951.0	3830.0	3207.0	2735.0	2393.0	2316.0	2352.5	2438.0	2628.5	2881.0	3373.5	4527.5	7275.0	26850.5
PCa13266_L002_R1	41.0	48.0	71.0	125.0	204.5	309.5	484.5	774.5	1251.5	1897.5	2828.0	4266.0	6651.0	10809.5	17971.5	30094.0	50267.0	83343.5	134935.5	212758.5	326533.5	485402.0	701262.5	984603.0	1338742.0	1774430.5	2290276.0	2874903.0	3525495.0	4237697.5	4999249.0	5803051.0	6637098.0	7475459.0	8308054.0	9107642.0	9831652.5	10448382.5	10936030.0	11270475.5	11419576.5	11369021.5	11140242.0	10831464.5	10538680.0	10268961.0	10021697.5	9776807.5	9474818.5	9067437.0	8533103.0	7894544.0	7204300.0	6522814.0	5885082.5	5301304.0	4763805.0	4251530.5	3738670.5	3212556.0	2689989.0	2195942.0	1760024.0	1399211.0	1110106.5	878073.5	690161.5	537519.5	412942.5	312371.0	234554.5	177834.5	138255.5	108741.5	86380.5	70457.5	57449.0	46990.0	38645.0	32028.5	26527.5	21637.0	17937.5	14904.5	11490.0	8076.0	5155.0	3188.5	1949.0	1290.0	899.0	557.0	353.5	237.5	170.5	139.5	104.0	60.5	57.5	38.5	12.0
PCa13266_L002_R2	1444.0	1231.5	1162.0	1501.0	1872.0	2323.5	2893.5	3613.5	4546.0	5743.0	7449.0	9766.5	13024.0	18221.5	26751.0	40506.0	62068.0	96641.0	150728.0	231315.0	347221.0	507578.0	724734.5	1007931.5	1364011.5	1799004.5	2311178.5	2896032.5	3545770.5	4253460.0	5014102.0	5817477.5	6650252.5	7492873.5	8319984.0	9106447.5	9827217.5	10449682.0	10931802.0	11255885.5	11404233.5	11354063.5	11125785.5	10816299.0	10520762.5	10246176.5	9992784.5	9737904.5	9429321.0	9024364.5	8495000.0	7860108.5	7173764.5	6494172.5	5856964.0	5274288.5	4737813.5	4229279.0	3721921.5	3201231.0	2683137.5	2193855.0	1759825.0	1401177.0	1114029.5	880182.0	692138.0	540628.0	415145.0	314639.0	237932.0	180891.0	141284.5	111579.5	88501.0	72390.0	59437.5	49011.5	40591.5	33851.5	28197.5	23258.5	19537.5	16444.0	13331.5	9970.5	6922.5	5051.5	3899.5	3217.5	2774.0	2397.5	2300.0	2303.5	2367.5	2575.0	2868.5	3421.0	4560.5	7452.5	27596.0
PCa13266_L003_R1	29.0	44.5	77.0	118.0	191.0	303.0	483.5	760.5	1201.5	1838.5	2787.0	4228.5	6639.0	10830.0	17791.5	29783.5	49885.0	82595.0	133586.0	210954.0	323357.5	479998.5	692337.5	968820.5	1317405.5	1743836.5	2245977.5	2818492.0	3453739.5	4148496.5	4893275.0	5679940.0	6498131.5	7318941.0	8126865.5	8899994.5	9604691.5	10208891.0	10678067.5	10997470.0	11142554.0	11092074.0	10867970.5	10566108.5	10279878.0	10015269.5	9769684.0	9521800.5	9225642.0	8828351.0	8303947.0	7679881.0	7007897.0	6345493.0	5721630.5	5149231.5	4626107.0	4127563.5	3627529.0	3116274.0	2607195.5	2128458.0	1706289.0	1355240.0	1074347.0	847889.0	665506.0	519162.0	398573.5	300368.5	225746.5	171557.0	133133.0	104715.5	82814.5	67435.5	55217.5	45123.5	36663.0	30398.5	25476.0	20731.0	17136.5	14253.5	10959.0	7672.0	4813.0	2968.0	1874.5	1249.5	832.5	512.0	335.0	233.0	164.5	143.5	103.0	55.0	54.0	35.0	7.5
PCa13266_L003_R2	1616.0	1322.0	1129.0	1404.0	1782.0	2240.5	2776.5	3526.5	4452.5	5688.0	7374.5	9636.5	13052.0	18288.5	26482.5	40091.5	62281.5	96554.5	149632.5	229398.0	343556.0	503043.5	717544.0	995702.5	1344597.5	1770430.5	2272056.0	2845080.5	3483090.0	4176359.5	4921103.5	5707694.5	6520894.0	7339368.5	8145299.0	8911703.0	9609382.5	10210940.5	10683928.0	11001793.0	11134855.5	11075087.5	10849153.5	10548641.0	10256635.0	9983250.0	9734077.5	9483479.5	9182494.0	8779313.0	8255852.0	7637450.5	6969207.5	6309413.0	5688611.5	5117121.5	4594226.5	4097190.5	3602788.5	3100921.0	2596222.5	2119157.0	1700610.0	1353189.5	1072523.5	848030.0	667593.5	520437.0	399497.5	301888.0	227315.5	173757.0	135352.0	106042.0	84341.5	69309.5	56796.0	46327.5	38063.5	31625.0	26508.0	21988.0	18637.0	15555.0	12280.0	9185.0	6479.5	4741.0	3649.5	3084.5	2664.0	2322.5	2250.0	2267.5	2309.5	2525.5	2865.0	3430.0	4563.0	7298.5	26940.5
PCa13266_L004_R1	46.0	46.0	77.5	120.0	189.5	301.5	497.0	795.5	1189.5	1813.5	2727.5	4143.0	6622.0	10824.5	17860.5	30077.0	50466.0	83228.0	134624.0	212138.0	324903.0	483504.0	698334.0	977731.0	1329084.5	1760378.0	2270157.0	2849479.5	3496041.5	4202219.0	4957344.5	5756420.5	6584555.5	7415174.0	8234090.5	9020569.0	9736165.5	10351569.5	10833564.0	11156328.5	11301876.5	11253586.0	11025278.0	10721352.5	10431741.0	10163362.5	9919185.0	9671588.5	9368434.5	8960891.0	8432367.5	7801787.0	7116989.5	6441398.0	5812771.0	5237050.0	4701233.5	4191834.5	3684993.5	3164662.5	2647270.0	2160965.5	1733220.0	1377639.5	1092379.0	863427.0	678380.0	528404.0	405313.5	306178.0	230295.5	174430.5	134809.5	106065.0	83968.5	68393.5	55910.0	45588.5	37679.5	31331.0	25900.5	21055.0	17344.0	14305.0	11179.5	7946.0	4982.0	3109.0	1951.5	1336.5	888.5	543.0	392.0	294.0	265.5	254.0	203.0	140.5	128.5	122.0	61.0
PCa13266_L004_R2	1103.0	976.0	993.0	1328.5	1709.5	2167.0	2687.0	3387.0	4331.0	5483.0	7091.0	9346.5	12624.5	17650.0	25833.0	39371.0	61165.5	95348.0	148400.5	228583.0	343252.0	503700.5	720724.0	1002916.0	1356646.5	1785708.0	2292983.0	2875089.5	3521753.0	4223443.0	4977910.0	5774696.0	6598784.5	7430169.5	8247689.0	9032401.0	9750938.0	10359488.5	10832421.5	11153867.0	11295627.0	11245585.0	11016684.5	10704493.0	10411000.5	10140306.0	9887856.5	9632382.5	9324848.5	8920445.0	8396742.5	7766227.0	7082023.5	6405852.5	5775137.5	5200235.5	4669069.0	4163583.5	3662528.0	3152129.0	2638734.0	2154265.5	1729294.0	1375936.0	1091910.5	863503.0	677656.5	528790.5	406805.0	307633.0	232034.0	176377.0	137205.5	108165.0	85847.5	69972.5	57620.5	47536.5	39067.0	32591.0	27375.0	22490.0	18898.5	15939.5	12631.5	9435.5	6643.5	4825.0	3728.0	3071.5	2692.0	2428.0	2293.5	2245.5	2353.5	2533.5	2792.0	3338.0	4414.5	7074.0	25906.0
PCa13848_L001_R1	12.0	17.0	32.0	51.5	84.5	152.5	255.5	422.5	671.5	1031.0	1594.0	2403.0	3716.0	5942.0	9561.5	16108.0	26967.0	44687.0	73455.5	118330.5	184429.5	276589.5	402229.0	567715.0	776137.0	1032463.5	1333660.0	1674509.5	2054153.5	2467727.5	2910619.0	3376896.0	3859575.5	4344871.0	4817545.5	5256591.0	5651089.5	5998197.0	6270117.5	6451566.5	6530375.5	6492930.0	6350841.5	6161690.5	5989484.5	5843697.5	5717681.5	5593854.5	5442872.5	5220394.0	4903312.5	4513831.0	4085988.5	3664866.0	3278823.5	2931695.0	2618902.0	2324898.0	2030031.0	1727096.5	1423061.5	1139095.0	896993.0	704050.0	554339.0	436267.5	343774.0	270451.0	208725.5	157975.0	120304.0	93247.5	73738.0	59062.0	47874.5	39720.5	33328.5	27667.5	22865.5	19174.0	16023.0	13171.0	10979.0	9122.0	7104.5	5176.5	3418.0	2211.5	1457.5	949.0	582.5	356.5	221.5	146.0	113.0	85.0	58.5	38.5	40.5	30.5	9.5
