eigval1	eigval2	eigval3
1530.6395827923445	-847.8818120400301	742.412260205002
1404.8944122867445	600.490961115135	565.0367246578231
1135.5797995256116	969.0014565578376	-613.3658403252522
821.9789298261425	618.7274076794356	-557.0725314188945
1000.1924816638027	-477.93192009364225	435.4056862148521
1231.9322697363575	-747.9212662782023	469.71136979463057
898.1476565094409	615.1606052835631	416.11633676419075
977.8982484272739	734.2071000199561	-617.929626550741
639.6737408623708	450.75541101323614	-423.73965103803596
988.4388281850538	413.25342776270475	-411.59007602049655
1091.3936228273242	-514.7295413212418	478.4538288063279
927.888175964394	347.94642276584227	-346.82132364580656
418.6830919001357	-364.4370274060729	268.6432657690498
584.9228126026857	238.87945524159642	-216.10799242433322
601.4774108724854	-289.5068995162377	242.36856276900264
593.5833472389056	305.8515381116775	239.56293844917238
478.98972697521486	193.79310248757866	-175.91902080685335
323.6570195422433	162.97343310836777	-159.38806903149865
342.6454191470169	300.1563119192814	-229.47682488395543
381.8966449910285	260.96345056092645	-255.2221851538699
218.71044236069596	-160.14879615899008	93.97248961958161
215.51264153376408	102.86021020021954	-88.04962172077036
757.0090008005567	557.5368783797593	-490.1486895444878
-63.84700856500139	59.992757563223	53.22854527538794
		
