eigval1	eigval2	eigval3
1682.3525451166818	-925.0595458950344	785.4905891521372
1515.898408103164	687.1559707027383	588.5803114547201
1279.6046251749847	1227.9724866150384	-838.6168834963527
870.0578352831288	497.19758446197386	-436.87808071722
1007.9524473431626	-425.37837139908544	408.9811241365712
1144.3815565032658	-738.5727166576665	527.6096967006473
991.7756547078227	649.2911792753711	-526.4836390185804
1006.7602490522612	-482.04803165928445	401.9950310874143
751.543358511828	-446.3643684137321	441.2642761574969
996.6439390597216	456.0502784425344	-391.8715789572851
1235.8648141825258	520.7450902676651	-510.5070320583335
1033.9833400908267	-364.1120208271776	363.3628727568531
471.47471893844204	-363.77308708199394	293.9752103859717
651.364519612265	239.94706536158841	-221.45203854724312
590.3305295767464	-266.1608327296213	251.1568402177428
640.1797977843519	305.43983864643724	-233.79757823692444
524.9569015869273	228.419167199443	-194.3136861570655
369.7128562277164	136.73193869201714	-135.70149745891004
461.32807228565537	341.5425129585502	-268.3114656794152
404.4734605608474	250.19312454090317	-244.66466871780372
247.21790340482835	-173.32016481856922	109.17593931278358
207.7417682836384	109.93944237955805	-89.58873542693078
806.0794264573258	503.00485003197775	-447.55280487910755
66.8223101561575	-64.12269589848145	-56.76271165431509
		
