eigval1	eigval2	eigval3
1416.6779776685294	-726.6119586076368	670.8223086512087
1285.182075882651	603.4277492880847	505.2099636094748
1105.7496643650709	1057.6635838267264	-772.6692559856982
709.1915574101392	516.3245359087116	-440.67441027898076
890.6995185945658	-453.7584380547222	385.0198304002622
1050.2721524570318	-719.5509124364963	428.2429740406959
859.4468934983122	639.1796474101578	-531.1148396968364
890.3700974429929	-489.19287210793334	418.16348403476275
588.6559873036875	-400.2786630965897	373.0950847293669
922.1041230195298	409.722821439527	-372.69180001567474
1090.3518819663066	-497.91546504991675	435.2841648402887
963.7480832485063	-382.764825398439	-349.99650493955124
430.20159734158466	-390.7279460167557	293.36767056981154
565.9568808553041	-207.74341035421497	204.49808180498192
533.4299046139163	-247.36263136651084	217.82226116213332
607.0146591930065	285.7796652113188	231.0812584376374
525.4197698024909	263.857384053825	-205.10346429007103
315.2332932055212	-147.06932662421917	145.614388244552
411.04182915408103	311.3779696671105	-236.09587166156118
402.74399273869517	262.93867556173564	-248.07790315540808
239.97598535522775	-140.61828115095048	97.44983770332223
164.5069400478374	106.81400455682359	-87.09289666011773
715.0013573500272	538.611871039832	-481.9083861362996
-76.05830839471065	74.8000003980948	55.119244833337035
		
