eigval1	eigval2	eigval3
1880.9899841759695	-1087.2307394604268	1068.9920020738175
1672.2373490106625	957.4130073169212	-702.8056072647499
1417.2660970674378	1312.093521531291	-965.2569982605231
881.5194896599044	678.6584194265708	-528.1531259791265
1086.0186725741294	-479.5476879282552	466.9779245296419
1139.3766436426208	-777.4144948386437	597.8506598952454
1082.7574242875992	709.4571223987306	-562.2472409612051
1016.6784123221307	-547.5544631468324	505.5351983938614
782.6103952844869	-513.9204658484848	513.3395962529955
1105.0139596848364	589.0118168608765	453.96663293606747
1301.6831902937195	580.6793008104139	-571.8173696374884
1125.0607008653385	414.5245955689834	-388.6673104817416
509.9513518801791	-469.37895879396416	376.96771952025745
703.4306400973832	332.9808821214313	-253.64173842979736
646.8931325156659	296.77775951152375	-271.35915618091036
726.1710935191679	337.4654510280708	280.81991870657566
672.8514996872651	333.22048067361595	-227.1596129390362
359.39964852912766	173.84623518160117	-153.49762935050654
569.9221850644286	326.74207566388117	-286.54822545279245
468.34160709284424	343.29723653985144	-286.2273220673902
256.9683398972573	-123.66640780881437	109.54745319360633
228.74392608052725	117.10098448204492	-87.93634048543343
861.3152913387131	634.8702709892137	-533.6303873111272
-79.91079051077826	75.34614951267997	73.04965894397155
		
