eigval1	eigval2	eigval3
1966.3617597014186	-983.4991001528331	885.3020053986714
1877.8951427682546	833.7729909713671	704.2986870699433
1634.058723747761	1269.1475976764082	-884.5700043514257
1084.6037681185178	611.8166307935437	-588.3283263711753
1305.4389630161008	567.7625778595504	-533.6001671401806
1451.9418593589041	-861.4632412249376	674.7983306462991
1283.3087238007085	725.5278735246302	587.0542935803189
1185.8303763898932	-598.2504738131056	589.4650554330419
733.8841581348438	576.9726269570118	-520.8106181784028
1191.096023455114	577.617973694897	-392.9350909385216
1406.7508857881364	634.4920338632492	-575.5894928766862
1240.2811558633048	473.75969467003426	-441.7671739393877
565.1058203294036	-419.3231113499571	352.21401735864833
742.9085745930303	297.42284589176273	-239.21696686259526
730.3323709222472	353.9348392083637	-327.8417650649022
744.8934220994563	398.8210483465592	311.4401672116685
627.4833300071607	335.78344915091117	-234.6668367631442
455.84705744006294	185.23660389395806	-161.22148365444625
495.44689866452876	374.3102990913786	-288.0276592362311
490.68815297473793	287.1744546278808	-253.6231160768442
304.94770022091393	-199.61195761252088	124.02725232130186
206.73515597328307	112.68218932474043	-87.69193895489097
1054.9398074462927	723.5081426300661	-674.1374007083183
82.17056840111326	-72.89837677842046	-58.20821934321786
		
