eigval1	eigval2	eigval3
1955.8117437029102	-1106.5720668501815	1002.1722978872017
1695.3413425185365	867.9488108810123	650.6784539232514
1464.1386060736372	1252.166959802162	-885.9489164826347
1032.3717708783947	-533.3919110571649	530.9411517507115
1202.7855755178293	-517.853431186273	487.15398249519325
1228.5168728437204	-792.7978157704404	587.2393096649722
1150.8911446329237	738.246534254041	-595.6081995620348
1140.3650490495766	-579.7297124315196	495.7480663324593
822.795753429798	-511.05304239783055	502.1142959719203
1141.7487981316428	516.0425505497568	-456.7592807043318
1391.0064001952344	-597.5711190139485	579.186311600342
1146.8883043384503	-438.4508542988227	412.407908077566
547.9791053604282	-484.44105971975125	373.4463998513656
714.5031678885522	275.81676990781216	-249.25658847202857
614.9273360882733	-266.6308850683441	261.1392205645672
715.6678656123794	322.2358038489176	-261.8924156124364
602.3025407684894	291.98890173367283	-218.94225745624695
410.457388208436	158.89031752927414	-150.6778233180562
584.387010585401	352.5526216105636	-323.87179963994987
423.67438534219974	324.84025533236314	-286.6289892176713
258.9773584699221	-159.4020844697872	117.59303195301042
229.91846294402504	103.96636984487981	-87.94688054336534
941.6255170585512	630.0681141536467	-531.178418241284
-74.90972348491326	72.3184254184672	62.94321813691573
		
