eigval1	eigval2	eigval3
1967.8154460913352	-1030.5719021374741	872.5893935950431
1783.4271195603633	784.4068488789701	687.5534586267704
1477.016594882035	1162.494501052614	-845.4109137887176
1035.3657972007568	611.6259982718356	-551.9583009469958
1161.1854725262535	509.425497642591	-503.9312800675565
1360.230073286525	-827.4738645515749	630.8114387798464
1156.1250627981588	696.2106846107856	-582.0484105861337
1153.6140761034317	-528.6227569851109	439.55328297074385
822.5145501050284	511.3043578836198	-501.2724611369683
1112.6183175303518	487.4619401127471	-447.2122741960411
1359.8942855727641	582.8946385081405	-568.2306458966659
1152.4693208044064	-419.1428018370402	398.5736515135647
536.9789101730544	-417.40879572809513	336.5475240726927
725.8177196420867	273.59138916451093	-243.83531464208866
643.3492150622598	276.86686662333943	-276.60514158576916
708.5584859853752	336.0202378605569	-247.21367077093268
575.5734254029592	273.0009453957783	-198.32579306144794
428.10507202480574	163.3105578093114	-150.34996678776642
473.10916885839896	352.8823175312095	-269.9722218376945
454.88605508850117	273.6279195857668	-252.50083529981484
268.5633313355554	-192.48693573655535	115.31376723393298
209.79338423282078	99.10488426005884	-82.11677908052293
963.8172239729387	594.6655496516292	-534.9738792095372
67.49032473213275	-63.48143792207763	52.57737532195322
		
