eigval1	eigval2	eigval3
2026.2461640696001	-1082.4356845219775	950.9698118853306
1809.707110508439	840.4959660143104	705.2358465213665
1507.4615522280455	1270.639416190289	-879.5049101495116
1036.4638069681314	617.6285857904599	-543.1372735267614
1265.4319055447443	539.261122557878	-509.8408121463365
1326.9955763587147	-819.9001956218106	656.4204568126559
1217.5224836266789	682.0045449724988	-588.259733304772
1168.5346562835223	-537.0909473317631	473.7299406358561
854.3361701721071	527.0885201162785	-522.7900551284101
1145.4470954253907	514.5281481581553	-438.8083368423989
1401.2415505919898	631.7210962043398	-569.2102401316632
1223.1991638833542	448.6209756308254	-430.29927404647475
556.5131918097411	-464.05820115568815	378.79672118157833
744.5972625039301	299.33798681346076	-245.04223852106048
693.3995941112659	299.69217266276746	-288.5349435978651
762.7769028094948	349.54687103940773	-261.1624578689099
632.1365251278281	304.37796298092894	-220.36773013603485
431.556790745157	170.6410200229048	-146.02947859648785
630.8939018997299	351.42630303054585	-326.2064112675326
451.93820698361907	338.48774670417805	-284.4081871023866
282.2862396722174	-176.1460989323595	124.8304201568933
257.91697906001286	108.93834695854882	-92.77198801440925
982.0623705654777	598.9977792581903	-477.6228561600956
-86.03675216773505	78.38037665015177	62.35461568081577
		
