chr	from.id	from.coord	to.id	to.coord	tag	size
chr4	1	0	2	80000	gap	80000
chr4	3	80000	13	520000	domain	440000
chr4	14	520000	16	640000	domain	120000
chr4	17	640000	26	1040000	domain	400000
chr4	27	1040000	34	1360000	domain	320000
chr4	35	1360000	42	1680000	domain	320000
chr4	43	1680000	48	1920000	domain	240000
chr4	49	1920000	55	2200000	domain	280000
chr4	56	2200000	62	2480000	domain	280000
chr4	63	2480000	68	2720000	domain	240000
chr4	69	2720000	77	3080000	domain	360000
chr4	78	3080000	89	3560000	domain	480000
chr4	90	3560000	90	3600000	gap	40000
chr4	91	3600000	98	3920000	domain	320000
chr4	99	3920000	105	4200000	gap	280000
chr4	106	4200000	111	4440000	domain	240000
chr4	112	4440000	137	5480000	domain	1040000
chr4	138	5480000	146	5840000	domain	360000
chr4	147	5840000	155	6200000	domain	360000
chr4	156	6200000	166	6640000	domain	440000
chr4	167	6640000	172	6880000	domain	240000
chr4	173	6880000	177	7080000	domain	200000
chr4	178	7080000	185	7400000	domain	320000
chr4	186	7400000	193	7720000	domain	320000
chr4	194	7720000	201	8040000	domain	320000
chr4	202	8040000	204	8160000	domain	120000
chr4	205	8160000	211	8440000	domain	280000
chr4	212	8440000	216	8640000	domain	200000
chr4	217	8640000	224	8960000	domain	320000
chr4	225	8960000	244	9760000	gap	800000
chr4	245	9760000	253	10120000	domain	360000
chr4	254	10120000	264	10560000	domain	440000
chr4	265	10560000	286	11440000	domain	880000
chr4	287	11440000	293	11720000	domain	280000
chr4	294	11720000	300	12000000	domain	280000
chr4	301	12000000	307	12280000	domain	280000
chr4	308	12280000	318	12720000	domain	440000
chr4	319	12720000	339	13560000	domain	840000
chr4	340	13560000	341	13640000	boundary	80000
chr4	342	13640000	354	14160000	domain	520000
chr4	355	14160000	369	14760000	domain	600000
chr4	370	14760000	380	15200000	domain	440000
chr4	381	15200000	387	15480000	domain	280000
chr4	388	15480000	391	15640000	domain	160000
chr4	392	15640000	400	16000000	domain	360000
chr4	401	16000000	407	16280000	domain	280000
chr4	408	16280000	413	16520000	domain	240000
chr4	414	16520000	437	17480000	domain	960000
chr4	438	17480000	446	17840000	domain	360000
chr4	447	17840000	466	18640000	domain	800000
chr4	467	18640000	480	19200000	domain	560000
chr4	481	19200000	506	20240000	domain	1040000
chr4	507	20240000	518	20720000	domain	480000
chr4	519	20720000	529	21160000	domain	440000
chr4	530	21160000	537	21480000	domain	320000
chr4	538	21480000	545	21800000	domain	320000
chr4	546	21800000	560	22400000	domain	600000
chr4	561	22400000	568	22720000	domain	320000
chr4	569	22720000	575	23000000	domain	280000
chr4	576	23000000	593	23720000	domain	720000
chr4	594	23720000	611	24440000	domain	720000
chr4	612	24440000	629	25160000	domain	720000
chr4	630	25160000	635	25400000	domain	240000
chr4	636	25400000	649	25960000	domain	560000
chr4	650	25960000	658	26320000	domain	360000
chr4	659	26320000	661	26440000	domain	120000
chr4	662	26440000	676	27040000	domain	600000
chr4	677	27040000	692	27680000	domain	640000
chr4	693	27680000	696	27840000	domain	160000
chr4	697	27840000	722	28880000	domain	1040000
chr4	723	28880000	727	29080000	domain	200000
chr4	728	29080000	744	29760000	domain	680000
chr4	745	29760000	748	29920000	domain	160000
chr4	749	29920000	758	30320000	domain	400000
chr4	759	30320000	767	30680000	domain	360000
chr4	768	30680000	776	31040000	domain	360000
chr4	777	31040000	784	31360000	domain	320000
chr4	785	31360000	795	31800000	domain	440000
chr4	796	31800000	796	31840000	gap	40000
chr4	797	31840000	811	32440000	domain	600000
chr4	812	32440000	826	33040000	domain	600000
chr4	827	33040000	853	34120000	domain	1080000
chr4	854	34120000	869	34760000	domain	640000
chr4	870	34760000	871	34840000	gap	80000
chr4	872	34840000	879	35160000	domain	320000
chr4	880	35160000	886	35440000	domain	280000
chr4	887	35440000	906	36240000	domain	800000
chr4	907	36240000	909	36360000	domain	120000
chr4	910	36360000	935	37400000	domain	1040000
chr4	936	37400000	940	37600000	domain	200000
chr4	941	37600000	945	37800000	domain	200000
chr4	946	37800000	951	38040000	domain	240000
chr4	952	38040000	968	38720000	domain	680000
