chr	from.id	from.coord	to.id	to.coord	tag	size
chr13	1	16000000	72	18880000	gap	2880000
chr13	73	18880000	85	19400000	domain	520000
chr13	86	19400000	88	19520000	gap	120000
chr13	89	19520000	123	20920000	domain	1400000
chr13	124	20920000	131	21240000	boundary	320000
chr13	132	21240000	140	21600000	boundary	360000
chr13	141	21600000	170	22800000	domain	1200000
chr13	171	22800000	184	23360000	domain	560000
chr13	185	23360000	198	23920000	domain	560000
chr13	199	23920000	207	24280000	boundary	360000
chr13	208	24280000	231	25240000	domain	960000
chr13	232	25240000	253	26120000	domain	880000
chr13	254	26120000	273	26920000	domain	800000
chr13	274	26920000	301	28040000	domain	1120000
chr13	302	28040000	336	29440000	domain	1400000
chr13	337	29440000	353	30120000	domain	680000
chr13	354	30120000	378	31120000	domain	1000000
chr13	379	31120000	396	31840000	domain	720000
chr13	397	31840000	409	32360000	boundary	520000
chr13	410	32360000	414	32560000	boundary	200000
chr13	415	32560000	444	33760000	domain	1200000
chr13	445	33760000	480	35200000	domain	1440000
chr13	481	35200000	499	35960000	domain	760000
chr13	500	35960000	526	37040000	domain	1080000
chr13	527	37040000	573	38920000	domain	1880000
chr13	574	38920000	592	39680000	domain	760000
chr13	593	39680000	626	41040000	domain	1360000
chr13	627	41040000	631	41240000	boundary	200000
chr13	632	41240000	658	42320000	domain	1080000
chr13	659	42320000	697	43880000	domain	1560000
chr13	698	43880000	726	45040000	domain	1160000
chr13	727	45040000	734	45360000	boundary	320000
chr13	735	45360000	760	46400000	domain	1040000
chr13	761	46400000	762	46480000	gap	80000
chr13	763	46480000	799	47960000	domain	1480000
chr13	800	47960000	825	49000000	domain	1040000
chr13	826	49000000	832	49280000	boundary	280000
chr13	833	49280000	841	49640000	boundary	360000
chr13	842	49640000	847	49880000	boundary	240000
chr13	848	49880000	878	51120000	domain	1240000
chr13	879	51120000	905	52200000	domain	1080000
chr13	906	52200000	915	52600000	gap	400000
chr13	916	52600000	997	55880000	domain	3280000
chr13	998	55880000	998	55920000	gap	40000
chr13	999	55920000	1028	57120000	domain	1200000
chr13	1029	57120000	1030	57200000	gap	80000
chr13	1031	57200000	1111	60440000	domain	3240000
chr13	1112	60440000	1150	62000000	domain	1560000
chr13	1151	62000000	1193	63720000	domain	1720000
chr13	1194	63720000	1196	63840000	gap	120000
chr13	1197	63840000	1241	65640000	domain	1800000
chr13	1242	65640000	1282	67280000	domain	1640000
chr13	1283	67280000	1336	69440000	domain	2160000
chr13	1337	69440000	1365	70600000	domain	1160000
chr13	1366	70600000	1418	72720000	domain	2120000
chr13	1419	72720000	1443	73720000	domain	1000000
chr13	1444	73720000	1482	75280000	domain	1560000
chr13	1483	75280000	1489	75560000	boundary	280000
chr13	1490	75560000	1496	75840000	boundary	280000
chr13	1497	75840000	1525	77000000	domain	1160000
chr13	1526	77000000	1539	77560000	domain	560000
chr13	1540	77560000	1544	77760000	boundary	200000
chr13	1545	77760000	1553	78120000	domain	360000
chr13	1554	78120000	1582	79280000	domain	1160000
chr13	1583	79280000	1624	80960000	domain	1680000
chr13	1625	80960000	1651	82040000	domain	1080000
chr13	1652	82040000	1720	84800000	domain	2760000
chr13	1721	84800000	1755	86200000	domain	1400000
chr13	1756	86200000	1757	86280000	gap	80000
chr13	1758	86280000	1785	87400000	domain	1120000
chr13	1786	87400000	1792	87680000	domain	280000
chr13	1793	87680000	1878	91120000	domain	3440000
chr13	1879	91120000	1895	91800000	domain	680000
chr13	1896	91800000	1960	94400000	domain	2600000
chr13	1961	94400000	1988	95520000	domain	1120000
chr13	1989	95520000	1997	95880000	boundary	360000
chr13	1998	95880000	2026	97040000	domain	1160000
chr13	2027	97040000	2046	97840000	domain	800000
chr13	2047	97840000	2077	99080000	domain	1240000
chr13	2078	99080000	2086	99440000	boundary	360000
chr13	2087	99440000	2088	99520000	boundary	80000
chr13	2089	99520000	2117	100680000	domain	1160000
chr13	2118	100680000	2128	101120000	boundary	440000
chr13	2129	101120000	2164	102560000	domain	1440000
chr13	2165	102560000	2172	102880000	boundary	320000
chr13	2173	102880000	2264	106560000	domain	3680000
chr13	2265	106560000	2280	107200000	domain	640000
chr13	2281	107200000	2305	108200000	domain	1000000
chr13	2306	108200000	2323	108920000	domain	720000
chr13	2324	108920000	2354	110160000	domain	1240000
chr13	2355	110160000	2361	110440000	boundary	280000
chr13	2362	110440000	2392	111680000	domain	1240000
chr13	2393	111680000	2396	111840000	gap	160000
chr13	2397	111840000	2407	112280000	domain	440000
chr13	2408	112280000	2407	112280000	gap	0
chr13	2408	112280000	2408	112320000	gap	40000
chr13	2409	112320000	2436	113440000	domain	1120000
chr13	2437	113440000	2443	113720000	domain	280000
chr13	2444	113720000	2456	114240000	domain	520000
chr13	2457	114240000	2459	114360000	domain	120000
